Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic gastritis,A1BG,Alpha-1B-glycoprotein,15617,104,3.16 [1.02-9.81],0.0463004215131188
Chapter XI Diseases of the digestive system,Chronic gastritis,AAMDC,Mth938 domain-containing protein,15192,101,0.96 [0.67-1.38],0.8249461418564441
Chapter XI Diseases of the digestive system,Chronic gastritis,AARSD1,Alanyl-tRNA editing protein Aarsd1,17870,113,0.99 [0.73-1.33],0.9275569966439016
Chapter XI Diseases of the digestive system,Chronic gastritis,ABCA2,ATP-binding cassette sub-family A member 2,15086,100,1.27 [0.75-2.15],0.3720617729619272
Chapter XI Diseases of the digestive system,Chronic gastritis,ABHD14B,Protein ABHD14B,17743,114,0.78 [0.58-1.06],0.1109389834730308
Chapter XI Diseases of the digestive system,Chronic gastritis,ABL1,Tyrosine-protein kinase ABL1,17870,113,0.78 [0.60-1.01],0.0643463015505546
Chapter XI Diseases of the digestive system,Chronic gastritis,ABO,Histo-blood group ABO system transferase,15625,103,0.94 [0.82-1.07],0.343220655219241
Chapter XI Diseases of the digestive system,Chronic gastritis,ABRAXAS2,BRISC complex subunit Abraxas 2,15086,100,0.82 [0.61-1.11],0.2078247921550684
Chapter XI Diseases of the digestive system,Chronic gastritis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",17527,114,1.14 [0.93-1.39],0.2070654784173468
Chapter XI Diseases of the digestive system,Chronic gastritis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",15354,104,1.02 [0.78-1.34],0.8764386497626001
Chapter XI Diseases of the digestive system,Chronic gastritis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",15615,104,0.88 [0.71-1.10],0.263184757153022
Chapter XI Diseases of the digestive system,Chronic gastritis,ACAN,Aggrecan core protein,17753,113,0.73 [0.40-1.33],0.2968317680362328
Chapter XI Diseases of the digestive system,Chronic gastritis,ACE,Angiotensin-converting enzyme,15625,103,1.93 [1.01-3.69],0.046724614881365
Chapter XI Diseases of the digestive system,Chronic gastritis,ACE2,Angiotensin-converting enzyme 2,17632,108,1.23 [0.91-1.66],0.1771508329430392
Chapter XI Diseases of the digestive system,Chronic gastritis,ACHE,Acetylcholinesterase,15258,102,0.86 [0.49-1.51],0.5936781227591805
Chapter XI Diseases of the digestive system,Chronic gastritis,ACOT13,Acyl-coenzyme A thioesterase 13,15555,105,0.95 [0.80-1.11],0.500309681804185
Chapter XI Diseases of the digestive system,Chronic gastritis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,17930,115,1.02 [0.73-1.42],0.922775108692076
Chapter XI Diseases of the digestive system,Chronic gastritis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,15147,102,0.62 [0.39-0.99],0.0439381166076748
Chapter XI Diseases of the digestive system,Chronic gastritis,ACP5,Tartrate-resistant acid phosphatase type 5,18011,115,0.95 [0.58-1.57],0.8439462329324843
Chapter XI Diseases of the digestive system,Chronic gastritis,ACP6,Lysophosphatidic acid phosphatase type 6,18075,115,1.12 [0.86-1.45],0.4084505715449844
Chapter XI Diseases of the digestive system,Chronic gastritis,ACRBP,Acrosin-binding protein,15550,104,0.76 [0.46-1.26],0.2834412334809817
Chapter XI Diseases of the digestive system,Chronic gastritis,ACRV1,Acrosomal protein SP-10,15147,102,1.09 [0.92-1.30],0.3315937454032237
Chapter XI Diseases of the digestive system,Chronic gastritis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,15086,100,0.85 [0.46-1.57],0.5998427075909101
Chapter XI Diseases of the digestive system,Chronic gastritis,ACTA2,"Actin, aortic smooth muscle",17632,108,1.26 [0.90-1.78],0.1848167862419638
Chapter XI Diseases of the digestive system,Chronic gastritis,ACTN2,Alpha-actinin-2,15086,100,1.34 [1.03-1.73],0.0296826648247615
Chapter XI Diseases of the digestive system,Chronic gastritis,ACTN4,Alpha-actinin-4,17619,110,1.28 [0.82-2.00],0.2749982414920083
Chapter XI Diseases of the digestive system,Chronic gastritis,ACVRL1,Serine/threonine-protein kinase receptor R3,17763,114,1.23 [0.67-2.28],0.5013032945204343
Chapter XI Diseases of the digestive system,Chronic gastritis,ACY1,Aminoacylase-1,17930,115,0.96 [0.73-1.26],0.7529152045744671
Chapter XI Diseases of the digestive system,Chronic gastritis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,15086,100,0.89 [0.62-1.26],0.5067241509865603
Chapter XI Diseases of the digestive system,Chronic gastritis,ACYP1,Acylphosphatase-1,15213,102,0.94 [0.70-1.25],0.6525961225509429
Chapter XI Diseases of the digestive system,Chronic gastritis,ADA,Adenosine deaminase,18141,115,0.75 [0.46-1.21],0.2307192793587938
Chapter XI Diseases of the digestive system,Chronic gastritis,ADA2,Adenosine deaminase 2,17855,109,1.63 [1.14-2.33],0.0070826062939143
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,15147,102,1.75 [1.09-2.79],0.0198129899646812
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,17632,108,1.04 [0.60-1.80],0.8876446603422032
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,17794,114,1.00 [0.64-1.56],0.9864400970864312
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,18141,115,0.98 [0.62-1.55],0.9220924281326364
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,18062,113,1.05 [0.61-1.81],0.8644984031408794
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,15555,105,2.27 [1.34-3.86],0.0024064611822403
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,15147,102,0.83 [0.44-1.56],0.5617908597280452
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,18159,115,0.62 [0.32-1.21],0.1622774437364801
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,17870,113,1.72 [1.16-2.55],0.006896905458705
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,17632,108,0.94 [0.53-1.64],0.817631434768447
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,15147,102,1.09 [0.64-1.86],0.7411830565913697
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,17982,111,0.70 [0.49-1.01],0.0557094194604078
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTSL2,ADAMTS-like protein 2,15627,103,1.42 [0.85-2.38],0.1849311041823769
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTSL4,ADAMTS-like protein 4,15192,101,1.35 [0.61-2.98],0.4593172463843713
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTSL5,ADAMTS-like protein 5,15615,104,0.96 [0.60-1.54],0.8692678914611242
Chapter XI Diseases of the digestive system,Chronic gastritis,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,17527,114,1.04 [0.64-1.70],0.866842350967165
Chapter XI Diseases of the digestive system,Chronic gastritis,ADD1,Alpha-adducin,15258,102,0.83 [0.63-1.08],0.1681003185397334
Chapter XI Diseases of the digestive system,Chronic gastritis,ADGRB3,Adhesion G protein-coupled receptor B3,17763,114,0.93 [0.56-1.52],0.7607371958766233
Chapter XI Diseases of the digestive system,Chronic gastritis,ADGRD1,Adhesion G-protein coupled receptor D1,15258,102,1.26 [0.80-1.97],0.3210862538179185
Chapter XI Diseases of the digestive system,Chronic gastritis,ADGRE1,Adhesion G protein-coupled receptor E1,15555,105,1.19 [0.85-1.66],0.3162899404992084
