Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
OGN,Mimecan,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,37,0.62 [0.44-0.89],0.0085511260461022
OGN,Mimecan,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,Inverse variance weighted,37,0.85 [0.75-0.96],0.0083359941957253
OGN,Mimecan,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,37,0.86 [0.76-0.96],0.0083538343265055
OGN,Mimecan,Chapter VI Diseases of the nervous system,Sleep apnoea,Inverse variance weighted,37,1.06 [1.02-1.10],0.002846978406643
OGN,Mimecan,Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,Inverse variance weighted,37,1.44 [1.13-1.84],0.0028158477328137
OGN,Mimecan,Chapter IX Diseases of the circulatory system,Phlebitis and thrombophlebitis (not including DVT),Inverse variance weighted,37,0.88 [0.82-0.94],0.0003294111103248
OGN,Mimecan,Chapter IX Diseases of the circulatory system,Pulmonary embolism,Inverse variance weighted,37,0.92 [0.86-0.97],0.0043890653709304
OGN,Mimecan,Chapter IX Diseases of the circulatory system,Venous thromboembolism,Inverse variance weighted,37,0.91 [0.88-0.96],7.25100834649063e-05
OGN,Mimecan,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,37,0.87 [0.80-0.95],0.0015580865430802
OGN,Mimecan,Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",Inverse variance weighted,37,0.88 [0.80-0.96],0.0054061593323334
OGN,Mimecan,Chapter XIV Diseases of the genitourinary system,Cyst of kidney,Inverse variance weighted,37,0.83 [0.72-0.95],0.0091169363011194
