Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ACAN,Aggrecan core protein,14548,716,2.27 [1.77-2.92],1.3511585040265158e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ACE2,Angiotensin-converting enzyme 2,14413,711,1.24 [1.11-1.39],0.0001662924499914
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ACTA2,"Actin, aortic smooth muscle",14413,711,1.29 [1.13-1.47],0.0001753057284876
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,12453,599,2.15 [1.74-2.64],7.31916174193109e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,12780,618,1.63 [1.26-2.09],0.0001570215262841
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,14740,727,0.69 [0.59-0.80],2.161739231968877e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,AFP,Alpha-fetoprotein,14502,717,0.83 [0.75-0.93],0.0008184776457372
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,AHNAK2,Protein AHNAK2,12540,598,1.60 [1.25-2.05],0.0002134022783421
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",14624,727,1.17 [1.08-1.28],0.0001413285185991
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,AMBP,Protein AMBP,14786,730,3.13 [2.26-4.31],4.184980702686466e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ANXA10,Annexin A10,14391,712,1.21 [1.12-1.31],1.2259061783772616e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,APOA2,Apolipoprotein A-II,12860,620,1.33 [1.14-1.55],0.0003430479379237
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ARAF,Serine/threonine-protein kinase A-Raf,12618,606,1.21 [1.09-1.35],0.0005858551418947
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,AREG,Amphiregulin,14619,728,1.40 [1.21-1.63],5.336089339761167e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ASGR1,Asialoglycoprotein receptor 1,14552,718,1.61 [1.29-2.00],2.402718870180395e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ASGR2,Asialoglycoprotein receptor 2,12860,620,1.87 [1.40-2.48],1.6869481295065272e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ATP6AP2,Renin receptor,14377,712,1.31 [1.12-1.52],0.0005452814045627
