Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AARSD1,Alanyl-tRNA editing protein Aarsd1,20346,2811,1.19 [1.11-1.28],4.982717218866202e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ABL1,Tyrosine-protein kinase ABL1,20346,2811,1.16 [1.10-1.23],2.90533931359392e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",19965,2763,1.20 [1.15-1.26],1.0202241338308945e-14
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ACE,Angiotensin-converting enzyme,17814,2428,2.93 [2.45-3.52],1.3563665278672907e-31
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ACE2,Angiotensin-converting enzyme 2,20073,2767,1.88 [1.74-2.02],5.105186156458518e-63
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ACTA2,"Actin, aortic smooth muscle",20073,2767,1.50 [1.38-1.63],6.442119333395115e-23
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ACTN2,Alpha-actinin-2,17244,2351,1.21 [1.12-1.32],4.74983409608851e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ACVRL1,Serine/threonine-protein kinase receptor R3,20282,2787,2.59 [2.22-3.03],2.6468618460878978e-33
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ACY1,Aminoacylase-1,20441,2827,1.34 [1.26-1.43],5.026397057828106e-20
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,17244,2351,1.56 [1.44-1.69],2.321546526271137e-27
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADA2,Adenosine deaminase 2,20285,2812,1.75 [1.59-1.92],2.504226162187906e-32
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,17292,2355,1.81 [1.62-2.02],3.4919462905254337e-25
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,20073,2767,1.41 [1.24-1.60],2.469679775796386e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,20591,2838,1.72 [1.50-1.97],1.0894751645213851e-14
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,17697,2411,2.16 [1.86-2.49],6.199822504027637e-25
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,20346,2811,1.30 [1.18-1.42],2.1992919325771003e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,20491,2822,0.74 [0.68-0.81],1.6833568068253267e-11
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADAMTSL2,ADAMTS-like protein 2,17805,2428,2.62 [2.28-3.01],5.7050307167950227e-42
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADGRD1,Adhesion G-protein coupled receptor D1,17410,2362,1.40 [1.24-1.59],7.422901857385231e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADGRG1,Adhesion G-protein coupled receptor G1,20346,2811,1.44 [1.35-1.53],5.126301214421064e-31
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADGRG2,Adhesion G-protein coupled receptor G2,20441,2827,0.39 [0.34-0.45],1.231145692650617e-35
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,20073,2767,1.16 [1.11-1.22],1.323289369165326e-10
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADIPOQ,Adiponectin,17833,2435,0.84 [0.78-0.90],2.0909638723950985e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ADM,Pro-adrenomedullin,20609,2841,3.96 [3.40-4.62],2.4438249107992623e-69
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AGR2,Anterior gradient protein 2 homolog,19768,2713,1.25 [1.20-1.29],2.829628006075761e-28
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AGRN,Agrin,20526,2821,2.53 [2.26-2.83],5.8685344396495045e-59
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AGRP,Agouti-related protein,20640,2843,1.24 [1.15-1.33],1.5154062358394567e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AGXT,Serine--pyruvate aminotransferase,20441,2827,1.23 [1.17-1.29],1.4271045731348071e-16
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AHCY,Adenosylhomocysteinase,20441,2827,1.16 [1.09-1.22],5.717551692223152e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",20311,2806,1.13 [1.09-1.17],8.652427529604963e-11
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AKR7L,Aflatoxin B1 aldehyde reductase member 4,17292,2355,1.19 [1.12-1.27],3.0088468598960735e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ALCAM,CD166 antigen,20695,2862,1.61 [1.32-1.96],1.966617534910748e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",20379,2801,1.18 [1.12-1.25],2.6915217664836247e-09
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AMBP,Protein AMBP,20583,2837,5.25 [4.31-6.40],7.55959700944072e-61
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AMN,Protein amnionless,20045,2753,1.24 [1.14-1.34],3.90737936243409e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANG,Angiogenin,20347,2824,1.61 [1.44-1.80],2.454153994585892e-17
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANGPT2,Angiopoietin-2,20609,2841,2.81 [2.54-3.10],4.81008595260195e-89
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANGPTL2,Angiopoietin-related protein 2,20467,2813,1.32 [1.20-1.46],1.693335889568126e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANGPTL3,Angiopoietin-related protein 3,20416,2828,0.62 [0.56-0.69],3.057364853812456e-18
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANGPTL4,Angiopoietin-related protein 4,20491,2817,1.46 [1.34-1.60],1.1149082445156974e-17
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANGPTL7,Angiopoietin-related protein 7,20609,2841,1.37 [1.23-1.52],5.380643099347868e-09
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANXA10,Annexin A10,19946,2735,1.36 [1.30-1.42],2.9937081120487225e-42
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANXA2,Annexin A2,17086,2317,1.18 [1.11-1.25],1.2998670036809633e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ANXA5,Annexin A5,19888,2728,1.39 [1.22-1.58],6.957771180534263e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,20346,2811,1.35 [1.24-1.46],5.039212505861779e-13
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,20542,2822,1.17 [1.10-1.25],1.8788288244311991e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APOA1,Apolipoprotein A-I,17833,2435,0.52 [0.43-0.63],1.1420445935397102e-11
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APOA2,Apolipoprotein A-II,17814,2428,1.43 [1.30-1.57],8.738760772497149e-14
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APOC1,Apolipoprotein C-I,17798,2432,0.40 [0.35-0.46],1.4433804498336529e-36
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APOD,Apolipoprotein D,17010,2323,0.73 [0.65-0.83],1.793810349243276e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APOF,Apolipoprotein F,17814,2428,0.51 [0.44-0.60],7.270548480341511e-17
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APOH,Beta-2-glycoprotein 1,20428,2815,1.30 [1.17-1.45],1.7583685796375533e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,APOM,Apolipoprotein M,20450,2830,0.35 [0.30-0.41],3.160934356289213e-44
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AREG,Amphiregulin,20346,2811,1.89 [1.75-2.04],2.659369171517916e-59
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ASGR1,Asialoglycoprotein receptor 1,20310,2789,3.17 [2.77-3.62],2.624925254462761e-64
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ASGR2,Asialoglycoprotein receptor 2,17814,2428,1.97 [1.66-2.32],2.8543866187031013e-15
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ATOX1,Copper transport protein ATOX1,20491,2822,1.16 [1.09-1.22],5.72609924623926e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,ATRAID,All-trans retinoic acid-induced differentiation factor,17697,2411,1.81 [1.56-2.10],3.1400876607674383e-15
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,AXL,Tyrosine-protein kinase receptor UFO,20486,2834,1.55 [1.34-1.78],1.253993836656572e-09
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,B2M,Beta-2-microglobulin,17833,2435,2.01 [1.78-2.28],8.372340113169813e-28
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",17346,2355,1.65 [1.45-1.88],1.593623827270736e-14
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,B4GALT1,"Beta-1,4-galactosyltransferase 1",20526,2821,2.52 [2.19-2.90],5.578128279066842e-38
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,19965,2763,1.34 [1.26-1.42],4.687222465777628e-21
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BAMBI,BMP and activin membrane-bound inhibitor homolog,19965,2763,1.77 [1.56-2.01],1.7790536578178626e-18
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BAP18,Chromatin complexes subunit BAP18,17759,2413,1.15 [1.08-1.22],5.520352985930581e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BCAM,Basal cell adhesion molecule,20428,2815,1.58 [1.34-1.85],2.763883322313717e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BCAN,Brevican core protein,20310,2789,0.71 [0.63-0.80],1.068621859937018e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",17799,2425,1.48 [1.29-1.70],4.277564554475537e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BCL2L15,Bcl-2-like protein 15,17292,2355,1.22 [1.13-1.31],9.038737647634744e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BMPER,BMP-binding endothelial regulator protein,17410,2362,3.22 [2.63-3.93],4.95694396682288e-30
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,17292,2355,1.30 [1.18-1.44],3.023929103432448e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BRK1,Protein BRICK1,19946,2735,1.34 [1.23-1.47],8.160703694931029e-11
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BSG,Basigin,20611,2840,2.05 [1.69-2.49],6.093147002395736e-13
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BST2,Bone marrow stromal antigen 2,20626,2843,1.55 [1.45-1.65],2.4435701153902904e-38
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BTN2A1,Butyrophilin subfamily 2 member A1,20526,2821,2.52 [2.17-2.92],2.2214627935925536e-34
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,BTN3A2,Butyrophilin subfamily 3 member A2,20407,2804,1.73 [1.56-1.92],1.0805825997346635e-25
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,C1QA,Complement C1q subcomponent subunit A,20538,2828,1.92 [1.61-2.29],2.415634760597301e-13
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,C1QTNF1,Complement C1q tumor necrosis factor-related protein 1,20486,2834,1.29 [1.18-1.41],1.8162483969455955e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,C1QTNF5,Complement C1q tumor necrosis factor-related protein 5,17410,2362,1.37 [1.21-1.54],3.674024383555166e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,C1RL,Complement C1r subcomponent-like protein,17801,2429,1.74 [1.38-2.19],3.628867475547861e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,C3,Complement C3,16909,2313,1.31 [1.20-1.44],1.2431176054162923e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,C7,Complement component C7,17404,2373,2.36 [2.03-2.75],1.4599629688800983e-28
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CA12,Carbonic anhydrase 12,20346,2811,1.90 [1.69-2.13],2.607841887383758e-27
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CA14,Carbonic anhydrase 14,20609,2841,0.62 [0.55-0.69],4.490983822498904e-17
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CA5A,"Carbonic anhydrase 5A, mitochondrial",20073,2767,1.22 [1.17-1.27],1.2749318754390285e-19
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CA6,Carbonic anhydrase 6,20361,2806,0.79 [0.74-0.84],8.861400439633154e-14
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CALB1,Calbindin,20346,2811,1.47 [1.34-1.61],1.3158492216348854e-15
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CALB2,Calretinin,19946,2735,1.43 [1.26-1.62],1.2756517797451264e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CALCA,Calcitonin,20270,2784,1.31 [1.22-1.40],7.114161890064304e-15
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CAMKK1,Calcium/calmodulin-dependent protein kinase kinase 1,19965,2763,1.23 [1.12-1.34],5.852813179954071e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CANT1,Soluble calcium-activated nucleotidase 1,20390,2820,2.24 [1.85-2.72],2.1393402451181264e-16
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CAPG,Macrophage-capping protein,20282,2798,1.36 [1.27-1.45],6.825810499939207e-20
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CASP1,Caspase-1,19946,2735,1.16 [1.10-1.23],1.0174729898846844e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CBLIF,Cobalamin binding intrinsic factor,20408,2823,1.20 [1.14-1.27],2.4534404348186694e-12
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CBS,Cystathionine beta-synthase,17346,2355,1.26 [1.16-1.38],9.32312964418995e-08
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCDC80,Coiled-coil domain-containing protein 80,20441,2827,1.46 [1.31-1.62],2.1223102676736684e-12
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCL11,Eotaxin,20640,2843,1.28 [1.15-1.42],2.8393161966473538e-06
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCL14,C-C motif chemokine 14,20347,2824,1.62 [1.47-1.79],3.0702197894262094e-23
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCL15,C-C motif chemokine 15,20695,2862,1.79 [1.65-1.95],3.264170286662108e-42
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCL16,C-C motif chemokine 16,20695,2862,1.61 [1.49-1.74],2.187571454168565e-33
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCL18,C-C motif chemokine 18,20113,2791,1.15 [1.09-1.22],5.256875093109219e-07
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCL19,C-C motif chemokine 19,20626,2843,1.11 [1.08-1.14],2.6219702832782473e-13
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCL20,C-C motif chemokine 20,20640,2843,1.23 [1.19-1.28],8.124374852419948e-25
Chapter IX Diseases of the circulatory system,Death due to cardiac causes,CCL21,C-C motif chemokine 21,20526,2821,1.68 [1.55-1.83],3.4473852792586823e-34
