Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",23411,51,2.73 [1.82-4.09],1.2401139961014747e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,COL6A3,Collagen alpha-3(VI) chain,27229,59,2.97 [1.84-4.79],7.763125691339103e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,EFNA1,Ephrin-A1,26860,57,4.20 [2.23-7.91],9.03433713210941e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,GFRA1,GDNF family receptor alpha-1,27078,59,4.84 [2.54-9.24],1.6893487042360545e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,IGFBP4,Insulin-like growth factor-binding protein 4,26540,57,2.50 [1.75-3.58],4.675809406379801e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,KRT19,"Keratin, type I cytoskeletal 19",26815,59,1.88 [1.47-2.40],4.557436802419949e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,LGALS4,Galectin-4,26905,59,2.23 [1.57-3.17],8.060148649867324e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,NEFL,Neurofilament light polypeptide,26165,56,2.56 [1.71-3.85],5.343178725305068e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,27180,58,2.83 [1.84-4.37],2.553011931873249e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,VSIG2,V-set and immunoglobulin domain-containing protein 2,23334,53,2.24 [1.65-3.05],2.672346825999846e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,YAP1,Transcriptional coactivator YAP1,23411,51,4.47 [2.46-8.11],8.666255870906804e-07
