Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CDC123,Cell division cycle protein 123 homolog,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,18045,112,1.25 [1.00-1.56],0.0459550902069216
CDC123,Cell division cycle protein 123 homolog,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",19214,111,1.25 [1.00-1.56],0.0472624665251789
CDC123,Cell division cycle protein 123 homolog,Chapter I Certain infectious and parasitic diseases,Other viral diseases,19327,55,1.36 [1.02-1.80],0.0346596218768322
CDC123,Cell division cycle protein 123 homolog,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",19324,52,1.40 [1.06-1.85],0.0179807704340085
CDC123,Cell division cycle protein 123 homolog,Chapter V Mental and behavioural disorders,Any mental disorder,15986,426,0.80 [0.67-0.95],0.0124571466756664
CDC123,Cell division cycle protein 123 homolog,Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",15646,86,0.47 [0.30-0.73],0.0008021778259493
CDC123,Cell division cycle protein 123 homolog,Chapter V Mental and behavioural disorders,Other anxiety disorders,18237,52,0.56 [0.33-0.98],0.0408347304162644
CDC123,Cell division cycle protein 123 homolog,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma,18604,117,0.71 [0.50-1.00],0.0487230624259488
CDC123,Cell division cycle protein 123 homolog,Chapter IX Diseases of the circulatory system,Cardiomyopathy,14388,61,1.43 [1.12-1.81],0.0034561852744736
CDC123,Cell division cycle protein 123 homolog,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,8138,562,1.14 [1.02-1.29],0.0274254871300213
CDC123,Cell division cycle protein 123 homolog,Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",17989,109,1.26 [1.01-1.58],0.0373554607135486
CDC123,Cell division cycle protein 123 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,11833,65,1.37 [1.06-1.78],0.0158179241415374
CDC123,Cell division cycle protein 123 homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of continuity of bone,17278,32,2.99 [2.72-3.29],2.6448162873153743e-114
CDC123,Cell division cycle protein 123 homolog,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,14291,3378,1.06 [1.00-1.13],0.0442497345385903
CDC123,Cell division cycle protein 123 homolog,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,18949,63,1.33 [1.03-1.74],0.0312404715627913
CDC123,Cell division cycle protein 123 homolog,Chapter XIV Diseases of the genitourinary system,Hyperplasia of prostate,7178,411,1.17 [1.02-1.34],0.0203909933384301
CDC123,Cell division cycle protein 123 homolog,Chapter XIV Diseases of the genitourinary system,HSIL lesion of the cervix uteri,10207,22,1.47 [1.04-2.09],0.0308286002446866
CDC123,Cell division cycle protein 123 homolog,Chapter XIV Diseases of the genitourinary system,"HSIL lesion of the cervix uteri, vagina or vulva",10205,26,1.44 [1.04-2.01],0.0290503679634152
