Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
RAB39B,Ras-related protein Rab-39B,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",13958,46,1.27 [1.03-1.57],0.0265183109991882
RAB39B,Ras-related protein Rab-39B,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",19370,49,1.23 [1.01-1.51],0.0396185464586525
RAB39B,Ras-related protein Rab-39B,Chapter II Neoplasms,"Haemangioma, any site",19373,48,1.25 [1.03-1.52],0.0248617739171304
RAB39B,Ras-related protein Rab-39B,Chapter V Mental and behavioural disorders,Any mental disorder,16012,427,0.87 [0.76-0.99],0.0383379759394548
RAB39B,Ras-related protein Rab-39B,Chapter V Mental and behavioural disorders,Other anxiety disorders,18280,53,0.58 [0.34-0.99],0.0472127810852674
RAB39B,Ras-related protein Rab-39B,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual disturbances,18901,81,0.68 [0.47-1.00],0.0497213117244529
RAB39B,Ras-related protein Rab-39B,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",15973,349,0.86 [0.75-1.00],0.0473667942645179
RAB39B,Ras-related protein Rab-39B,Chapter XI Diseases of the digestive system,Ventral hernia,14830,88,1.20 [1.02-1.41],0.0306127419033476
RAB39B,Ras-related protein Rab-39B,Chapter XI Diseases of the digestive system,Other diseases of anus and rectum,13204,802,1.08 [1.00-1.16],0.0376483890552041
RAB39B,Ras-related protein Rab-39B,Chapter XI Diseases of the digestive system,Other diseases of intestine,12713,311,1.12 [1.01-1.24],0.0321575854767241
RAB39B,Ras-related protein Rab-39B,Chapter XI Diseases of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",18212,588,1.09 [1.01-1.18],0.0271202272975539
RAB39B,Ras-related protein Rab-39B,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,18797,61,1.28 [1.07-1.52],0.005539816744885
RAB39B,Ras-related protein Rab-39B,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Impingement syndrome of shoulder,16294,115,1.19 [1.03-1.38],0.0211734261653904
RAB39B,Ras-related protein Rab-39B,Chapter XIV Diseases of the genitourinary system,Diseases of male genital organs,7452,705,1.08 [1.01-1.17],0.0364285294859897
RAB39B,Ras-related protein Rab-39B,Chapter XIV Diseases of the genitourinary system,Inflammatory diseases of prostate (prostatitis),6803,56,1.22 [1.00-1.49],0.0466180827536361
