Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",23517,497,1.18 [1.06-1.31],0.0024106670896693
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,CASQ2,Calsequestrin-2,19751,413,0.71 [0.55-0.91],0.0081840402072603
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,CD300E,CMRF35-like molecule 2,23725,506,0.77 [0.63-0.94],0.0086471432047442
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,CDC123,Cell division cycle protein 123 homolog,19731,406,0.73 [0.61-0.88],0.0009884170690356
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,COL3A1,Collagen alpha-1(III) chain,20452,429,0.59 [0.40-0.87],0.0080103472226306
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,CRYBB2,Beta-crystallin B2,20396,426,1.15 [1.05-1.27],0.0041812503838239
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,CX3CL1,Fractalkine,23380,494,0.67 [0.52-0.86],0.0013694453718921
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,CYTL1,Cytokine-like protein 1,20452,429,0.59 [0.41-0.85],0.0047435992071089
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,DPEP1,Dipeptidase 1,23347,494,0.79 [0.67-0.93],0.0054974776948835
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,DSCAM,Down syndrome cell adhesion molecule,20405,426,0.65 [0.50-0.84],0.0012338080618398
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,FRZB,Secreted frizzled-related protein 3,23308,494,0.65 [0.48-0.89],0.0070218459935167
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,LMOD1,Leiomodin-1,20405,426,0.65 [0.48-0.88],0.0056299350913739
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,LSP1,Lymphocyte-specific protein 1,23559,497,0.76 [0.62-0.92],0.0063784317859021
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,LTB,Lymphotoxin-beta,20373,424,0.65 [0.48-0.89],0.0065657349369731
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,LYVE1,Lymphatic vessel endothelial hyaluronic acid receptor 1,20469,430,0.52 [0.32-0.85],0.0085852760356934
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,MICB_MICA,MHC class I polypeptide-related sequence A_MHC class I polypeptide-related sequence B,23559,497,0.93 [0.89-0.98],0.0042464248193441
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,PI16,Peptidase inhibitor 16,20472,426,0.57 [0.39-0.83],0.0036752094322565
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,SELL,L-selectin,20469,430,0.54 [0.36-0.80],0.0020755763513383
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,SHISA5,Protein shisa-5,20452,429,0.57 [0.38-0.84],0.0046952815834992
