Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Hydrocephalus,ACHE,Acetylcholinesterase,19624,49,2.68 [1.45-4.97],0.001688856834337
Chapter VI Diseases of the nervous system,Hydrocephalus,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19480,48,2.77 [1.70-4.52],4.467324153499984e-05
Chapter VI Diseases of the nervous system,Hydrocephalus,ADAMTSL2,ADAMTS-like protein 2,20081,49,2.58 [1.35-4.94],0.004307329552498
Chapter VI Diseases of the nervous system,Hydrocephalus,AKR7L,Aflatoxin B1 aldehyde reductase member 4,19480,48,1.66 [1.24-2.23],0.0006568370985732
Chapter VI Diseases of the nervous system,Hydrocephalus,ANGPTL7,Angiopoietin-related protein 7,23347,56,3.73 [2.32-5.99],5.739237511025013e-08
Chapter VI Diseases of the nervous system,Hydrocephalus,ANPEP,Aminopeptidase N,23225,55,2.89 [1.39-5.98],0.0043639372107141
Chapter VI Diseases of the nervous system,Hydrocephalus,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,23284,56,1.60 [1.14-2.24],0.0064972111655378
Chapter VI Diseases of the nervous system,Hydrocephalus,AREG,Amphiregulin,23036,55,2.12 [1.30-3.46],0.0027413371582024
Chapter VI Diseases of the nervous system,Hydrocephalus,ATF2,Cyclic AMP-dependent transcription factor ATF-2,22631,56,1.36 [1.12-1.66],0.001915276896535
Chapter VI Diseases of the nervous system,Hydrocephalus,BOLA1,BolA-like protein 1,19427,47,1.64 [1.17-2.31],0.0041071598664504
Chapter VI Diseases of the nervous system,Hydrocephalus,C19orf12,Protein C19orf12,22631,56,1.46 [1.13-1.89],0.0038174613411218
Chapter VI Diseases of the nervous system,Hydrocephalus,C1QTNF1,Complement C1q tumor necrosis factor-related protein 1,23259,56,1.86 [1.17-2.95],0.0089012752675621
Chapter VI Diseases of the nervous system,Hydrocephalus,C2orf69,UPF0565 protein C2orf69,19539,47,1.45 [1.11-1.89],0.0062667470233459
Chapter VI Diseases of the nervous system,Hydrocephalus,CALCB,Calcitonin gene-related peptide 2,20021,47,1.81 [1.15-2.83],0.0095723510957812
Chapter VI Diseases of the nervous system,Hydrocephalus,CBS,Cystathionine beta-synthase,19520,48,1.93 [1.37-2.72],0.0001857094393803
Chapter VI Diseases of the nervous system,Hydrocephalus,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,19520,48,1.96 [1.39-2.75],0.0001213367724823
Chapter VI Diseases of the nervous system,Hydrocephalus,CCND2,G1/S-specific cyclin-D2,19722,49,0.56 [0.37-0.84],0.0055880852197354
Chapter VI Diseases of the nervous system,Hydrocephalus,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,20012,49,0.57 [0.41-0.80],0.0008795902100594
Chapter VI Diseases of the nervous system,Hydrocephalus,CES1,Liver carboxylesterase 1,23215,55,1.43 [1.12-1.83],0.0046629506225165
Chapter VI Diseases of the nervous system,Hydrocephalus,CHI3L1,Chitinase-3-like protein 1,22661,55,1.55 [1.22-1.97],0.0002738824407772
Chapter VI Diseases of the nervous system,Hydrocephalus,COL4A1,Collagen alpha-1(IV) chain,23150,56,2.56 [1.54-4.25],0.0002908988481855
Chapter VI Diseases of the nervous system,Hydrocephalus,COL5A1,Collagen alpha-1(V) chain,19624,49,2.16 [1.39-3.34],0.0006044349823004
Chapter VI Diseases of the nervous system,Hydrocephalus,COQ7,"5-demethoxyubiquinone hydroxylase, mitochondrial",19520,48,1.92 [1.35-2.72],0.0002726718173313
Chapter VI Diseases of the nervous system,Hydrocephalus,CTSD,Cathepsin D,21666,53,2.01 [1.34-3.01],0.0007149846886539
Chapter VI Diseases of the nervous system,Hydrocephalus,DDX4,Probable ATP-dependent RNA helicase DDX4,19480,48,1.57 [1.18-2.10],0.0022270890114689
Chapter VI Diseases of the nervous system,Hydrocephalus,FETUB,Fetuin-B,23225,56,0.47 [0.32-0.69],9.94241002066616e-05
Chapter VI Diseases of the nervous system,Hydrocephalus,GART,Trifunctional purine biosynthetic protein adenosine-3,20031,48,2.10 [1.24-3.55],0.0057978114107199
Chapter VI Diseases of the nervous system,Hydrocephalus,GDF15,Growth/differentiation factor 15,23441,55,1.85 [1.23-2.78],0.0031646633239404
Chapter VI Diseases of the nervous system,Hydrocephalus,GFAP,Glial fibrillary acidic protein,22567,55,1.93 [1.30-2.88],0.0011171176889387
Chapter VI Diseases of the nervous system,Hydrocephalus,GIMAP7,GTPase IMAP family member 7,19624,49,2.19 [1.39-3.45],0.0007469254329841
Chapter VI Diseases of the nervous system,Hydrocephalus,GPRC5C,G-protein coupled receptor family C group 5 member C,20001,49,1.71 [1.31-2.23],7.881758067245757e-05
Chapter VI Diseases of the nervous system,Hydrocephalus,HEG1,Protein HEG homolog 1,19624,49,4.02 [1.58-10.26],0.0035435536676974
Chapter VI Diseases of the nervous system,Hydrocephalus,HIF1A,Hypoxia-inducible factor 1-alpha,19480,48,1.43 [1.10-1.85],0.0077413880463079
Chapter VI Diseases of the nervous system,Hydrocephalus,IGFBPL1,Insulin-like growth factor-binding protein-like 1,23150,56,3.16 [1.82-5.50],4.762972855805222e-05
Chapter VI Diseases of the nervous system,Hydrocephalus,IGSF9,Protein turtle homolog A,20069,47,1.55 [1.16-2.08],0.0032806255986411
Chapter VI Diseases of the nervous system,Hydrocephalus,IL1RL1,Interleukin-1 receptor-like 1,23363,55,2.21 [1.33-3.68],0.0022817830788973
Chapter VI Diseases of the nervous system,Hydrocephalus,IL32,Interleukin-32,23121,56,2.09 [1.40-3.11],0.000279012986884
Chapter VI Diseases of the nervous system,Hydrocephalus,INSR,Insulin receptor,19480,48,7.03 [2.73-18.09],5.29361201743621e-05
Chapter VI Diseases of the nervous system,Hydrocephalus,IQGAP2,Ras GTPase-activating-like protein IQGAP2,23036,55,1.70 [1.17-2.49],0.0057808107632952
Chapter VI Diseases of the nervous system,Hydrocephalus,KITLG,Kit ligand,23150,56,0.38 [0.22-0.67],0.0008427465012707
Chapter VI Diseases of the nervous system,Hydrocephalus,KLK14,Kallikrein-14,23347,56,1.85 [1.17-2.94],0.0089666196631259
Chapter VI Diseases of the nervous system,Hydrocephalus,KLRC1,NKG2-A/NKG2-B type II integral membrane protein,19427,47,1.55 [1.21-1.99],0.0005154280675537
Chapter VI Diseases of the nervous system,Hydrocephalus,KLRD1,Natural killer cells antigen CD94,23417,55,0.50 [0.30-0.83],0.0067666087432851
Chapter VI Diseases of the nervous system,Hydrocephalus,LIFR,Leukemia inhibitory factor receptor,23121,56,3.44 [1.48-8.04],0.0042525010165263
Chapter VI Diseases of the nervous system,Hydrocephalus,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,19624,49,6.18 [1.99-19.22],0.0016445430453493
Chapter VI Diseases of the nervous system,Hydrocephalus,NRXN3,Neurexin-3,19539,47,1.89 [1.18-3.05],0.008560931242786
Chapter VI Diseases of the nervous system,Hydrocephalus,PDIA3,Protein disulfide-isomerase A3,19624,49,2.65 [1.46-4.81],0.0013258239257728
Chapter VI Diseases of the nervous system,Hydrocephalus,PDZK1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,19480,48,1.90 [1.22-2.97],0.0045962858534291
Chapter VI Diseases of the nervous system,Hydrocephalus,PRSS2,Trypsin-2,23259,56,1.71 [1.23-2.38],0.0013242826954929
Chapter VI Diseases of the nervous system,Hydrocephalus,PVR,Poliovirus receptor,23353,56,2.43 [1.44-4.11],0.000906670854913
Chapter VI Diseases of the nervous system,Hydrocephalus,RBP5,Retinol-binding protein 5,23036,55,1.72 [1.17-2.53],0.0053722935851377
Chapter VI Diseases of the nervous system,Hydrocephalus,RIDA,2-iminobutanoate/2-iminopropanoate deaminase,19624,49,1.85 [1.16-2.94],0.0095443011361541
Chapter VI Diseases of the nervous system,Hydrocephalus,RNF43,E3 ubiquitin-protein ligase RNF43,19722,49,1.50 [1.16-1.94],0.0021433236798943
Chapter VI Diseases of the nervous system,Hydrocephalus,SCT,Secretin,19539,47,2.06 [1.25-3.41],0.0048886059103342
Chapter VI Diseases of the nervous system,Hydrocephalus,SEZ6L2,Seizure 6-like protein 2,23036,55,2.94 [1.37-6.31],0.0055210075937411
Chapter VI Diseases of the nervous system,Hydrocephalus,SFRP1,Secreted frizzled-related protein 1,22862,54,1.86 [1.22-2.86],0.0042241617229404
Chapter VI Diseases of the nervous system,Hydrocephalus,SHC1,SHC-transforming protein 1,19362,47,1.28 [1.06-1.55],0.0089130249817827
Chapter VI Diseases of the nervous system,Hydrocephalus,SMC3,Structural maintenance of chromosomes protein 3,19362,47,1.61 [1.20-2.15],0.0014341676061033
Chapter VI Diseases of the nervous system,Hydrocephalus,SPRR1B,Cornifin-B,19722,49,1.35 [1.09-1.66],0.0051748572364619
Chapter VI Diseases of the nervous system,Hydrocephalus,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,22948,54,1.47 [1.16-1.85],0.0013867850489746
Chapter VI Diseases of the nervous system,Hydrocephalus,WDR46,WD repeat-containing protein 46,20001,49,1.82 [1.18-2.80],0.0068469543389732
Chapter VI Diseases of the nervous system,Hydrocephalus,WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",22863,54,0.40 [0.23-0.71],0.0015726240889899
Chapter VI Diseases of the nervous system,Hydrocephalus,WIF1,Wnt inhibitory factor 1,23347,56,2.19 [1.26-3.81],0.0052365477279868
Chapter VI Diseases of the nervous system,Hydrocephalus,ZNF174,Zinc finger protein 174,19480,48,1.80 [1.21-2.69],0.0037401341796306
