Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Cardiomyopathy,EBI3_IL27,Interleukin-27,Inverse variance weighted,37,1.09 [1.00-1.18],0.0392281600314654
Chapter IX Diseases of the circulatory system,Cardiomyopathy,CCL21,C-C motif chemokine 21,Inverse variance weighted,19,1.24 [1.03-1.49],0.0225326265705156
Chapter IX Diseases of the circulatory system,Cardiomyopathy,LEP,Leptin,Inverse variance weighted,4,0.48 [0.28-0.82],0.006633311277803
Chapter IX Diseases of the circulatory system,Cardiomyopathy,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.69 [0.53-0.89],0.004019187272558
Chapter IX Diseases of the circulatory system,Cardiomyopathy,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,62,0.93 [0.88-0.99],0.0230388080842351
Chapter IX Diseases of the circulatory system,Cardiomyopathy,LMNB2,Lamin-B2,Inverse variance weighted,9,1.47 [1.12-1.92],0.0049040197735848
Chapter IX Diseases of the circulatory system,Cardiomyopathy,RSPO3,R-spondin-3,Inverse variance weighted,11,0.80 [0.68-0.95],0.0097921780622037
Chapter IX Diseases of the circulatory system,Cardiomyopathy,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,1.20 [1.03-1.40],0.0222804633198435
Chapter IX Diseases of the circulatory system,Cardiomyopathy,MB,Myoglobin,Inverse variance weighted,10,0.72 [0.54-0.98],0.0338296595342287
Chapter IX Diseases of the circulatory system,Cardiomyopathy,ICAM5,Intercellular adhesion molecule 5,Inverse variance weighted,49,1.05 [1.00-1.10],0.0471702429131768
