Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",CTSD,Cathepsin D,Inverse variance weighted,24,1.04 [1.00-1.07],0.0342695468071726
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",CTSZ,Cathepsin Z,Inverse variance weighted,16,1.05 [1.01-1.08],0.003465734100546
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,13,1.09 [1.03-1.16],0.002199349306262
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",MXRA8,Matrix remodeling-associated protein 8,Inverse variance weighted,11,0.90 [0.84-0.97],0.0054127577901586
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.08 [1.03-1.13],0.0009506044578994
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,34,0.95 [0.92-0.99],0.0112401817227922
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",LGALS9,Galectin-9,Inverse variance weighted,39,0.96 [0.93-0.99],0.0037663862734195
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",CXCL13,C-X-C motif chemokine 13,Inverse variance weighted,2,1.36 [1.13-1.63],0.0009655647152613
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",INHBB,Inhibin beta B chain,Inverse variance weighted,16,0.94 [0.88-1.00],0.048876295906596
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,0.97 [0.94-1.00],0.0426609450354264
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",EFNA1,Ephrin-A1,Inverse variance weighted,15,0.96 [0.93-1.00],0.0464394488576069
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",NT5E,5'-nucleotidase,Inverse variance weighted,64,0.96 [0.95-0.98],3.69026654421686e-05
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.05 [1.01-1.10],0.0256737443048455
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",CTSS,Cathepsin S,Inverse variance weighted,30,1.03 [1.00-1.05],0.0335858814649993
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",ACY1,Aminoacylase-1,Inverse variance weighted,11,1.08 [1.02-1.15],0.0055828181726801
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",F7,Coagulation factor VII,Inverse variance weighted,30,0.97 [0.95-1.00],0.0426550122454582
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,16,1.04 [1.01-1.08],0.0047040412349403
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,1.11 [1.03-1.20],0.0057918883183837
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",C7,Complement component C7,Inverse variance weighted,60,1.02 [1.01-1.04],0.0013224661389708
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Wald ratio,1,1.57 [1.16-2.11],0.0031883334107062
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",CD302,CD302 antigen,Inverse variance weighted,17,0.94 [0.91-0.98],0.0020135436973068
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",ORM1,Alpha-1-acid glycoprotein 1,Inverse variance weighted,21,1.05 [1.01-1.10],0.0224761728195577
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",HNMT,Histamine N-methyltransferase,Inverse variance weighted,32,1.03 [1.01-1.05],0.0071762598556642
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",OGN,Mimecan,Inverse variance weighted,37,1.03 [1.00-1.06],0.0347928843989964
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,1.04 [1.01-1.07],0.0169463394645818
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,0.96 [0.93-0.99],0.0086841042772242
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",FURIN,Furin,Inverse variance weighted,6,0.92 [0.87-0.98],0.0096089096583352
Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",RIDA,2-iminobutanoate/2-iminopropanoate deaminase,Inverse variance weighted,10,1.04 [1.00-1.09],0.049121572414099
