Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",IL12B,Interleukin-12 subunit beta,Inverse variance weighted,63,1.22 [1.06-1.41],0.0057533761597039
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",IL19,Interleukin-19,Inverse variance weighted,21,1.29 [1.12-1.49],0.0004422377542034
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,24,1.23 [1.01-1.50],0.0367407048972751
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,23,1.33 [1.06-1.66],0.0125557958549765
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",DLL1,Delta-like protein 1,Inverse variance weighted,13,1.48 [1.10-1.98],0.0089400088729829
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",MME,Neprilysin,Inverse variance weighted,49,0.79 [0.69-0.91],0.0013133747471953
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,1.11 [1.00-1.23],0.0442954272560169
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,9,0.37 [0.20-0.71],0.0027011656607458
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Inverse variance weighted,40,0.84 [0.74-0.95],0.0070016014305677
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",FCAR,Immunoglobulin alpha Fc receptor,Inverse variance weighted,36,0.88 [0.78-0.99],0.0271649369475184
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,66,1.10 [1.02-1.18],0.0191147636001773
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,0.80 [0.66-0.95],0.0129264255452117
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,1.18 [1.04-1.35],0.0115460322247284
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,0.74 [0.61-0.90],0.0030304054141742
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,1.23 [1.05-1.43],0.0083598485706779
Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",NOMO1,Nodal modulator 1,Inverse variance weighted,26,1.15 [1.02-1.30],0.0213033380909938
