Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,IL12RB1,Interleukin-12 receptor subunit beta-1,Inverse variance weighted,22,1.03 [1.01-1.06],0.0184920049427182
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase,Inverse variance weighted,5,0.91 [0.83-0.99],0.0308709538081391
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,27,0.97 [0.95-0.99],0.0107002438162535
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.93 [0.89-0.98],0.0044427589666711
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,FNDC1,Fibronectin type III domain-containing protein 1,Inverse variance weighted,28,0.98 [0.96-1.00],0.0304818878697693
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,LAMA4,Laminin subunit alpha-4,Inverse variance weighted,17,1.03 [1.00-1.06],0.0495831821012687
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,THBS2,Thrombospondin-2,Inverse variance weighted,33,0.98 [0.96-1.00],0.0209622061130464
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,1.04 [1.00-1.08],0.0374163651235106
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.95 [0.91-0.99],0.0251044006139863
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,XPNPEP2,Xaa-Pro aminopeptidase 2,Inverse variance weighted,20,0.94 [0.89-0.99],0.0185981870845669
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,EFNA1,Ephrin-A1,Inverse variance weighted,15,0.96 [0.93-0.99],0.0207963736925241
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,EPO,Erythropoietin,Inverse variance weighted,14,0.96 [0.93-1.00],0.0316110097365889
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,REG1B,Lithostathine-1-beta,Inverse variance weighted,26,1.03 [1.01-1.05],0.015398699722079
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,TPK1,Thiamin pyrophosphokinase 1,Inverse variance weighted,24,1.03 [1.01-1.05],0.0019506819006622
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,POMC,Pro-opiomelanocortin,Inverse variance weighted,17,0.96 [0.92-1.00],0.0417670857118574
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.89 [0.83-0.94],9.08094945083239e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,CD300LG,CMRF35-like molecule 9,Inverse variance weighted,24,1.05 [1.03-1.07],2.96981256117017e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,CA12,Carbonic anhydrase 12,Inverse variance weighted,20,1.03 [1.00-1.07],0.0463415223264432
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,ELN,Elastin,Inverse variance weighted,12,1.10 [1.01-1.19],0.0343559541006635
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,LGALS1,Galectin-1,Inverse variance weighted,7,0.96 [0.94-0.99],0.0160195679768086
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,LGALS3,Galectin-3,Inverse variance weighted,42,1.04 [1.01-1.06],0.0027033219093922
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,32,0.96 [0.94-0.98],0.0003632529272066
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,ENAH,Protein enabled homolog,Inverse variance weighted,2,0.87 [0.79-0.94],0.0010131953666148
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,SLC39A14,Zinc transporter ZIP14,Inverse variance weighted,5,1.13 [1.03-1.24],0.008672150227591
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Inverse variance weighted,24,1.03 [1.00-1.05],0.0328521309053418
