Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,1.63 [1.08-2.47],0.0212098549551712
Chapter IX Diseases of the circulatory system,Secondary right heart disease,GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,20,1.21 [1.00-1.47],0.0464192926568488
Chapter IX Diseases of the circulatory system,Secondary right heart disease,C7,Complement component C7,Inverse variance weighted,60,1.16 [1.06-1.27],0.001021317384582
Chapter IX Diseases of the circulatory system,Secondary right heart disease,SIGLEC8,Sialic acid-binding Ig-like lectin 8,Inverse variance weighted,44,0.87 [0.76-1.00],0.0482948920029633
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,9,1.73 [1.10-2.73],0.0177169834138
Chapter IX Diseases of the circulatory system,Secondary right heart disease,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.63 [0.43-0.94],0.0224408945919158
Chapter IX Diseases of the circulatory system,Secondary right heart disease,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.62 [0.41-0.93],0.0204900400952662
Chapter IX Diseases of the circulatory system,Secondary right heart disease,RNASE6,Ribonuclease K6,Inverse variance weighted,20,1.25 [1.03-1.51],0.0221336952528053
Chapter IX Diseases of the circulatory system,Secondary right heart disease,CCN3,CCN family member 3,Inverse variance weighted,20,0.74 [0.58-0.95],0.0193971824352226
Chapter IX Diseases of the circulatory system,Secondary right heart disease,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.80 [0.67-0.95],0.0101690881654163
Chapter IX Diseases of the circulatory system,Secondary right heart disease,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,8,0.54 [0.37-0.79],0.0015731342765774
Chapter IX Diseases of the circulatory system,Secondary right heart disease,SPON2,Spondin-2,Inverse variance weighted,8,0.72 [0.52-0.99],0.0424137704359241
Chapter IX Diseases of the circulatory system,Secondary right heart disease,PSAP,Prosaposin,Inverse variance weighted,13,1.36 [1.03-1.81],0.0300229894335632
Chapter IX Diseases of the circulatory system,Secondary right heart disease,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.37 [0.14-0.97],0.0436232734684555
Chapter IX Diseases of the circulatory system,Secondary right heart disease,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,0.44 [0.21-0.93],0.0321768207424948
