Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,IL6,Interleukin-6,Inverse variance weighted,6,0.88 [0.81-0.96],0.0023733130254945
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,Inverse variance weighted,11,1.06 [1.01-1.12],0.0206629392755571
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,TCN2,Transcobalamin-2,Inverse variance weighted,66,1.03 [1.01-1.06],0.0174881125725936
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,NPPB,Natriuretic peptides B,Inverse variance weighted,3,0.89 [0.80-0.98],0.0212866517343393
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,KRT18,"Keratin, type I cytoskeletal 18",Inverse variance weighted,8,1.17 [1.06-1.29],0.0027233977256999
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,FLT3LG,Fms-related tyrosine kinase 3 ligand,Inverse variance weighted,52,1.06 [1.00-1.12],0.0368809432180008
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,CLEC3B,Tetranectin,Inverse variance weighted,9,0.92 [0.87-0.98],0.0144164921625447
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,0.96 [0.93-0.99],0.0127857610600396
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,CD302,CD302 antigen,Inverse variance weighted,17,0.93 [0.88-0.99],0.0168154256601175
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,FABP6,Gastrotropin,Inverse variance weighted,5,0.85 [0.73-0.98],0.0263183290097637
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,SPOCK1,Testican-1,Inverse variance weighted,31,0.93 [0.86-1.00],0.0474298463845324
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,FABP2,"Fatty acid-binding protein, intestinal",Inverse variance weighted,8,0.87 [0.82-0.93],6.51152015707221e-05
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,NRP1,Neuropilin-1,Inverse variance weighted,26,0.95 [0.91-0.99],0.0226487729697991
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor,Inverse variance weighted,25,1.04 [1.01-1.08],0.0151982650837211
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,L1CAM,Neural cell adhesion molecule L1,Inverse variance weighted,21,1.12 [1.01-1.24],0.0320036996918524
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,POMC,Pro-opiomelanocortin,Inverse variance weighted,17,0.89 [0.83-0.96],0.004024143648407
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,DSC2,Desmocollin-2,Inverse variance weighted,16,0.95 [0.91-1.00],0.049634363811191
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,MET,Hepatocyte growth factor receptor,Inverse variance weighted,26,1.10 [1.01-1.20],0.0340173320187617
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,ADIPOQ,Adiponectin,Inverse variance weighted,37,0.94 [0.89-0.99],0.01371832701215
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,KLK14,Kallikrein-14,Inverse variance weighted,30,1.04 [1.01-1.08],0.014517926706436
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.05 [1.01-1.09],0.0111236901053117
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,CFP,Properdin,Inverse variance weighted,17,0.92 [0.85-0.99],0.0316550868034814
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,31,0.95 [0.91-0.99],0.0169175899728029
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,TMPRSS15,Enteropeptidase,Inverse variance weighted,11,0.91 [0.86-0.98],0.0067034240054409
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Inverse variance weighted,55,0.98 [0.96-1.00],0.023012308550295
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,IGDCC4,Immunoglobulin superfamily DCC subclass member 4,Inverse variance weighted,25,1.05 [1.02-1.10],0.0055304652233444
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,APOL1,Apolipoprotein L1,Inverse variance weighted,49,1.06 [1.03-1.09],0.0004309201428726
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,RTN4R,Reticulon-4 receptor,Inverse variance weighted,26,1.06 [1.01-1.11],0.0277268672004976
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,13,1.25 [1.14-1.37],1.8443130768709e-06
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,IL12B,Interleukin-12 subunit beta,Inverse variance weighted,63,0.97 [0.94-0.99],0.0148326264303133
Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,LPA,Apolipoprotein(a),Inverse variance weighted,46,1.15 [1.12-1.18],3.83858564432698e-21
