Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,F3,Tissue factor,Inverse variance weighted,26,1.23 [1.05-1.46],0.0130803777818131
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCL14,C-C motif chemokine 14,Inverse variance weighted,17,0.87 [0.79-0.96],0.0053373244405729
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,RBP2,Retinol-binding protein 2,Inverse variance weighted,6,1.80 [1.04-3.10],0.0342738916310696
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,FOLR1,Folate receptor alpha,Inverse variance weighted,10,1.40 [1.06-1.84],0.01761575075133
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,RNASE4,Ribonuclease 4,Inverse variance weighted,13,0.81 [0.70-0.94],0.0066696214027459
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,8,1.25 [1.06-1.47],0.0090566372541761
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,18,1.27 [1.10-1.47],0.0008865178687572
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,GM2A,Ganglioside GM2 activator,Inverse variance weighted,26,1.10 [1.01-1.20],0.0288936968742936
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,0.89 [0.82-0.98],0.0122540835552844
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,9,1.65 [1.04-2.60],0.0322735006212716
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CX3CL1,Fractalkine,Inverse variance weighted,23,1.22 [1.01-1.48],0.0369653301568282
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,24,0.83 [0.71-0.96],0.0128494524990903
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,EFNA4,Ephrin-A4,Inverse variance weighted,5,0.66 [0.44-0.99],0.0421326451434073
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,SEPTIN8,Septin-8,Inverse variance weighted,6,1.41 [1.04-1.91],0.0282561105890179
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.13 [1.02-1.25],0.0223802968912936
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,OGN,Mimecan,Inverse variance weighted,37,0.86 [0.76-0.96],0.0083538343265055
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,PDCD1LG2,Programmed cell death 1 ligand 2,Inverse variance weighted,75,0.93 [0.87-1.00],0.0384575373412826
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,43,0.92 [0.85-0.99],0.0318588543603162
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.76 [1.09-2.85],0.0219115204629856
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.85 [0.73-0.98],0.0278941858568547
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,0.86 [0.74-0.99],0.0343196002015331
