Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,CD40,Tumor necrosis factor receptor superfamily member 5,Inverse variance weighted,10,1.3 [1.15-1.47],2.30926858318503e-05,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,CRELD1,Protein disulfide isomerase CRELD1,Inverse variance weighted,34,0.83 [0.75-0.91],0.000142487554815544,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,CLEC1A,C-type lectin domain family 1 member A,Inverse variance weighted,13,0.84 [0.77-0.92],0.000182361767373423,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,MDK,Midkine,Inverse variance weighted,4,1.73 [1.28-2.33],0.000356252400211427,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,IFNLR1,Interferon lambda receptor 1,Inverse variance weighted,8,1.27 [1.09-1.46],0.00147616119586061,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,CGREF1,Cell growth regulator with EF hand domain protein 1,Inverse variance weighted,29,0.9 [0.84-0.97],0.00578238563928753,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,1.16 [1.04-1.3],0.00738770591176593,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,IL10,Interleukin-10,Wald ratio,1,0.57 [0.37-0.88],0.0113744215017126,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,IL12RB1,Interleukin-12 receptor subunit beta-1,Inverse variance weighted,13,1.17 [1.03-1.32],0.0122233288341962,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,PDCD1,Programmed cell death protein 1,Inverse variance weighted,9,1.47 [1.08-1.99],0.0137956255817146,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,3,2.18 [1.16-4.08],0.0150349809268688,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,PLIN3,Perilipin-3,Wald ratio,1,2.15 [1.15-4.02],0.0168364253399426,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,14,1.35 [1.05-1.72],0.0175863522954965,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,ICAM3,Intercellular adhesion molecule 3,Inverse variance weighted,10,1.25 [1.04-1.52],0.0204804258750661,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,LTBP3,Latent-transforming growth factor beta-binding protein 3,Inverse variance weighted,17,0.88 [0.79-0.98],0.0216633241542213,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,3,1.8 [1.08-2.98],0.0232905066863911,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,27,1.09 [1.01-1.18],0.0249364583769319,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,CD55,Complement decay-accelerating factor,Inverse variance weighted,15,0.89 [0.81-0.99],0.0275039446076952,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,MCFD2,Multiple coagulation factor deficiency protein 2,Inverse variance weighted,2,0.71 [0.52-0.96],0.0277391089486729,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,CRELD2,Protein disulfide isomerase CRELD2,Inverse variance weighted,15,1.12 [1.01-1.25],0.0307618907966992,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,BTN2A1,Butyrophilin subfamily 2 member A1,Wald ratio,1,1.72 [1.04-2.82],0.0338899846054492,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,LCP1,Plastin-2,Inverse variance weighted,18,1.08 [1.01-1.17],0.0344986521238387,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,8,1.18 [1.01-1.37],0.0376809253107192,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,SIGLEC5,Sialic acid-binding Ig-like lectin 5,Inverse variance weighted,30,0.95 [0.9-1],0.0378544524445199,cis
