Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,ADAMTSL4,ADAMTS-like protein 4,Inverse variance weighted,8,0.76 [0.67-0.86],1.16979671346651e-05,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,CXCL11,C-X-C motif chemokine 11,Inverse variance weighted,4,1.27 [1.1-1.48],0.00165202090532078,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,FTCD,Formimidoyltransferase-cyclodeaminase,Inverse variance weighted,2,0.52 [0.35-0.79],0.0018423081577276,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,GAS6,Growth arrest-specific protein 6,Inverse variance weighted,4,0.84 [0.75-0.94],0.00243701086516169,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,PRTG,Protogenin,Inverse variance weighted,7,0.87 [0.79-0.96],0.00533084173558316,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,PLAT,Tissue-type plasminogen activator,Wald ratio,1,1.77 [1.18-2.64],0.00569949790858904,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,CXCL10,C-X-C motif chemokine 10,Wald ratio,1,0.49 [0.3-0.82],0.00637869377102195,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,0.63 [0.45-0.88],0.00680338782447555,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,ACP5,Tartrate-resistant acid phosphatase type 5,Inverse variance weighted,11,0.89 [0.81-0.97],0.00689337447572553,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,7,0.87 [0.79-0.97],0.0100112911132424,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,HMCN2,Hemicentin-2,Inverse variance weighted,14,0.93 [0.87-0.98],0.0123168443233972,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,MTUS1,Microtubule-associated tumor suppressor 1,Inverse variance weighted,4,1.23 [1.05-1.46],0.0128611917258134,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Wald ratio,1,0.71 [0.54-0.93],0.0131279556840934,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,10,1.08 [1.01-1.14],0.0142573715203635,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",Inverse variance weighted,15,1.08 [1.02-1.16],0.0161484651123888,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,TNFSF12,Tumor necrosis factor ligand superfamily member 12,Inverse variance weighted,7,1.14 [1.02-1.26],0.0193953113953196,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Inverse variance weighted,5,1.12 [1.02-1.23],0.0213290911589072,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,FST,Follistatin,Inverse variance weighted,4,1.26 [1.03-1.54],0.0231713574064155,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,15,0.91 [0.83-0.99],0.0262283973172188,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,RTN4R,Reticulon-4 receptor,Inverse variance weighted,8,0.91 [0.84-0.99],0.0345209553784886,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,8,1.13 [1.01-1.26],0.0357896820872231,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,CHAD,Chondroadherin,Inverse variance weighted,2,0.6 [0.37-0.97],0.0380284019685994,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,LEG1,Protein LEG1 homolog,Inverse variance weighted,13,0.91 [0.82-1],0.0400326408783952,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,FCN1,Ficolin-1,Inverse variance weighted,9,0.9 [0.82-1],0.0402635614803998,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,APOC1,Apolipoprotein C-I,Inverse variance weighted,6,0.81 [0.66-0.99],0.0432127075677315,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,HMOX1,Heme oxygenase 1,Wald ratio,1,1.62 [1.01-2.6],0.0446925873150016,cis
Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,CNTN1,Contactin-1,Inverse variance weighted,14,1.12 [1-1.27],0.0504135456155145,cis
