Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter II Neoplasms,LUNG_CANCER_MESOT,MZB1,Marginal zone B- and B1-cell-specific protein,Wald ratio,1,0.26 [0.1-0.67],0.00494968151532431,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,CCL22,C-C motif chemokine 22,Inverse variance weighted,4,0.71 [0.55-0.92],0.00880794743419384,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,10,0.78 [0.65-0.95],0.0147605392853304,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,OLR1,Oxidized low-density lipoprotein receptor 1,Inverse variance weighted,2,0.49 [0.26-0.95],0.0338350656877839,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,COLEC12,Collectin-12,Inverse variance weighted,7,0.73 [0.55-0.98],0.0346199727478255,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,BPIFB1,BPI fold-containing family B member 1,Inverse variance weighted,13,1.12 [1.01-1.25],0.0385201384827681,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,ORM1,Alpha-1-acid glycoprotein 1,Inverse variance weighted,14,0.9 [0.81-1],0.0514374600860027,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,SFTPA2,Pulmonary surfactant-associated protein A2,Inverse variance weighted,8,1.07 [1-1.14],0.0550083492041722,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,5,0.86 [0.74-1.01],0.0601060477387561,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,2,1.69 [0.96-2.99],0.0686318584323448,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,GM2A,Ganglioside GM2 activator,Inverse variance weighted,16,0.93 [0.87-1.01],0.0694767412538178,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,MMP9,Matrix metalloproteinase-9,Inverse variance weighted,3,1.31 [0.97-1.76],0.0815251746788333,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,AGRN,Agrin,Inverse variance weighted,6,0.88 [0.76-1.02],0.08253978122991,cis
Chapter II Neoplasms,LUNG_CANCER_MESOT,ITGAM,Integrin alpha-M,Inverse variance weighted,2,0.78 [0.58-1.03],0.0844862533831113,cis
