Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,SULT2A1,Bile salt sulfotransferase,Inverse variance weighted,3,1.24 [1.1-1.4],0.000345382734229562,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,SUOX,"Sulfite oxidase, mitochondrial",Wald ratio,1,0.51 [0.33-0.78],0.00190954607147786,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,ASGR2,Asialoglycoprotein receptor 2,Inverse variance weighted,7,1.09 [1.03-1.15],0.00260302205997654,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,TGFB1,Transforming growth factor beta-1 proprotein,Inverse variance weighted,4,0.87 [0.8-0.96],0.0028625758269462,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,NOS3,"Nitric oxide synthase, endothelial",Wald ratio,1,1.82 [1.2-2.75],0.00443734928443406,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,ULBP2,UL16-binding protein 2,Inverse variance weighted,13,1.07 [1.02-1.11],0.00468393216962069,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,CD48,CD48 antigen,Inverse variance weighted,7,1.09 [1.03-1.15],0.00468674563190156,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,VWC2,Brorin,Inverse variance weighted,15,1.06 [1.02-1.11],0.00565810779078234,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,14,0.95 [0.91-0.98],0.00573035443932093,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,5,1.12 [1.03-1.21],0.00587675640293004,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,CA6,Carbonic anhydrase 6,Inverse variance weighted,17,0.95 [0.91-0.99],0.00807975003415311,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,PI3,Elafin,Inverse variance weighted,7,1.07 [1.02-1.12],0.0100664039349768,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,LGALS1,Galectin-1,Inverse variance weighted,4,0.92 [0.86-0.98],0.0125478411125959,cis
Chapter XI Diseases of the digestive system,K11_GALLBILPANC,EFNA1,Ephrin-A1,Inverse variance weighted,8,1.08 [1.02-1.14],0.0132986773827807,cis
