Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,PAEP,Glycodelin,Inverse variance weighted,26,1.05 [1-1.09],0.0454103138927118,cis
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,FSHB,Follitropin subunit beta,Inverse variance weighted,2,1.16 [0.83-1.62],0.372846054551272,cis
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,TSPAN1,Tetraspanin-1,Inverse variance weighted,2,0.88 [0.6-1.29],0.505039834194919,cis
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,CDH3,Cadherin-3,Inverse variance weighted,2,0.9 [0.67-1.22],0.509392337815924,cis
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,KLK4,Kallikrein-4,Inverse variance weighted,17,1.01 [0.96-1.07],0.605816512207069,cis
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,CHRDL2,Chordin-like protein 2,Inverse variance weighted,7,1 [0.86-1.16],0.951559298974501,cis
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,PAEP,Glycodelin,Inverse variance weighted,29,1.05 [1-1.09],0.0384124645122958,trans
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,KLK4,Kallikrein-4,Inverse variance weighted,5,0.72 [0.49-1.06],0.0959981696247684,trans
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,FSHB,Follitropin subunit beta,Wald ratio,1,0.83 [0.46-1.5],0.534570962628691,trans
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,TSPAN1,Tetraspanin-1,Inverse variance weighted,3,0.93 [0.54-1.59],0.784793456008501,trans
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,CHRDL2,Chordin-like protein 2,Inverse variance weighted,9,1 [0.83-1.2],0.989528464052946,trans
Chapter XIV Diseases of the genitourinary system,N14_POLYPFEMGEN,CDH3,Cadherin-3,Inverse variance weighted,10,1 [0.86-1.16],0.994087451068433,trans
