Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,10,0.93 [0.9-0.96],1.21526677420163e-05,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,CD40,Tumor necrosis factor receptor superfamily member 5,Inverse variance weighted,10,0.94 [0.91-0.97],1.98281070956382e-05,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,17,0.94 [0.91-0.97],5.35471612460556e-05,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,JAM2,Junctional adhesion molecule B,Inverse variance weighted,2,0.72 [0.61-0.85],0.000111434794467438,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,PENK,Proenkephalin-A,Inverse variance weighted,19,1.06 [1.03-1.09],0.000236884456765771,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,4,0.91 [0.86-0.96],0.000280814071367227,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,19,1.06 [1.03-1.09],0.000287912894875715,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,NUCB2,Nucleobindin-2,Inverse variance weighted,24,1.05 [1.02-1.07],0.000376973007323008,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,SERPINA3,Alpha-1-antichymotrypsin,Inverse variance weighted,10,0.95 [0.93-0.98],0.00102086673250438,cis
Chapter V Mental and behavioural disorders,KRA_PSY_ANYMENTAL,XCL1,Lymphotactin,Inverse variance weighted,31,0.97 [0.96-0.99],0.0011072937839379,cis
