Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,6,0.88 [0.83-0.93],9.29977451554295e-06,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,10,1.08 [1.04-1.13],2.96422342285271e-05,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.82 [0.74-0.91],0.000106566708415652,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,CYTL1,Cytokine-like protein 1,Inverse variance weighted,7,1.03 [1.01-1.05],0.000290859901782673,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,LGALS3,Galectin-3,Inverse variance weighted,25,1.06 [1.03-1.1],0.000391757267483007,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,26,0.94 [0.9-0.97],0.000416734682339981,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,PLA2G2A,"Phospholipase A2, membrane associated",Inverse variance weighted,19,0.96 [0.94-0.98],0.000724657037701258,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,DLK1,Protein delta homolog 1,Inverse variance weighted,25,0.96 [0.94-0.98],0.000975118866923105,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,CD46,Membrane cofactor protein,Wald ratio,1,1.26 [1.1-1.46],0.00130373976878532,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,CSPG4,Chondroitin sulfate proteoglycan 4,Inverse variance weighted,5,1.13 [1.05-1.22],0.00196508157154972,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,8,0.94 [0.91-0.98],0.00206887413391167,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,NCAN,Neurocan core protein,Inverse variance weighted,3,1.14 [1.05-1.24],0.00248188093909941,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,0.74 [0.6-0.9],0.00301592348322633,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,13,0.93 [0.89-0.98],0.00345828775343627,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,LGALS1,Galectin-1,Inverse variance weighted,6,0.95 [0.91-0.98],0.00541927286935703,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,NPL,N-acetylneuraminate lyase,Inverse variance weighted,11,0.93 [0.88-0.98],0.00847266511292732,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,PSAP,Prosaposin,Inverse variance weighted,5,0.91 [0.85-0.98],0.00911201238147811,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,CA12,Carbonic anhydrase 12,Inverse variance weighted,13,1.05 [1.01-1.08],0.00966958356150389,cis
