Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,THBD,Thrombomodulin,Inverse variance weighted,5,1.27 [1.11-1.45],0.000467354436188844,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,SERPINB8,Serpin B8,Inverse variance weighted,28,0.95 [0.92-0.99],0.00487577451880759,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,7,1.12 [1.03-1.22],0.0076606646410403,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,12,0.9 [0.83-0.98],0.0177987312277732,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,LGALS3,Galectin-3,Inverse variance weighted,25,1.07 [1.01-1.13],0.0185956477219413,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,EPO,Erythropoietin,Inverse variance weighted,5,0.68 [0.49-0.94],0.0200031699230692,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,1.07 [1.01-1.13],0.0200685768751642,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,KLK11,Kallikrein-11,Inverse variance weighted,6,1.07 [1.01-1.14],0.023747350614831,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CCL3,C-C motif chemokine 3,Inverse variance weighted,9,1.1 [1.01-1.19],0.0238403648888199,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,FOLR1,Folate receptor alpha,Inverse variance weighted,5,1.23 [1.03-1.47],0.0244028568585272,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,FABP4,"Fatty acid-binding protein, adipocyte",Wald ratio,1,0.68 [0.49-0.95],0.0246888222751358,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,DSC2,Desmocollin-2,Inverse variance weighted,9,0.9 [0.82-0.99],0.0304320562599561,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,0.94 [0.89-1],0.0323500599557219,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,HYOU1,Hypoxia up-regulated protein 1,Inverse variance weighted,6,1.16 [1.01-1.34],0.0360945463533674,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,SEL1L,Protein sel-1 homolog 1,Wald ratio,1,0.91 [0.83-0.99],0.0383190869079671,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CXCL9,C-X-C motif chemokine 9,Inverse variance weighted,2,0.82 [0.68-0.99],0.0391144405583283,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,MRC1,Macrophage mannose receptor 1,Inverse variance weighted,7,1.19 [1.01-1.42],0.0408500144644459,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,RNASET2,Ribonuclease T2,Inverse variance weighted,14,1.06 [1-1.13],0.0524059886777732,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,DTX3,Probable E3 ubiquitin-protein ligase DTX3,Inverse variance weighted,3,1.29 [0.99-1.67],0.0557758288348125,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.95 [0.9-1],0.0561803576259875,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,GIPC2,PDZ domain-containing protein GIPC2,Inverse variance weighted,16,0.93 [0.86-1],0.0597429189900611,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,ITGA11,Integrin alpha-11,Inverse variance weighted,8,0.92 [0.83-1.01],0.0655021016600557,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.85 [0.71-1.01],0.0662691927917175,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,GM2A,Ganglioside GM2 activator,Inverse variance weighted,24,1.04 [1-1.09],0.0736323871326982,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,FGF21,Fibroblast growth factor 21,Inverse variance weighted,2,1.21 [0.98-1.49],0.0781402304188918,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,Inverse variance weighted,12,1.16 [0.98-1.37],0.0782184605314816,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,4,1.09 [0.99-1.2],0.0800856974696099,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,TGFA,Protransforming growth factor alpha,Inverse variance weighted,2,0.73 [0.51-1.04],0.0821740982821915,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,4,1.11 [0.98-1.26],0.087557851904055,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",Inverse variance weighted,18,0.94 [0.87-1.01],0.0925254256643844,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,AMBP,Protein AMBP,Inverse variance weighted,3,0.85 [0.71-1.03],0.0946081131777518,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,6,1.1 [0.98-1.24],0.0995097932102191,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,19,1.07 [0.99-1.16],0.100205100780613,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,6,0.9 [0.8-1.02],0.104768834064183,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,21,0.97 [0.93-1.01],0.111180424400331,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,0.89 [0.78-1.03],0.111972775570281,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CD72,B-cell differentiation antigen CD72,Inverse variance weighted,3,0.87 [0.73-1.04],0.123649943304918,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,4,0.86 [0.71-1.04],0.127609468720933,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,FBLN2,Fibulin-2,Inverse variance weighted,11,0.94 [0.86-1.02],0.1321327987784,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CA12,Carbonic anhydrase 12,Inverse variance weighted,13,0.94 [0.86-1.02],0.137754240352305,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,SPON2,Spondin-2,Inverse variance weighted,4,1.09 [0.97-1.23],0.148821844564216,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.87 [0.73-1.05],0.152233204903457,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,OSCAR,Osteoclast-associated immunoglobulin-like receptor,Inverse variance weighted,24,0.97 [0.94-1.01],0.153766466633162,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,10,0.93 [0.83-1.03],0.154813608081703,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,THY1,Thy-1 membrane glycoprotein,Inverse variance weighted,10,0.96 [0.9-1.02],0.155681555893241,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CSTB,Cystatin-B,Inverse variance weighted,28,1.04 [0.98-1.1],0.161742931558387,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,0.94 [0.87-1.02],0.165464697662945,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,12,0.95 [0.89-1.02],0.168498891253892,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,GRPEL1,"GrpE protein homolog 1, mitochondrial",Wald ratio,1,0.7 [0.42-1.17],0.175378107224354,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CD302,CD302 antigen,Inverse variance weighted,9,0.92 [0.81-1.04],0.180897419086121,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,6,1.03 [0.99-1.06],0.186608597909925,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CST3,Cystatin-C,Inverse variance weighted,10,0.95 [0.87-1.03],0.189862023607127,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,BSG,Basigin,Wald ratio,1,1.14 [0.93-1.4],0.193629127467921,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,2,0.84 [0.65-1.09],0.194895017834548,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,36,1.03 [0.99-1.07],0.196514903917401,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,CBLIF,Cobalamin binding intrinsic factor,Inverse variance weighted,2,0.83 [0.61-1.11],0.204258656089616,cis
Chapter XI Diseases of the digestive system,K11_OTHDISDIG,VWC2,Brorin,Inverse variance weighted,22,0.95 [0.87-1.03],0.205049382063435,cis
