Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_VASCINT,OCLN,Occludin,Inverse variance weighted,2,0.57 [0.34-0.95],0.0297743937169736,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,2,0.57 [0.34-0.95],0.0307192674071185,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,LGALS9,Galectin-9,Inverse variance weighted,26,0.86 [0.74-1.01],0.0610427443304217,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,CXCL13,C-X-C motif chemokine 13,Wald ratio,1,0.37 [0.11-1.24],0.106082810831317,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,0.82 [0.64-1.05],0.107143234296783,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,REN,Renin,Inverse variance weighted,4,1.2 [0.95-1.51],0.130980387169155,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,4,0.71 [0.45-1.12],0.135802021240605,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,SDC1,Syndecan-1,Inverse variance weighted,2,1.42 [0.88-2.29],0.151013441040189,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,PGF,Placenta growth factor,Inverse variance weighted,2,0.3 [0.05-1.69],0.173816208769561,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,0.9 [0.77-1.05],0.177079812598799,cis
Chapter XI Diseases of the digestive system,K11_VASCINT,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.93 [0.68-5.44],0.216580980422088,cis
