Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CCL21,C-C motif chemokine 21,Inverse variance weighted,4,2.03 [1.27-3.24],0.00297965348107939,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,OGN,Mimecan,Inverse variance weighted,30,0.86 [0.76-0.96],0.00946936387918614,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,REG1B,Lithostathine-1-beta,Inverse variance weighted,18,0.84 [0.73-0.97],0.0166595286477255,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,30,1.13 [1.02-1.25],0.0195362338587902,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.72 [0.53-0.96],0.0246638463237601,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,6,0.78 [0.6-1.01],0.0555395295218421,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,2.24 [0.9-5.61],0.0848259009602061,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,12,0.83 [0.67-1.03],0.0920125559680954,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,4,0.73 [0.49-1.08],0.112646831340215,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,0.49 [0.2-1.19],0.11611621056731,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.67 [0.4-1.12],0.128646341877986,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,4,1.5 [0.86-2.61],0.148964829928382,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CST3,Cystatin-C,Inverse variance weighted,10,0.88 [0.74-1.05],0.163112134752947,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,1.09 [0.96-1.24],0.164525091372522,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,0.87 [0.7-1.07],0.186551476940715,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.77 [0.53-1.14],0.192042012210643,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,RNASE6,Ribonuclease K6,Inverse variance weighted,15,0.92 [0.8-1.05],0.205850908225231,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CD27,CD27 antigen,Inverse variance weighted,9,1.11 [0.94-1.32],0.207054800724912,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,23,0.93 [0.83-1.04],0.215409352785698,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,3,0.83 [0.61-1.13],0.231382597737891,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CFD,Complement factor D,Inverse variance weighted,11,0.89 [0.74-1.07],0.231402664711801,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,0.89 [0.73-1.08],0.241945001635537,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,0.48 [0.12-1.88],0.294538250244488,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,LGALS4,Galectin-4,Inverse variance weighted,4,0.8 [0.51-1.24],0.318233190985687,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,AREG,Amphiregulin,Inverse variance weighted,3,0.82 [0.55-1.22],0.319918925703377,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,1.08 [0.92-1.26],0.330065006359362,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,22,0.94 [0.83-1.07],0.333114064554785,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,1.07 [0.93-1.24],0.338351259730095,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,OCLN,Occludin,Inverse variance weighted,2,1.29 [0.76-2.2],0.343010470365724,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,1.17 [0.84-1.64],0.345563443905093,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,5,0.85 [0.59-1.21],0.361337471243351,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,2,0.83 [0.55-1.24],0.363520208919577,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,7,0.85 [0.59-1.22],0.379014016351436,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,PGF,Placenta growth factor,Inverse variance weighted,2,1.9 [0.42-8.52],0.400281326938042,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,8,0.91 [0.73-1.14],0.419573619076314,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,24,1.06 [0.91-1.24],0.43413390918501,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,ADM,Pro-adrenomedullin,Inverse variance weighted,2,0.81 [0.47-1.39],0.443783019127567,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,FABP4,"Fatty acid-binding protein, adipocyte",Wald ratio,1,0.76 [0.38-1.52],0.443982522210689,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,EDN1,Endothelin-1,Inverse variance weighted,3,0.91 [0.7-1.18],0.479069942321344,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.79 [0.41-1.51],0.479891886761023,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.4 [0.54-3.62],0.487605928847625,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,AGRN,Agrin,Inverse variance weighted,17,1.06 [0.89-1.25],0.511423147166176,cis
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,FGF23,Fibroblast growth factor 23,Inverse variance weighted,2,1.17 [0.72-1.9],0.518998717903632,cis
