Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,F10,Coagulation factor X,Inverse variance weighted,9,1.25 [1.16-1.35],1.18114128285654e-08,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,MMP3,Stromelysin-1,Inverse variance weighted,34,1.12 [1.05-1.19],0.000889386777669014,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,SDC1,Syndecan-1,Inverse variance weighted,2,1.42 [1.15-1.77],0.00133438031102367,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,Inverse variance weighted,13,0.86 [0.78-0.95],0.00204828874992135,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,16,0.91 [0.86-0.97],0.0028057580071714,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,OGN,Mimecan,Inverse variance weighted,30,0.9 [0.84-0.97],0.00373813524156662,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,PROS1,Vitamin K-dependent protein S,Inverse variance weighted,8,0.75 [0.6-0.93],0.00767814259552417,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,ULBP2,UL16-binding protein 2,Inverse variance weighted,25,0.92 [0.87-0.98],0.0101521772071735,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,6,0.84 [0.73-0.97],0.0137195477677699,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,17,1.1 [1.02-1.18],0.0154823646554698,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,0.91 [0.83-0.98],0.0189663199407121,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,BTN2A1,Butyrophilin subfamily 2 member A1,Wald ratio,1,0.69 [0.5-0.96],0.0276087733884296,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,CCL14,C-C motif chemokine 14,Inverse variance weighted,12,0.94 [0.89-1],0.0409043592676649,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,CX3CL1,Fractalkine,Inverse variance weighted,9,0.87 [0.76-0.99],0.0416475634720227,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,NRP2,Neuropilin-2,Inverse variance weighted,11,0.9 [0.81-1],0.045708729796561,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,3,0.81 [0.66-1],0.048363721297097,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,SPARCL1,SPARC-like protein 1,Inverse variance weighted,35,0.95 [0.91-1],0.0505599328300824,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,9,1.12 [1-1.27],0.0570323279699946,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,ELN,Elastin,Inverse variance weighted,2,2.04 [0.98-4.28],0.0576132112969046,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,EFNA1,Ephrin-A1,Inverse variance weighted,11,0.91 [0.82-1],0.0577455641137574,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,8,0.9 [0.81-1],0.0603284260946548,cis
Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,46,0.97 [0.94-1],0.0688244354880004,cis
