Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,PRCP,Lysosomal Pro-X carboxypeptidase,Inverse variance weighted,9,1.46 [1.22-1.73],2.64005570446632e-05,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,TNFSF10,Tumor necrosis factor ligand superfamily member 10,Inverse variance weighted,4,1.27 [1.12-1.44],0.000201747997912298,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,LGALS9,Galectin-9,Inverse variance weighted,26,1.1 [1.03-1.17],0.00298738852223994,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,CXCL9,C-X-C motif chemokine 9,Inverse variance weighted,2,1.34 [1.1-1.64],0.00412548824630803,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,MMP9,Matrix metalloproteinase-9,Inverse variance weighted,2,0.75 [0.62-0.91],0.00431498338417936,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,22,0.9 [0.83-0.97],0.00452241458365069,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,CTSF,Cathepsin F,Inverse variance weighted,10,0.85 [0.75-0.95],0.00494439748229247,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,CNTN1,Contactin-1,Inverse variance weighted,22,1.12 [1.04-1.22],0.00499209141358944,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,1.27 [1.07-1.5],0.00584202050402482,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,CDHR5,Cadherin-related family member 5,Inverse variance weighted,28,1.07 [1.02-1.13],0.00602967004740131,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,21,1.08 [1.02-1.14],0.00747855714514838,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,1.18 [1.05-1.34],0.00769325042344479,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,GAS6,Growth arrest-specific protein 6,Inverse variance weighted,9,0.84 [0.73-0.96],0.00936151704082855,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,Inverse variance weighted,19,0.9 [0.82-0.97],0.0101570138919751,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,CXCL10,C-X-C motif chemokine 10,Inverse variance weighted,3,1.11 [1.02-1.2],0.017338947875029,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,SULT2A1,Bile salt sulfotransferase,Inverse variance weighted,4,0.89 [0.81-0.98],0.0188635201723331,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,GPD1,Glycerol-3-phosphate dehydrogenase,Wald ratio,1,0.56 [0.34-0.94],0.0273395820132972,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,IL1R2,Interleukin-1 receptor type 2,Inverse variance weighted,23,1.07 [1.01-1.13],0.0303299016737479,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,SCGB1A1,Uteroglobin,Inverse variance weighted,12,1.11 [1.01-1.22],0.0376115160954414,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,9,1.11 [1-1.22],0.0418359625342135,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,VAMP5,Vesicle-associated membrane protein 5,Wald ratio,1,0.48 [0.24-0.98],0.0427616009730414,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,30,1.06 [1-1.13],0.0427682559368204,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,LEPR,Leptin receptor,Inverse variance weighted,8,1.12 [1-1.26],0.0431101126843743,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,Wald ratio,1,1.42 [1-2.01],0.0488198229167699,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,CCL4,C-C motif chemokine 4,Inverse variance weighted,18,0.92 [0.84-1],0.0490040148736338,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,BPIFB1,BPI fold-containing family B member 1,Inverse variance weighted,27,1.07 [1-1.15],0.0502467034114625,cis
Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,SOD2,"Superoxide dismutase [Mn], mitochondrial",Inverse variance weighted,2,0.83 [0.68-1],0.0520176393626494,cis
