Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,VD_U,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,1.6 [1.09-2.34],0.0154277480675994,cis
Chapter V Mental and behavioural disorders,VD_U,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,1.71 [0.96-3.03],0.0679522142119368,cis
Chapter V Mental and behavioural disorders,VD_U,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.29 [0.94-1.78],0.112731999427526,cis
Chapter V Mental and behavioural disorders,VD_U,PVR,Poliovirus receptor,Inverse variance weighted,27,1.11 [0.94-1.31],0.223752249197047,cis
Chapter V Mental and behavioural disorders,VD_U,GFAP,Glial fibrillary acidic protein,Inverse variance weighted,4,1.41 [0.66-3.01],0.375937274460814,cis
Chapter V Mental and behavioural disorders,VD_U,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,0.8 [0.48-1.35],0.410410532967835,cis
Chapter V Mental and behavioural disorders,VD_U,LGALS4,Galectin-4,Inverse variance weighted,4,0.81 [0.47-1.39],0.440957703106667,cis
Chapter V Mental and behavioural disorders,VD_U,CHGA,Chromogranin-A,Inverse variance weighted,3,1.12 [0.72-1.74],0.605543878520991,cis
Chapter V Mental and behavioural disorders,VD_U,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,1.08 [0.5-2.33],0.840898994915517,cis
Chapter V Mental and behavioural disorders,VD_U,GDF15,Growth/differentiation factor 15,Wald ratio,1,0.09 [0.01-1.12],0.061030520383359,trans
Chapter V Mental and behavioural disorders,VD_U,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.67 [0.64-4.35],0.297647890219631,trans
Chapter V Mental and behavioural disorders,VD_U,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.15 [0.86-1.53],0.355519670478016,trans
Chapter V Mental and behavioural disorders,VD_U,GFAP,Glial fibrillary acidic protein,Inverse variance weighted,14,0.87 [0.59-1.28],0.486358951499771,trans
Chapter V Mental and behavioural disorders,VD_U,CHGA,Chromogranin-A,Inverse variance weighted,5,0.8 [0.36-1.74],0.567111379956543,trans
Chapter V Mental and behavioural disorders,VD_U,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.14 [0.57-2.29],0.705451966953512,trans
Chapter V Mental and behavioural disorders,VD_U,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.81 [0.25-2.63],0.722399702775123,trans
Chapter V Mental and behavioural disorders,VD_U,PVR,Poliovirus receptor,Inverse variance weighted,3,1.23 [0.33-4.58],0.761856947360979,trans
Chapter V Mental and behavioural disorders,VD_U,LGALS4,Galectin-4,Inverse variance weighted,15,0.98 [0.78-1.22],0.830754059002537,trans
