Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,UMOD,Uromodulin,Inverse variance weighted,29,0.93 [0.9-0.97],0.000117397263502442,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,STC1,Stanniocalcin-1,Inverse variance weighted,2,1.63 [1.06-2.5],0.0255190971657297,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,ITGA11,Integrin alpha-11,Inverse variance weighted,8,1.1 [1-1.22],0.0456000689999178,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,PGF,Placenta growth factor,Inverse variance weighted,2,0.49 [0.24-1.01],0.0547909596392002,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.11 [0.97-1.26],0.120505346327491,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,HGF,Hepatocyte growth factor,Inverse variance weighted,2,0.78 [0.57-1.07],0.126023768315355,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,15,1.05 [0.97-1.13],0.237335830895493,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,SCG2,Secretogranin-2,Wald ratio,1,0.7 [0.38-1.29],0.248336864029766,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,1.1 [0.93-1.31],0.256957007005691,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,NPPC,C-type natriuretic peptide,Wald ratio,1,1.46 [0.73-2.94],0.285557154407351,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,ITGAV,Integrin alpha-V,Inverse variance weighted,5,1.13 [0.89-1.44],0.298611367356196,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,SPP1,Osteopontin,Inverse variance weighted,8,0.92 [0.75-1.12],0.389574188767287,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,10,0.95 [0.86-1.06],0.39854216855939,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,CALCA,Calcitonin,Inverse variance weighted,5,1.09 [0.86-1.39],0.472409077283609,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.9 [0.6-1.33],0.580656600973788,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,AGRN,Agrin,Inverse variance weighted,17,1.03 [0.93-1.14],0.590466167622772,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,AMBP,Protein AMBP,Inverse variance weighted,3,0.94 [0.72-1.21],0.607984147899522,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.92 [0.67-1.27],0.610339282319159,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,INHBC,Inhibin beta C chain,Inverse variance weighted,29,1.01 [0.97-1.06],0.654897008237921,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,MMP7,Matrilysin,Inverse variance weighted,13,1.02 [0.94-1.1],0.657249922531375,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,5,1.04 [0.85-1.28],0.673201511254107,cis
Chapter XIV Diseases of the genitourinary system,N14_CALCUKIDUR,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,10,0.98 [0.87-1.11],0.773375037154921,cis
