Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,FAM3B,Protein FAM3B,Inverse variance weighted,18,0.92 [0.89-0.96],0.000146576068256913,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,30,1.09 [1.04-1.13],0.000188299630670422,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,FBLN2,Fibulin-2,Inverse variance weighted,11,1.13 [1.06-1.21],0.000383074755040786,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,PTPRN2,Receptor-type tyrosine-protein phosphatase N2,Inverse variance weighted,5,0.8 [0.7-0.91],0.000737735438615212,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,ABL1,Tyrosine-protein kinase ABL1,Wald ratio,1,1.8 [1.22-2.66],0.00288200485024534,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TGFBR1,TGF-beta receptor type-1,Wald ratio,1,0.47 [0.29-0.78],0.00329348069717943,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,IL12B,Interleukin-12 subunit beta,Inverse variance weighted,24,1.09 [1.03-1.15],0.00398219375178712,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,WARS,"Tryptophan--tRNA ligase, cytoplasmic",Inverse variance weighted,4,0.89 [0.83-0.96],0.00418651710017942,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,NRP1,Neuropilin-1,Inverse variance weighted,12,0.9 [0.84-0.97],0.00428431909822531,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,FABP2,"Fatty acid-binding protein, intestinal",Inverse variance weighted,3,1.16 [1.05-1.29],0.00552836238356646,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,4,1.17 [1.05-1.3],0.00577341150973696,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CGREF1,Cell growth regulator with EF hand domain protein 1,Inverse variance weighted,29,0.94 [0.91-0.98],0.00593182404272119,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,14,1.17 [1.04-1.32],0.0075158955718317,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,13,1.08 [1.02-1.15],0.00937597677582688,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,17,0.91 [0.85-0.98],0.01034403950435,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CLEC1A,C-type lectin domain family 1 member A,Inverse variance weighted,13,0.94 [0.89-0.98],0.0109816704743702,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,0.87 [0.78-0.97],0.011218140154861,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,SIGLEC5,Sialic acid-binding Ig-like lectin 5,Inverse variance weighted,30,0.97 [0.94-0.99],0.0124115012667136,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,12,0.92 [0.87-0.98],0.0131329636558256,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,0.92 [0.85-0.98],0.0149871873725532,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,8,0.89 [0.81-0.98],0.0174506684207946,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,7,0.88 [0.79-0.98],0.0193205928034353,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,HSPA2,Heat shock-related 70 kDa protein 2,Inverse variance weighted,3,1.31 [1.04-1.66],0.0228485210982375,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,PRRT3,Proline-rich transmembrane protein 3,Inverse variance weighted,4,1.13 [1.02-1.26],0.0230881630810208,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,UMOD,Uromodulin,Inverse variance weighted,29,1.04 [1-1.07],0.0240324911043978,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,EPHB4,Ephrin type-B receptor 4,Wald ratio,1,1.2 [1.02-1.41],0.025277115553714,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TCN2,Transcobalamin-2,Inverse variance weighted,34,1.05 [1.01-1.09],0.0254981153820598,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,6,1.19 [1.02-1.4],0.027049416164451,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,SPP1,Osteopontin,Inverse variance weighted,8,0.8 [0.66-0.98],0.027209999890895,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CCL18,C-C motif chemokine 18,Inverse variance weighted,15,1.05 [1-1.1],0.0288038492932094,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,IL12RB1,Interleukin-12 receptor subunit beta-1,Inverse variance weighted,13,0.91 [0.84-0.99],0.0296180612322311,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Inverse variance weighted,16,0.88 [0.78-0.99],0.0297580300623545,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,PTPRS,Receptor-type tyrosine-protein phosphatase S,Inverse variance weighted,16,0.95 [0.9-0.99],0.0301512991150047,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,SUSD4,Sushi domain-containing protein 4,Inverse variance weighted,15,0.91 [0.83-0.99],0.0317484792065297,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,MCFD2,Multiple coagulation factor deficiency protein 2,Inverse variance weighted,2,0.83 [0.71-0.99],0.0335223586507551,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,IFNLR1,Interferon lambda receptor 1,Inverse variance weighted,8,1.08 [1.01-1.15],0.0345420278838484,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,USP28,Ubiquitin carboxyl-terminal hydrolase 28,Inverse variance weighted,2,0.74 [0.57-0.98],0.0347958211866831,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,23,1.06 [1-1.13],0.0348079568438059,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20,Inverse variance weighted,2,0.8 [0.65-0.98],0.0352645403379488,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,AMBP,Protein AMBP,Inverse variance weighted,3,0.84 [0.71-0.99],0.0388213967726064,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CDH6,Cadherin-6,Inverse variance weighted,29,0.95 [0.91-1],0.0394902790612102,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,MAMDC2,MAM domain-containing protein 2,Inverse variance weighted,5,1.12 [1-1.25],0.0409426759242742,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,1.09 [1-1.19],0.0411295746540262,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TGOLN2,Trans-Golgi network integral membrane protein 2,Inverse variance weighted,32,0.96 [0.92-1],0.0425084117377843,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,GCNT1,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Inverse variance weighted,18,1.05 [1-1.11],0.043624017075071,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,21,0.95 [0.91-1],0.0436676458122978,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TYMP,Thymidine phosphorylase,Inverse variance weighted,4,0.86 [0.74-1],0.0443940772640796,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,DLL1,Delta-like protein 1,Inverse variance weighted,7,0.89 [0.79-1],0.0454686262387847,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,IL17C,Interleukin-17C,Inverse variance weighted,3,1.22 [1-1.49],0.0463518594708874,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,B4GALT1,"Beta-1,4-galactosyltransferase 1",Inverse variance weighted,6,1.12 [1-1.25],0.0474893787768417,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TPP1,Tripeptidyl-peptidase 1,Inverse variance weighted,6,0.79 [0.62-1],0.0484506818168231,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,GRN,Progranulin,Inverse variance weighted,7,1.08 [1-1.17],0.0493490766514402,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,EPO,Erythropoietin,Inverse variance weighted,5,1.78 [1-3.15],0.0499399703056692,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TMPRSS11D,Transmembrane protease serine 11D,Inverse variance weighted,3,0.83 [0.68-1],0.0500931629300984,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,46,1.03 [1-1.07],0.0507935746502094,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CA9,Carbonic anhydrase 9,Inverse variance weighted,3,1.18 [1-1.4],0.0522660461582785,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TNFSF12,Tumor necrosis factor ligand superfamily member 12,Inverse variance weighted,11,1.08 [1-1.16],0.0523596646247828,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,IGDCC4,Immunoglobulin superfamily DCC subclass member 4,Inverse variance weighted,13,0.93 [0.87-1],0.0555183706559472,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,OSMR,Oncostatin-M-specific receptor subunit beta,Inverse variance weighted,27,0.96 [0.92-1],0.0562298393758805,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,1.23 [0.99-1.53],0.0565920176215372,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,FAM171B,Protein FAM171B,Inverse variance weighted,21,1.06 [1-1.13],0.0572097363195957,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,FABP4,"Fatty acid-binding protein, adipocyte",Wald ratio,1,0.75 [0.56-1.01],0.0585296365071723,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,NCAN,Neurocan core protein,Inverse variance weighted,3,1.17 [0.99-1.38],0.0591076752425283,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,5,0.9 [0.8-1],0.05923415986725,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,Inverse variance weighted,10,1.08 [1-1.17],0.0601389547106587,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,3,1.38 [0.98-1.95],0.0637146516262889,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,ENPP6,Glycerophosphocholine cholinephosphodiesterase ENPP6,Inverse variance weighted,15,1.05 [1-1.1],0.0642008484798604,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,PON3,Serum paraoxonase/lactonase 3,Inverse variance weighted,16,0.95 [0.91-1],0.064316769196388,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,10,1.07 [1-1.14],0.0660600967987712,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,1.15 [0.99-1.33],0.0668735530502671,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,7,1.15 [0.99-1.35],0.0676899192211459,cis
