Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,5,1.52 [1.44-1.6],9.50683061217732e-59,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,APOA1,Apolipoprotein A-I,Inverse variance weighted,2,2.79 [2.13-3.65],9.99074971293434e-14,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,LPA,Apolipoprotein(a),Inverse variance weighted,38,1.11 [1.08-1.15],5.13407890772353e-12,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,APOE,Apolipoprotein E,Inverse variance weighted,23,0.84 [0.78-0.91],4.54144467806471e-06,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,CPE,Carboxypeptidase E,Inverse variance weighted,11,0.91 [0.86-0.95],0.000116643767809149,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,AGRN,Agrin,Inverse variance weighted,17,0.9 [0.85-0.96],0.000413338061251712,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,1.2 [1.08-1.33],0.00105521923270986,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,Inverse variance weighted,16,0.9 [0.84-0.96],0.0011621394302185,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,TFF2,Trefoil factor 2,Inverse variance weighted,5,0.84 [0.75-0.93],0.00148071259494264,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,PAMR1,Inactive serine protease PAMR1,Inverse variance weighted,22,0.95 [0.91-0.98],0.00237909955650925,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,EGFR,Epidermal growth factor receptor,Inverse variance weighted,7,0.81 [0.71-0.93],0.00314347494726302,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,Inverse variance weighted,13,0.85 [0.76-0.95],0.00345532427726213,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,10,0.9 [0.84-0.97],0.00346479161364942,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,6,0.88 [0.81-0.96],0.00496415513063057,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,APOC1,Apolipoprotein C-I,Inverse variance weighted,6,1.3 [1.08-1.57],0.00525598461705253,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,CD83,CD83 antigen,Inverse variance weighted,5,1.14 [1.04-1.25],0.00556395233164983,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,DKK4,Dickkopf-related protein 4,Inverse variance weighted,4,0.82 [0.71-0.94],0.00575279185271208,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,11,1.1 [1.03-1.18],0.00592428171311248,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,MFGE8,Lactadherin,Inverse variance weighted,11,1.08 [1.02-1.15],0.00618744970705336,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,AGR2,Anterior gradient protein 2 homolog,Wald ratio,1,0.79 [0.66-0.94],0.00663997392368468,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERCHOL,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,1.25 [1.06-1.46],0.00751111769979048,cis
