Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,SERPINA1,Alpha-1-antitrypsin,Inverse variance weighted,4,0.25 [0.13-0.46],1.24167820101388e-05,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,NUCB2,Nucleobindin-2,Inverse variance weighted,24,1.32 [1.14-1.55],0.000338266627936954,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,Inverse variance weighted,7,1.68 [1.21-2.34],0.00211478327583407,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,LGALS9,Galectin-9,Inverse variance weighted,26,1.23 [1.07-1.42],0.00283626681241107,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,SPINT1,Kunitz-type protease inhibitor 1,Inverse variance weighted,7,0.67 [0.51-0.87],0.00344169105164256,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,MMP12,Macrophage metalloelastase,Inverse variance weighted,18,1.18 [1.05-1.34],0.00769329224562424,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,8,1.32 [1.07-1.62],0.00877356758756831,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,REG1A,Lithostathine-1-alpha,Inverse variance weighted,13,0.79 [0.65-0.95],0.0116294642652498,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,1.39 [1.07-1.8],0.0139640640646324,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,MATN2,Matrilin-2,Inverse variance weighted,18,1.29 [1.05-1.59],0.0142013351381966,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,EFNA1,Ephrin-A1,Inverse variance weighted,11,0.78 [0.63-0.95],0.0154753675136128,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,SUSD2,Sushi domain-containing protein 2,Inverse variance weighted,16,1.1 [1.01-1.2],0.0231307794055395,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,14,1.26 [1.03-1.54],0.0276695704258976,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,8,0.69 [0.5-0.96],0.0290511239789212,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CLEC7A,C-type lectin domain family 7 member A,Inverse variance weighted,25,1.09 [1.01-1.18],0.0315637040051321,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,BPIFB1,BPI fold-containing family B member 1,Inverse variance weighted,27,1.19 [1.01-1.39],0.0351897446381615,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,GLO1,Lactoylglutathione lyase,Inverse variance weighted,13,0.76 [0.59-0.98],0.0369862336162155,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CCL20,C-C motif chemokine 20,Inverse variance weighted,2,2.23 [1.05-4.73],0.0376931995658278,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,13,0.84 [0.7-1],0.0478791305084812,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,VWF,von Willebrand factor,Inverse variance weighted,2,1.76 [1-3.1],0.0490902071639727,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CFHR5,Complement factor H-related protein 5,Inverse variance weighted,25,1.07 [1-1.14],0.0492508150331439,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,GUSB,Beta-glucuronidase,Inverse variance weighted,4,0.64 [0.41-1.01],0.0533284037644986,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,Inverse variance weighted,16,1.19 [0.99-1.42],0.0604962367418419,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,22,0.85 [0.72-1.01],0.0653682786551379,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,26,0.84 [0.69-1.01],0.0663533327580326,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,TNFSF14,Tumor necrosis factor ligand superfamily member 14,Inverse variance weighted,11,1.18 [0.98-1.43],0.0766080966100944,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,1.18 [0.98-1.42],0.0779392637305771,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,LGALS4,Galectin-4,Inverse variance weighted,4,1.54 [0.95-2.52],0.0816322528302326,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,LMNB2,Lamin-B2,Wald ratio,1,4.09 [0.82-20.43],0.0860575458355571,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,FETUB,Fetuin-B,Inverse variance weighted,20,1.17 [0.97-1.42],0.0909503213087687,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CST7,Cystatin-F,Inverse variance weighted,39,1.09 [0.99-1.2],0.0925453527058039,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,0.87 [0.73-1.03],0.0946661614529178,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,SIAE,Sialate O-acetylesterase,Inverse variance weighted,3,0.78 [0.58-1.04],0.0962150634113941,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,REN,Renin,Inverse variance weighted,4,0.81 [0.63-1.04],0.0963190062591214,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.22 [0.96-1.56],0.0982369422849749,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,GM2A,Ganglioside GM2 activator,Inverse variance weighted,24,0.92 [0.83-1.02],0.0992143999150484,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,TFF3,Trefoil factor 3,Inverse variance weighted,5,1.36 [0.94-1.95],0.100214826499494,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,0.9 [0.78-1.02],0.100284072911155,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,SORCS2,VPS10 domain-containing receptor SorCS2,Inverse variance weighted,21,1.13 [0.98-1.31],0.102722013544748,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,FASLG,Tumor necrosis factor ligand superfamily member 6,Wald ratio,1,2.17 [0.83-5.67],0.113395877653517,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,MSMB,Beta-microseminoprotein,Inverse variance weighted,64,1.07 [0.98-1.16],0.117619862452705,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,DPY30,Protein dpy-30 homolog,Wald ratio,1,0.3 [0.07-1.36],0.118278057680921,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,RETN,Resistin,Inverse variance weighted,9,1.11 [0.97-1.27],0.119605646827887,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,SEPTIN8,Septin-8,Inverse variance weighted,2,0.7 [0.44-1.1],0.123670654728251,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,MMP8,Neutrophil collagenase,Inverse variance weighted,17,1.12 [0.97-1.3],0.127720590264565,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,SERPINB8,Serpin B8,Inverse variance weighted,28,0.94 [0.87-1.02],0.128475625051286,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,PRG2,Bone marrow proteoglycan,Wald ratio,1,1.9 [0.83-4.37],0.131016246904142,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,MDK,Midkine,Inverse variance weighted,4,1.41 [0.9-2.2],0.134915824104546,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CD14,Monocyte differentiation antigen CD14,Inverse variance weighted,13,0.84 [0.67-1.06],0.136305539355307,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,MMP10,Stromelysin-2,Inverse variance weighted,22,0.89 [0.76-1.04],0.139432557640615,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,3,0.77 [0.54-1.09],0.144538630751552,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,IDUA,Alpha-L-iduronidase,Inverse variance weighted,35,1.08 [0.97-1.2],0.144582317156492,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,AMBP,Protein AMBP,Inverse variance weighted,3,1.38 [0.89-2.14],0.146804659858868,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CD59,CD59 glycoprotein,Inverse variance weighted,4,1.21 [0.93-1.58],0.152075008484511,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,EGFR,Epidermal growth factor receptor,Inverse variance weighted,7,1.42 [0.88-2.28],0.153962648442839,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,Inverse variance weighted,4,1.49 [0.86-2.6],0.156121679011762,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CCL18,C-C motif chemokine 18,Inverse variance weighted,15,1.09 [0.97-1.23],0.156801156980365,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,Inverse variance weighted,7,0.88 [0.74-1.05],0.157818964135894,cis
Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,12,0.89 [0.76-1.05],0.15936606141745,cis
