Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter X Diseases of the respiratory system,J10_UPPERDIS,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,14,0.96 [0.92-1],0.0438870557415678,cis
Chapter X Diseases of the respiratory system,J10_UPPERDIS,MMP10,Stromelysin-2,Inverse variance weighted,22,0.98 [0.95-1.01],0.157957791500662,cis
Chapter X Diseases of the respiratory system,J10_UPPERDIS,PRG3,Proteoglycan 3,Inverse variance weighted,4,0.97 [0.89-1.05],0.436970387514389,cis
Chapter X Diseases of the respiratory system,J10_UPPERDIS,CAPS,Calcyphosin,Inverse variance weighted,5,0.98 [0.89-1.07],0.619286157984501,cis
Chapter X Diseases of the respiratory system,J10_UPPERDIS,PRG2,Bone marrow proteoglycan,Wald ratio,1,0.98 [0.85-1.13],0.793666007798526,cis
Chapter X Diseases of the respiratory system,J10_UPPERDIS,CA6,Carbonic anhydrase 6,Inverse variance weighted,31,1 [0.98-1.02],0.931222779658257,cis
Chapter X Diseases of the respiratory system,J10_UPPERDIS,MMP10,Stromelysin-2,Wald ratio,1,1.75 [1.33-2.29],5.13985222940956e-05,trans
Chapter X Diseases of the respiratory system,J10_UPPERDIS,IL6,Interleukin-6,Inverse variance weighted,6,1.08 [1.03-1.13],0.00195795636700438,trans
Chapter X Diseases of the respiratory system,J10_UPPERDIS,PRG3,Proteoglycan 3,Inverse variance weighted,42,1.06 [1.01-1.11],0.0244688709607323,trans
Chapter X Diseases of the respiratory system,J10_UPPERDIS,PRG2,Bone marrow proteoglycan,Inverse variance weighted,39,1.05 [0.99-1.11],0.0761937750928783,trans
Chapter X Diseases of the respiratory system,J10_UPPERDIS,CAPS,Calcyphosin,Inverse variance weighted,2,1.29 [0.81-2.08],0.28604272220619,trans
Chapter X Diseases of the respiratory system,J10_UPPERDIS,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,9,0.99 [0.92-1.06],0.723010329260063,trans
Chapter X Diseases of the respiratory system,J10_UPPERDIS,CA6,Carbonic anhydrase 6,Inverse variance weighted,20,1 [0.93-1.08],0.979722700768364,trans
