Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,APOE,Apolipoprotein E,Inverse variance weighted,14,1.09 [1.05-1.13],6.3145564100724e-06,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,NUDT5,ADP-sugar pyrophosphatase,Wald ratio,1,1.99 [1.43-2.78],4.73380004936446e-05,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ACE,Angiotensin-converting enzyme,Inverse variance weighted,14,1.09 [1.04-1.14],0.000140597508594143,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,INHBB,Inhibin beta B chain,Inverse variance weighted,6,1.1 [1.04-1.16],0.00027681799567521,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,7,0.9 [0.85-0.96],0.000493247838638414,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,RBKS,Ribokinase,Inverse variance weighted,5,0.9 [0.85-0.96],0.000523398099849861,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,NCAN,Neurocan core protein,Inverse variance weighted,4,0.8 [0.7-0.91],0.000553841974158371,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,SLIT2,Slit homolog 2 protein,Inverse variance weighted,2,1.57 [1.21-2.02],0.00061883654824196,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,Inverse variance weighted,10,1.08 [1.03-1.12],0.000673814688083925,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MEGF9,Multiple epidermal growth factor-like domains protein 9,Inverse variance weighted,8,1.1 [1.04-1.17],0.0010872983149801,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,Inverse variance weighted,10,0.92 [0.87-0.97],0.00159236750646868,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,PTPRM,Receptor-type tyrosine-protein phosphatase mu,Inverse variance weighted,2,0.68 [0.53-0.87],0.00193962531401788,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CD300A,CMRF35-like molecule 8,Inverse variance weighted,3,1.1 [1.03-1.17],0.00224744785948064,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,TDRKH,Tudor and KH domain-containing protein,Inverse variance weighted,5,0.76 [0.63-0.91],0.00252338923998507,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MME,Neprilysin,Inverse variance weighted,3,1.39 [1.12-1.72],0.00257694563606139,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,SUOX,"Sulfite oxidase, mitochondrial",Wald ratio,1,0.53 [0.35-0.8],0.00260868755688505,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,LMOD1,Leiomodin-1,Inverse variance weighted,5,0.79 [0.68-0.92],0.002764310924528,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CLEC3B,Tetranectin,Inverse variance weighted,6,1.12 [1.04-1.22],0.00333938563947727,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,VSNL1,Visinin-like protein 1,Inverse variance weighted,7,1.14 [1.04-1.24],0.00370577970670847,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CTSS,Cathepsin S,Inverse variance weighted,14,1.06 [1.02-1.11],0.00434339073398834,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,12,0.9 [0.83-0.97],0.00462672499668305,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MYOC,Myocilin,Inverse variance weighted,9,0.92 [0.87-0.98],0.00474243324533297,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,SHBG,Sex hormone-binding globulin,Inverse variance weighted,6,0.91 [0.86-0.97],0.00483759620750543,cis
