Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,EPHB4,Ephrin type-B receptor 4,Wald ratio,1,0.75 [0.6-0.94],0.0128900566874517,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,27,1.07 [1.01-1.14],0.0208585155072706,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,6,0.9 [0.8-1],0.0417833789316525,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,2,0.77 [0.59-1],0.049966019106019,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,1.13 [0.97-1.32],0.116532096854722,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,0.93 [0.85-1.02],0.123422409018293,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,RNASET2,Ribonuclease T2,Inverse variance weighted,14,1.07 [0.98-1.16],0.124588057444181,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.8 [0.59-1.08],0.144761811295734,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,1.27 [0.91-1.76],0.155396272040432,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,CD59,CD59 glycoprotein,Inverse variance weighted,4,0.9 [0.78-1.04],0.161718354767639,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,CD27,CD27 antigen,Inverse variance weighted,9,1.08 [0.96-1.22],0.198766221780419,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,B4GALT1,"Beta-1,4-galactosyltransferase 1",Inverse variance weighted,6,0.92 [0.8-1.05],0.205677405124369,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,12,1.08 [0.95-1.24],0.227687797370597,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,FOLR1,Folate receptor alpha,Inverse variance weighted,5,1.15 [0.92-1.44],0.229025035678133,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,LAYN,Layilin,Inverse variance weighted,20,0.94 [0.85-1.04],0.244389343638421,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.96 [0.9-1.03],0.259999890244097,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,10,1.08 [0.94-1.23],0.279221585354584,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,0.64 [0.28-1.46],0.290993450048793,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,LGALS3,Galectin-3,Inverse variance weighted,25,1.05 [0.96-1.14],0.298085043032509,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,1.17 [0.87-1.58],0.301701380279801,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,2,0.84 [0.57-1.23],0.372096173808969,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,BTN2A1,Butyrophilin subfamily 2 member A1,Wald ratio,1,0.86 [0.58-1.26],0.438650029651553,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,0.95 [0.84-1.08],0.451133425925398,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.23 [0.7-2.13],0.470244140715088,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.95 [0.81-1.12],0.534308087232377,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,0.87 [0.55-1.38],0.563792164689244,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,0.89 [0.59-1.34],0.567849922172665,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,AGRN,Agrin,Inverse variance weighted,17,0.97 [0.86-1.08],0.577163765773904,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,CHGA,Chromogranin-A,Inverse variance weighted,3,1.11 [0.74-1.67],0.603695344262802,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,AMBP,Protein AMBP,Inverse variance weighted,3,1.06 [0.85-1.33],0.609277069941334,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,BSG,Basigin,Wald ratio,1,1.07 [0.83-1.37],0.622206833613618,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,NECTIN4,Nectin-4,Inverse variance weighted,7,1.03 [0.92-1.14],0.635434959370378,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,EFNA4,Ephrin-A4,Inverse variance weighted,3,0.93 [0.67-1.29],0.651435840371962,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,25,1.01 [0.95-1.08],0.656090052385448,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CERVICALGIA,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,1.06 [0.82-1.37],0.669748616473703,cis
