Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_DULC,EFNA1,Ephrin-A1,Inverse variance weighted,11,0.77 [0.66-0.89],0.000514030683507007,cis
Chapter XI Diseases of the digestive system,K11_DULC,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,1.55 [1.15-2.1],0.0043993771436314,cis
Chapter XI Diseases of the digestive system,K11_DULC,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,10,1.28 [1.04-1.57],0.0194483521529466,cis
Chapter XI Diseases of the digestive system,K11_DULC,RNASET2,Ribonuclease T2,Inverse variance weighted,14,1.15 [1.02-1.29],0.0226191738102584,cis
Chapter XI Diseases of the digestive system,K11_DULC,CD302,CD302 antigen,Inverse variance weighted,9,0.83 [0.71-0.98],0.0237099614414163,cis
Chapter XI Diseases of the digestive system,K11_DULC,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,4,0.66 [0.46-0.95],0.0250004571979055,cis
Chapter XI Diseases of the digestive system,K11_DULC,PALM2,Paralemmin-2,Inverse variance weighted,8,0.77 [0.61-0.97],0.0259280048107658,cis
Chapter XI Diseases of the digestive system,K11_DULC,SORCS2,VPS10 domain-containing receptor SorCS2,Inverse variance weighted,21,1.13 [1.01-1.26],0.0277010252007941,cis
Chapter XI Diseases of the digestive system,K11_DULC,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,0.87 [0.77-0.99],0.0282552855992016,cis
Chapter XI Diseases of the digestive system,K11_DULC,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,5,0.78 [0.63-0.98],0.0357327412769276,cis
Chapter XI Diseases of the digestive system,K11_DULC,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,2.37 [1.01-5.56],0.0472509510333061,cis
Chapter XI Diseases of the digestive system,K11_DULC,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,0.47 [0.22-1],0.0494533811651596,cis
Chapter XI Diseases of the digestive system,K11_DULC,OCLN,Occludin,Inverse variance weighted,2,1.41 [0.98-2.02],0.0660582948369166,cis
Chapter XI Diseases of the digestive system,K11_DULC,ITGA5,Integrin alpha-5,Wald ratio,1,0.47 [0.21-1.06],0.0692240525092075,cis
Chapter XI Diseases of the digestive system,K11_DULC,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,8,1.11 [0.99-1.26],0.0805522370937791,cis
Chapter XI Diseases of the digestive system,K11_DULC,CBLIF,Cobalamin binding intrinsic factor,Inverse variance weighted,2,1.59 [0.94-2.68],0.0830469006939918,cis
Chapter XI Diseases of the digestive system,K11_DULC,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,16,1.1 [0.99-1.22],0.0903054130328936,cis
Chapter XI Diseases of the digestive system,K11_DULC,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,0.4 [0.13-1.23],0.10836996652527,cis
Chapter XI Diseases of the digestive system,K11_DULC,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,25,1.06 [0.98-1.14],0.1278062836929,cis
Chapter XI Diseases of the digestive system,K11_DULC,LGALS4,Galectin-4,Inverse variance weighted,4,0.79 [0.59-1.07],0.13003260775489,cis
Chapter XI Diseases of the digestive system,K11_DULC,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,12,0.91 [0.81-1.03],0.132745805753787,cis
Chapter XI Diseases of the digestive system,K11_DULC,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,8,0.9 [0.78-1.03],0.134922509943665,cis
Chapter XI Diseases of the digestive system,K11_DULC,EDN1,Endothelin-1,Inverse variance weighted,3,1.17 [0.95-1.45],0.146841757503672,cis
