Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_STEMI,APOE,Apolipoprotein E,Inverse variance weighted,14,0.84 [0.78-0.9],5.30374182384017e-07,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,3,0.75 [0.59-0.95],0.0164010408593657,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,APOC1,Apolipoprotein C-I,Inverse variance weighted,6,0.62 [0.41-0.95],0.0273990152472616,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,4,1.18 [1-1.4],0.0545115970992275,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,RTN4R,Reticulon-4 receptor,Inverse variance weighted,8,0.88 [0.78-1.01],0.0651254088045121,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,ADIPOQ,Adiponectin,Inverse variance weighted,6,1.22 [0.96-1.56],0.106124918818974,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,LGALS4,Galectin-4,Inverse variance weighted,3,1.36 [0.9-2.05],0.148820647076131,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,3,0.84 [0.66-1.07],0.151020884242735,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,EFNA4,Ephrin-A4,Wald ratio,1,0.47 [0.16-1.39],0.174428774317941,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,APCS,Serum amyloid P-component,Inverse variance weighted,4,0.86 [0.66-1.1],0.227474458081269,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,ANGPTL3,Angiopoietin-related protein 3,Inverse variance weighted,8,1.11 [0.93-1.32],0.245447623309382,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,GDF15,Growth/differentiation factor 15,Inverse variance weighted,10,1.12 [0.91-1.38],0.277123912593858,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,10,0.93 [0.8-1.08],0.343136759491919,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,PRSS8,Prostasin,Inverse variance weighted,4,0.82 [0.55-1.25],0.362445474073899,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,REN,Renin,Inverse variance weighted,3,0.72 [0.36-1.46],0.366534054902502,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,PGF,Placenta growth factor,Inverse variance weighted,2,0.66 [0.26-1.64],0.367107454924871,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,ACE,Angiotensin-converting enzyme,Inverse variance weighted,14,0.94 [0.82-1.08],0.382143562309987,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,FGFBP1,Fibroblast growth factor-binding protein 1,Inverse variance weighted,5,0.86 [0.59-1.24],0.418010562166993,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,HGF,Hepatocyte growth factor,Inverse variance weighted,2,0.78 [0.42-1.44],0.426724718206176,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,VWC2,Brorin,Inverse variance weighted,15,0.95 [0.83-1.08],0.43643300805809,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,3,0.69 [0.26-1.87],0.468505733401594,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,TNFSF10,Tumor necrosis factor ligand superfamily member 10,Inverse variance weighted,3,0.91 [0.69-1.2],0.5007803223063,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,13,0.97 [0.87-1.08],0.541306113170906,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,SHISA5,Protein shisa-5,Inverse variance weighted,3,0.9 [0.64-1.27],0.555947867938837,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,3,0.94 [0.77-1.15],0.560309932020646,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,APOA1,Apolipoprotein A-I,Wald ratio,1,0.66 [0.17-2.64],0.561307758961706,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,7,0.98 [0.84-1.14],0.799037252106713,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.08 [0.55-2.1],0.824193585920423,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,6,0.96 [0.65-1.41],0.843061844475386,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,NPPB,Natriuretic peptides B,Wald ratio,1,0.97 [0.72-1.31],0.850357605708349,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,MMP12,Macrophage metalloelastase,Inverse variance weighted,15,0.99 [0.9-1.1],0.914312629755693,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,11,1 [0.83-1.21],0.965206227458499,cis
Chapter IX Diseases of the circulatory system,I9_STEMI,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,Inverse variance weighted,13,1 [0.83-1.2],0.993856568764663,cis
