Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,19,0.96 [0.94-0.98],0.000178771361577337,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,FOLR1,Folate receptor alpha,Inverse variance weighted,5,1.17 [1.07-1.29],0.000957455900707701,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,Inverse variance weighted,16,0.94 [0.9-0.98],0.00254731394045022,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,22,0.95 [0.92-0.98],0.0035786147959511,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,2,0.82 [0.72-0.94],0.00474492708598092,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,10,0.93 [0.88-0.98],0.00668576256100878,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,10,1.07 [1.01-1.12],0.0119480140076809,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,0.75 [0.6-0.95],0.0182253604657681,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,MMP12,Macrophage metalloelastase,Inverse variance weighted,18,0.97 [0.95-1],0.0185433927140454,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,2,0.85 [0.74-0.98],0.0208924717868985,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,EFNA1,Ephrin-A1,Inverse variance weighted,11,0.95 [0.91-0.99],0.0246826537985768,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,DRAXIN,Draxin,Inverse variance weighted,13,1.04 [1-1.07],0.0332720452392629,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.89 [0.79-0.99],0.0336679987306101,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,6,1.08 [1-1.16],0.0360652867693614,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUEOTH,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,0.96 [0.92-1],0.045200275090398,cis
