Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,GRN,Progranulin,Inverse variance weighted,7,0.92 [0.89-0.95],2.00233011587018e-06,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.91 [0.86-0.96],0.000471014406375358,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,0.8 [0.68-0.94],0.00809626493546749,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,FOLR1,Folate receptor alpha,Inverse variance weighted,5,1.09 [1.02-1.17],0.0105541057707348,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,MMP12,Macrophage metalloelastase,Inverse variance weighted,18,0.98 [0.96-1],0.0110366918322226,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,MDK,Midkine,Inverse variance weighted,4,1.09 [1.02-1.17],0.012193740277055,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,CD302,CD302 antigen,Inverse variance weighted,9,0.96 [0.92-0.99],0.0161529712825912,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,CA12,Carbonic anhydrase 12,Inverse variance weighted,13,1.05 [1.01-1.09],0.0164508164509308,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,2,0.91 [0.84-0.98],0.016942682996056,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TFF3,Trefoil factor 3,Inverse variance weighted,5,1.07 [1.01-1.14],0.0214869866160619,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,5,1.06 [1.01-1.12],0.0258820188342105,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,22,0.97 [0.94-1],0.0271437133258433,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,DCTPP1,dCTP pyrophosphatase 1,Wald ratio,1,0.77 [0.61-0.97],0.0295560176737754,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,7,1.08 [1.01-1.15],0.0328632822966699,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,10,1.04 [1-1.07],0.0365697815130811,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,Inverse variance weighted,13,1.04 [1-1.08],0.0374277812444176,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,IGSF8,Immunoglobulin superfamily member 8,Inverse variance weighted,2,0.93 [0.86-1],0.0420172550328106,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,11,1.04 [1-1.08],0.0488377553808074,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,27,1.02 [1-1.04],0.0493609123996587,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,RSPO3,R-spondin-3,Inverse variance weighted,6,1.06 [1-1.11],0.0498687052333703,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,PGF,Placenta growth factor,Inverse variance weighted,2,1.3 [0.99-1.69],0.0585199653100616,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,SEL1L,Protein sel-1 homolog 1,Wald ratio,1,0.97 [0.93-1],0.0612909834314717,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,KRT19,"Keratin, type I cytoskeletal 19",Wald ratio,1,1.07 [0.99-1.15],0.0684276519185825,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,5,1.05 [1-1.1],0.0713635962822279,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,10,1.05 [1-1.1],0.0763729364645469,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,0.94 [0.87-1.01],0.0783667290451579,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,PDGFRA,Platelet-derived growth factor receptor alpha,Inverse variance weighted,9,1.04 [1-1.08],0.0834068474427862,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,PALM,Paralemmin-1,Inverse variance weighted,6,0.95 [0.9-1.01],0.0915968956652323,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,ADM,Pro-adrenomedullin,Inverse variance weighted,2,1.09 [0.99-1.2],0.0919523047579818,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,14,1.04 [0.99-1.1],0.0941603363680809,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,SMPD1,Sphingomyelin phosphodiesterase,Inverse variance weighted,13,0.95 [0.9-1.01],0.0954441270711043,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.04 [0.99-1.09],0.103567699541575,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,RNASE6,Ribonuclease K6,Inverse variance weighted,15,0.98 [0.96-1],0.110558052375232,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,CCL21,C-C motif chemokine 21,Inverse variance weighted,4,1.07 [0.99-1.15],0.111808628873175,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,FAM3C,Protein FAM3C,Inverse variance weighted,2,1.15 [0.96-1.38],0.118389980515556,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,6,1.04 [0.99-1.09],0.119284004568641,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,LGALS3,Galectin-3,Inverse variance weighted,25,1.02 [0.99-1.05],0.121390762220576,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,1.07 [0.98-1.17],0.121957287633297,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,6,0.98 [0.94-1.01],0.122794201476484,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.14 [0.96-1.34],0.126497380199248,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,4,1.04 [0.99-1.08],0.128775470892068,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,EFNA4,Ephrin-A4,Inverse variance weighted,3,0.93 [0.84-1.02],0.129254500839887,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.93 [0.85-1.02],0.129432509466122,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,ELN,Elastin,Inverse variance weighted,2,1.24 [0.94-1.64],0.13127401510919,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,1.11 [0.96-1.28],0.146068588838279,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,10,0.97 [0.93-1.01],0.148084108487621,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,LRP11,Low-density lipoprotein receptor-related protein 11,Inverse variance weighted,33,0.99 [0.97-1.01],0.150550672382621,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,Inverse variance weighted,11,1.05 [0.98-1.12],0.150967816632857,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,SPON1,Spondin-1,Inverse variance weighted,21,0.98 [0.95-1.01],0.157011318180438,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,RNASE4,Ribonuclease 4,Inverse variance weighted,11,1.02 [0.99-1.05],0.160467584381416,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,10,1.02 [0.99-1.06],0.163613773925908,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,25,0.98 [0.95-1.01],0.164271491088689,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,CCL16,C-C motif chemokine 16,Inverse variance weighted,19,0.99 [0.98-1],0.165001273990413,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,BTN3A2,Butyrophilin subfamily 3 member A2,Inverse variance weighted,4,0.97 [0.93-1.01],0.166902785174155,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,CDNF,Cerebral dopamine neurotrophic factor,Inverse variance weighted,12,1.01 [1-1.03],0.169313100920321,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,THBS2,Thrombospondin-2,Inverse variance weighted,16,0.98 [0.96-1.01],0.17885225395674,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,CCN3,CCN family member 3,Inverse variance weighted,19,0.97 [0.93-1.01],0.181450326703716,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,0.98 [0.95-1.01],0.185472255678602,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,EFNA1,Ephrin-A1,Inverse variance weighted,11,0.98 [0.95-1.01],0.195025170513436,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,1.03 [0.98-1.08],0.195122978074429,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,30,1.02 [0.99-1.04],0.196918880743743,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,OGN,Mimecan,Inverse variance weighted,30,0.99 [0.97-1.01],0.196972512135224,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,1.13 [0.93-1.36],0.210356004443417,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,BSG,Basigin,Wald ratio,1,1.05 [0.97-1.13],0.211164849484026,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.99 [0.97-1.01],0.216532953778965,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SOFTTISSUE,CD70,CD70 antigen,Inverse variance weighted,28,1.01 [0.99-1.03],0.224928195133982,cis
