Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,Inverse variance weighted,13,0.77 [0.66-0.89],0.000428794849829038,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,SULT2A1,Bile salt sulfotransferase,Inverse variance weighted,4,1.31 [1.13-1.53],0.000529157708451372,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,FAS,Tumor necrosis factor receptor superfamily member 6,Inverse variance weighted,9,1.27 [1.1-1.45],0.000822522557891375,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,CLEC1B,C-type lectin domain family 1 member B,Inverse variance weighted,2,0.67 [0.51-0.88],0.00458955150209583,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,KDR,Vascular endothelial growth factor receptor 2,Inverse variance weighted,16,1.13 [1.04-1.23],0.00551356959194952,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,CTSD,Cathepsin D,Inverse variance weighted,17,1.26 [1.07-1.49],0.00612553081287184,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,MPO,Myeloperoxidase,Inverse variance weighted,11,0.84 [0.73-0.95],0.00765883098075628,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,LY9,T-lymphocyte surface antigen Ly-9,Inverse variance weighted,24,1.17 [1.04-1.32],0.00909312583441887,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,HNMT,Histamine N-methyltransferase,Inverse variance weighted,27,0.91 [0.85-0.98],0.0156234860900451,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,DSC2,Desmocollin-2,Inverse variance weighted,9,0.83 [0.72-0.97],0.0183202129624363,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,ADGRG1,Adhesion G-protein coupled receptor G1,Inverse variance weighted,5,0.48 [0.26-0.88],0.0185375097804466,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,FHIT,Bis(5'-adenosyl)-triphosphatase,Inverse variance weighted,2,0.51 [0.29-0.9],0.0202853022321041,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,CCL15,C-C motif chemokine 15,Inverse variance weighted,22,1.06 [1.01-1.12],0.0248587477112297,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,5,0.7 [0.51-0.96],0.0249036133956655,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,EFNA1,Ephrin-A1,Inverse variance weighted,11,1.16 [1.02-1.31],0.0250751448648077,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,LGALS9,Galectin-9,Inverse variance weighted,26,0.88 [0.79-0.99],0.0271227967823732,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,GCNT1,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Inverse variance weighted,18,0.91 [0.84-0.99],0.0322345243655786,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,MZB1,Marginal zone B- and B1-cell-specific protein,Wald ratio,1,0.27 [0.08-0.91],0.0344432820169123,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,SNCG,Gamma-synuclein,Inverse variance weighted,36,1.08 [1.01-1.17],0.0350420171067182,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,PTS,6-pyruvoyl tetrahydrobiopterin synthase,Inverse variance weighted,3,1.25 [1.01-1.53],0.0370960776943785,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,22,0.89 [0.8-0.99],0.0396758750218201,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,7,1.18 [1.01-1.38],0.0397740020597932,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,Inverse variance weighted,24,1.06 [1-1.13],0.0413092854660661,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,ADA2,Adenosine deaminase 2,Inverse variance weighted,8,0.85 [0.73-1],0.043239949250804,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,SCG2,Secretogranin-2,Wald ratio,1,2.65 [1.02-6.91],0.0456261204574926,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,CLEC7A,C-type lectin domain family 7 member A,Inverse variance weighted,25,0.95 [0.89-1],0.0517939972885384,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Wald ratio,1,0.68 [0.46-1.01],0.0531989892527172,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,MFAP4,Microfibril-associated glycoprotein 4,Inverse variance weighted,4,0.83 [0.68-1],0.0559414830728785,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,6,0.78 [0.6-1.01],0.0572019425439319,cis
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,AGRN,Agrin,Inverse variance weighted,17,0.88 [0.77-1],0.0577955303022325,cis
