Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_OESULC,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.31 [0.19-0.5],1.53173110764847e-06,cis
Chapter XI Diseases of the digestive system,K11_OESULC,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.36 [1.08-1.7],0.00858872639988824,cis
Chapter XI Diseases of the digestive system,K11_OESULC,FGF23,Fibroblast growth factor 23,Inverse variance weighted,2,0.51 [0.3-0.85],0.0106659692826002,cis
Chapter XI Diseases of the digestive system,K11_OESULC,TFF2,Trefoil factor 2,Inverse variance weighted,5,1.59 [1.1-2.29],0.0136372841363521,cis
Chapter XI Diseases of the digestive system,K11_OESULC,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,23,0.87 [0.78-0.97],0.0144877734449096,cis
Chapter XI Diseases of the digestive system,K11_OESULC,GRPEL1,"GrpE protein homolog 1, mitochondrial",Wald ratio,1,0.25 [0.08-0.79],0.0187036805706621,cis
Chapter XI Diseases of the digestive system,K11_OESULC,CTSD,Cathepsin D,Inverse variance weighted,17,1.31 [1.04-1.65],0.0209356110037275,cis
Chapter XI Diseases of the digestive system,K11_OESULC,LGALS9,Galectin-9,Inverse variance weighted,26,0.88 [0.77-1],0.0461448037835645,cis
Chapter XI Diseases of the digestive system,K11_OESULC,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,2.35 [0.89-6.23],0.0854717158494191,cis
Chapter XI Diseases of the digestive system,K11_OESULC,AREG,Amphiregulin,Inverse variance weighted,3,0.71 [0.47-1.06],0.0955039803682044,cis
Chapter XI Diseases of the digestive system,K11_OESULC,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,4,0.71 [0.46-1.08],0.109537749556337,cis
Chapter XI Diseases of the digestive system,K11_OESULC,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,25,0.93 [0.85-1.03],0.149461344815518,cis
