Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,0.71 [0.58-0.88],0.00160744469466058,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,ESM1,Endothelial cell-specific molecule 1,Inverse variance weighted,4,1.28 [1.09-1.5],0.00294839134465721,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,RNASE4,Ribonuclease 4,Inverse variance weighted,11,1.17 [1.05-1.31],0.00584897314233988,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,12,1.13 [1.04-1.23],0.00609263863853628,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.91 [0.85-0.97],0.00728163508798386,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,SIGLEC5,Sialic acid-binding Ig-like lectin 5,Inverse variance weighted,30,1.05 [1.01-1.1],0.0079250504812038,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,KLK8,Kallikrein-8,Inverse variance weighted,12,0.87 [0.79-0.96],0.00799593255304975,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,MMP3,Stromelysin-1,Inverse variance weighted,34,0.9 [0.83-0.98],0.00998130175816505,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,16,0.92 [0.86-0.98],0.014651504014397,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,PYY,Peptide YY,Inverse variance weighted,6,0.85 [0.74-0.97],0.0168790984296621,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,DPY30,Protein dpy-30 homolog,Wald ratio,1,0.38 [0.17-0.85],0.0180534173586443,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,MMP8,Neutrophil collagenase,Inverse variance weighted,17,1.1 [1.02-1.19],0.018159248914899,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,LAMA4,Laminin subunit alpha-4,Inverse variance weighted,2,1.27 [1.04-1.55],0.0185175394346086,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,49,1.04 [1.01-1.08],0.0185308956945134,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,PLA2G2A,"Phospholipase A2, membrane associated",Inverse variance weighted,19,0.93 [0.88-0.99],0.0185803800263789,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,PGA4,Pepsin A-4,Inverse variance weighted,2,0.55 [0.33-0.9],0.018623451515616,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,SERPINA3,Alpha-1-antichymotrypsin,Inverse variance weighted,10,0.9 [0.82-0.98],0.0202603637094488,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,1.92 [1.1-3.33],0.0212533766019,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CCL16,C-C motif chemokine 16,Inverse variance weighted,19,0.95 [0.9-0.99],0.0213588042962073,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,6,0.8 [0.65-0.97],0.0253098080569281,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Wald ratio,1,2.99 [1.14-7.81],0.025583353800468,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,7,1.28 [1.03-1.58],0.0264245822793892,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,SEL1L,Protein sel-1 homolog 1,Wald ratio,1,0.88 [0.78-0.99],0.0309142468621233,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,ANXA5,Annexin A5,Inverse variance weighted,2,0.7 [0.5-0.97],0.0334945891561163,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CX3CL1,Fractalkine,Inverse variance weighted,9,1.19 [1.01-1.39],0.0335106211276008,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CD55,Complement decay-accelerating factor,Inverse variance weighted,15,1.09 [1.01-1.17],0.034281043085202,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,TINAGL1,Tubulointerstitial nephritis antigen-like,Inverse variance weighted,3,1.32 [1.02-1.71],0.0355218199863087,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,7,1.12 [1-1.24],0.0442157209610545,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,MMP1,Interstitial collagenase,Inverse variance weighted,31,1.07 [1-1.14],0.0447762042409549,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CA9,Carbonic anhydrase 9,Inverse variance weighted,3,0.78 [0.61-1],0.0478248014500809,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,ALCAM,CD166 antigen,Inverse variance weighted,6,0.8 [0.65-1],0.0482953050439957,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CD300LG,CMRF35-like molecule 9,Inverse variance weighted,6,1.13 [1-1.27],0.0512201931776413,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,8,0.9 [0.82-1],0.0523869137801267,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,22,0.91 [0.82-1],0.0566684134992861,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,10,1.1 [1-1.21],0.0622387542747704,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,CD300LF,CMRF35-like molecule 1,Inverse variance weighted,29,0.95 [0.91-1],0.0636543698468265,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,4,1.12 [0.99-1.26],0.0650565214400564,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,13,0.92 [0.83-1.01],0.0727075194988273,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_CELLULITIS,STC2,Stanniocalcin-2,Inverse variance weighted,3,1.41 [0.97-2.07],0.0734871494626522,cis
