Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.14 [1.06-1.21],0.000193367146705404,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,CD302,CD302 antigen,Inverse variance weighted,9,0.9 [0.85-0.96],0.000774249278113415,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,LRP11,Low-density lipoprotein receptor-related protein 11,Inverse variance weighted,33,0.94 [0.91-0.98],0.00103292807858018,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,EFNA1,Ephrin-A1,Inverse variance weighted,11,0.92 [0.87-0.97],0.00112586638217907,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,PLA2G2A,"Phospholipase A2, membrane associated",Inverse variance weighted,19,0.95 [0.93-0.98],0.00195704921628697,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,14,1.07 [1.02-1.12],0.0023112305610315,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,B4GALT1,"Beta-1,4-galactosyltransferase 1",Inverse variance weighted,6,1.11 [1.04-1.2],0.00254907365160129,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,CLMP,CXADR-like membrane protein,Inverse variance weighted,12,0.93 [0.89-0.98],0.0070796112133297,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,2,0.83 [0.72-0.95],0.00887384185729077,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,CD55,Complement decay-accelerating factor,Inverse variance weighted,15,0.94 [0.9-0.99],0.0147303442597588,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,7,1.06 [1.01-1.13],0.0286837084125665,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,CSTB,Cystatin-B,Inverse variance weighted,28,1.04 [1-1.08],0.0301393638137066,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,1.07 [1.01-1.14],0.0319189689395064,cis
