Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,LAIR2,Leukocyte-associated immunoglobulin-like receptor 2,Inverse variance weighted,32,1.25 [1.1-1.42],0.000611532969499985,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,DKK4,Dickkopf-related protein 4,Inverse variance weighted,4,2.98 [1.57-5.67],0.000852949021471485,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,10,1.59 [1.18-2.15],0.00224930486530988,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,49,1.11 [1.03-1.19],0.0044660399447378,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,15,0.76 [0.63-0.92],0.00497708346593726,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,0.53 [0.34-0.83],0.0054959058394945,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,2,2.41 [1.24-4.68],0.00947933436015086,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SERPINB8,Serpin B8,Inverse variance weighted,28,0.89 [0.82-0.97],0.0108128601536263,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Inverse variance weighted,16,1.56 [1.1-2.21],0.0131280405846316,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PKD2,Polycystin-2,Inverse variance weighted,3,0.31 [0.12-0.8],0.0157565964305342,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,6,0.68 [0.5-0.94],0.0172549261693414,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TINAGL1,Tubulointerstitial nephritis antigen-like,Inverse variance weighted,3,1.95 [1.12-3.4],0.0175617992737289,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,0.6 [0.39-0.91],0.0176889979908398,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,ADGRD1,Adhesion G-protein coupled receptor D1,Inverse variance weighted,22,1.15 [1.02-1.3],0.0214593995450319,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,RBP2,Retinol-binding protein 2,Wald ratio,1,4.14 [1.23-13.95],0.0219699234825363,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SUSD5,Sushi domain-containing protein 5,Inverse variance weighted,22,1.17 [1.02-1.33],0.0229314904173875,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CSTB,Cystatin-B,Inverse variance weighted,28,0.83 [0.71-0.98],0.0236008929727427,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PRSS2,Trypsin-2,Inverse variance weighted,3,0.58 [0.36-0.93],0.0245332634976253,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,EPO,Erythropoietin,Inverse variance weighted,5,0.32 [0.12-0.87],0.0249494344175571,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,4,1.33 [1.04-1.7],0.0251953598369726,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SLURP1,Secreted Ly-6/uPAR-related protein 1,Inverse variance weighted,22,0.83 [0.7-0.98],0.0308083478090103,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SERPINA3,Alpha-1-antichymotrypsin,Inverse variance weighted,10,1.23 [1.02-1.5],0.0322354983968166,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,12,1.28 [1.02-1.62],0.0338156889249058,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,1.66 [1.04-2.65],0.0349732712461788,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PDCD1LG2,Programmed cell death 1 ligand 2,Inverse variance weighted,37,1.17 [1.01-1.35],0.0350355385303931,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,24,1.27 [1.02-1.59],0.0353059904727238,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,MMP12,Macrophage metalloelastase,Inverse variance weighted,18,0.89 [0.79-0.99],0.0376875992952126,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PVR,Poliovirus receptor,Inverse variance weighted,27,0.89 [0.81-0.99],0.0398741697883182,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CCL18,C-C motif chemokine 18,Inverse variance weighted,15,1.14 [1-1.3],0.0437306308127694,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,APOA2,Apolipoprotein A-II,Wald ratio,1,0.32 [0.1-0.97],0.0441056157284016,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,IL5RA,Interleukin-5 receptor subunit alpha,Inverse variance weighted,18,0.87 [0.75-1],0.0450094554226967,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,RTN4R,Reticulon-4 receptor,Inverse variance weighted,15,1.18 [1-1.4],0.0455544363380399,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SBSN,Suprabasin,Inverse variance weighted,17,1.15 [1-1.31],0.0464910803113182,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CAPG,Macrophage-capping protein,Inverse variance weighted,33,0.87 [0.76-1],0.0484597350869249,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,MSLN,Mesothelin,Inverse variance weighted,25,0.87 [0.76-1],0.0494697752168421,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,LBP,Lipopolysaccharide-binding protein,Inverse variance weighted,21,1.13 [1-1.27],0.0511084205991864,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TFF3,Trefoil factor 3,Inverse variance weighted,5,1.49 [1-2.24],0.0521174619538313,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,COCH,Cochlin,Inverse variance weighted,17,0.89 [0.79-1],0.0564927842120992,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,MMP8,Neutrophil collagenase,Inverse variance weighted,17,0.85 [0.72-1.01],0.0580747681669522,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TAFA5,Chemokine-like protein TAFA-5,Inverse variance weighted,10,1.27 [0.99-1.64],0.058854231366915,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CD300C,CMRF35-like molecule 6,Inverse variance weighted,12,0.88 [0.77-1],0.0589341037261237,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,Wald ratio,1,1.27 [0.99-1.63],0.0593282595466762,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,Inverse variance weighted,37,1.15 [0.99-1.32],0.0593416975252517,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,BSG,Basigin,Wald ratio,1,0.6 [0.35-1.02],0.0600704828695666,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,LY96,Lymphocyte antigen 96,Inverse variance weighted,3,2.14 [0.97-4.74],0.0605024655313859,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,FGF21,Fibroblast growth factor 21,Inverse variance weighted,2,1.8 [0.97-3.34],0.0615078397909398,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CD300A,CMRF35-like molecule 8,Inverse variance weighted,5,1.29 [0.99-1.69],0.062262454756044,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,GRPEL1,"GrpE protein homolog 1, mitochondrial",Wald ratio,1,0.27 [0.07-1.07],0.0624678892209034,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,USP28,Ubiquitin carboxyl-terminal hydrolase 28,Inverse variance weighted,2,0.46 [0.21-1.05],0.0660067811635539,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,MFGE8,Lactadherin,Inverse variance weighted,11,0.82 [0.66-1.02],0.0685556060895449,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CRH,Corticoliberin,Inverse variance weighted,11,1.2 [0.99-1.47],0.0694105929471573,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,GRN,Progranulin,Inverse variance weighted,7,0.8 [0.63-1.02],0.0696549755969922,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,FCER2,Low affinity immunoglobulin epsilon Fc receptor,Inverse variance weighted,11,1.2 [0.98-1.47],0.0714180722354644,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,0.41 [0.15-1.08],0.0723020095565679,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,KLRK1,NKG2-D type II integral membrane protein,Inverse variance weighted,19,0.86 [0.73-1.01],0.0731657084208131,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,46,1.09 [0.99-1.19],0.0732893866356189,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CD302,CD302 antigen,Inverse variance weighted,9,0.8 [0.62-1.02],0.0733836828728866,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SPINT2,Kunitz-type protease inhibitor 2,Inverse variance weighted,4,1.41 [0.96-2.07],0.0763204529188773,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,1.57 [0.95-2.58],0.0766537532310359,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,7,0.66 [0.42-1.05],0.0772303026679343,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,14,1.45 [0.96-2.2],0.0775060680879101,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Wald ratio,1,0.18 [0.03-1.23],0.0798297119452361,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PRELP,Prolargin,Inverse variance weighted,9,1.21 [0.98-1.51],0.081198767722959,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,VWC2,Brorin,Inverse variance weighted,22,1.18 [0.98-1.42],0.0815309555300414,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,COL5A1,Collagen alpha-1(V) chain,Inverse variance weighted,8,0.81 [0.63-1.03],0.0827504893309131,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CD2,T-cell surface antigen CD2,Wald ratio,1,0.18 [0.02-1.27],0.084667600081867,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,AHNAK,Neuroblast differentiation-associated protein AHNAK,Inverse variance weighted,3,0.56 [0.29-1.08],0.0851294351593895,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SPON1,Spondin-1,Inverse variance weighted,21,1.17 [0.98-1.41],0.0874900286335079,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,RTBDN,Retbindin,Inverse variance weighted,3,1.56 [0.93-2.61],0.0896363099341416,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,NOTCH1,Neurogenic locus notch homolog protein 1,Inverse variance weighted,4,1.93 [0.9-4.17],0.0918555105768983,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,ANGPTL1,Angiopoietin-related protein 1,Inverse variance weighted,14,1.18 [0.97-1.43],0.0923889789659233,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,GM2A,Ganglioside GM2 activator,Inverse variance weighted,24,1.1 [0.98-1.24],0.0945958447885709,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,NXPH3,Neurexophilin-3,Inverse variance weighted,11,1.2 [0.97-1.49],0.0961903414673592,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PKD1,Polycystin-1,Inverse variance weighted,12,1.24 [0.96-1.59],0.0974671150280778,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,10,1.29 [0.95-1.73],0.0995451208147215,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,ROBO1,Roundabout homolog 1,Inverse variance weighted,10,0.74 [0.52-1.06],0.100787065404189,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,1.29 [0.95-1.75],0.101764385682691,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,0.84 [0.68-1.03],0.101810202469572,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SLAMF1,Signaling lymphocytic activation molecule,Inverse variance weighted,2,1.55 [0.91-2.61],0.104463644759095,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CD83,CD83 antigen,Inverse variance weighted,5,1.36 [0.94-1.97],0.106094212743879,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SPINK6,Serine protease inhibitor Kazal-type 6,Inverse variance weighted,12,0.79 [0.59-1.05],0.10623666376728,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,ITGAV,Integrin alpha-V,Inverse variance weighted,5,1.71 [0.89-3.3],0.1068018221853,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor,Inverse variance weighted,9,1.2 [0.96-1.49],0.108001081953075,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,NPTXR,Neuronal pentraxin receptor,Inverse variance weighted,11,1.07 [0.99-1.16],0.108032876853906,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,FGF5,Fibroblast growth factor 5,Inverse variance weighted,36,1.11 [0.98-1.25],0.109827906907403,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,17,0.85 [0.69-1.04],0.111491534703946,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,AXL,Tyrosine-protein kinase receptor UFO,Inverse variance weighted,8,0.8 [0.61-1.05],0.112112061828636,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PLIN3,Perilipin-3,Wald ratio,1,2.29 [0.82-6.36],0.112404646933598,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,28,0.89 [0.78-1.03],0.113350476274461,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,Wald ratio,1,1.65 [0.89-3.08],0.113544285710542,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SIGLEC5,Sialic acid-binding Ig-like lectin 5,Inverse variance weighted,30,1.06 [0.98-1.15],0.115723725364137,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,ANGPT2,Angiopoietin-2,Inverse variance weighted,4,0.76 [0.53-1.07],0.117970534481306,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,PCDH1,Protocadherin-1,Wald ratio,1,0.49 [0.2-1.21],0.121873054507168,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,0.81 [0.61-1.06],0.122399423954233,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,F3,Tissue factor,Inverse variance weighted,11,0.81 [0.61-1.06],0.122866238612116,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,NUCB2,Nucleobindin-2,Inverse variance weighted,24,0.87 [0.73-1.04],0.124052776420174,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,CRTAM,Cytotoxic and regulatory T-cell molecule,Inverse variance weighted,15,0.87 [0.74-1.04],0.125186593820575,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,TNFRSF10C,Tumor necrosis factor receptor superfamily member 10C,Inverse variance weighted,11,0.82 [0.64-1.06],0.125444000813596,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,1.72 [0.86-3.45],0.12572443654395,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERKALAEMIA,JAM2,Junctional adhesion molecule B,Inverse variance weighted,2,2.72 [0.76-9.8],0.125726936450834,cis
