Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,5,1.08 [1.03-1.12],0.000280947134755137,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CCL16,C-C motif chemokine 16,Inverse variance weighted,19,1.05 [1.02-1.08],0.000489534034684786,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,GHR,Growth hormone receptor,Inverse variance weighted,38,1.04 [1.02-1.06],0.000647052329019044,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,SEMA3F,Semaphorin-3F,Inverse variance weighted,15,1.22 [1.09-1.37],0.000683633414037596,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.85 [0.77-0.93],0.000820561980766849,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CCL27,C-C motif chemokine 27,Inverse variance weighted,4,1.14 [1.05-1.23],0.00093424006842742,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CRELD1,Protein disulfide isomerase CRELD1,Inverse variance weighted,34,1.06 [1.02-1.1],0.00188314242045517,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,1.19 [1.07-1.32],0.00196748321915315,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,8,0.84 [0.75-0.94],0.00268530898953426,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,PRND,Prion-like protein doppel,Inverse variance weighted,9,0.93 [0.88-0.97],0.00283253536587311,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,RARRES1,Retinoic acid receptor responder protein 1,Inverse variance weighted,28,1.05 [1.01-1.08],0.0038871161740926,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,SEZ6L2,Seizure 6-like protein 2,Inverse variance weighted,5,0.89 [0.81-0.96],0.00539958233454227,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,SUSD2,Sushi domain-containing protein 2,Inverse variance weighted,16,0.96 [0.94-0.99],0.00751668979159778,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CCL19,C-C motif chemokine 19,Inverse variance weighted,2,0.78 [0.66-0.94],0.00796382312787482,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,LAMA4,Laminin subunit alpha-4,Inverse variance weighted,2,0.87 [0.78-0.96],0.00868746796246329,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,TMSB10,Thymosin beta-10,Wald ratio,1,1.55 [1.12-2.14],0.00877712621301418,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,GFRA2,GDNF family receptor alpha-2,Inverse variance weighted,21,1.05 [1.01-1.09],0.00886947918422239,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,3,1.32 [1.07-1.63],0.00906035730977394,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,INSL4,Early placenta insulin-like peptide,Inverse variance weighted,2,0.86 [0.76-0.96],0.00947852341119718,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,NELL1,Protein kinase C-binding protein NELL1,Inverse variance weighted,10,1.06 [1.02-1.11],0.00950102919448687,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,EDAR,Tumor necrosis factor receptor superfamily member EDAR,Inverse variance weighted,16,1.06 [1.01-1.1],0.011599561964793,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,ATOX1,Copper transport protein ATOX1,Wald ratio,1,0.72 [0.55-0.93],0.0136855574832389,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,FABP2,"Fatty acid-binding protein, intestinal",Inverse variance weighted,3,1.11 [1.02-1.2],0.0139085338050136,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,PROS1,Vitamin K-dependent protein S,Inverse variance weighted,8,0.85 [0.74-0.97],0.0140430478524686,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,REN,Renin,Inverse variance weighted,4,1.09 [1.02-1.16],0.0146238056825202,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,C7,Complement component C7,Inverse variance weighted,38,1.03 [1.01-1.05],0.0156102749643955,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,PDZK1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,Wald ratio,1,1.23 [1.04-1.46],0.0157530957353281,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,PCDHB15,Protocadherin beta-15,Inverse variance weighted,29,1.04 [1.01-1.08],0.0158075211929563,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,0.86 [0.75-0.97],0.0172831986584193,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,GRN,Progranulin,Inverse variance weighted,7,1.08 [1.01-1.14],0.0173587811571195,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,SDC1,Syndecan-1,Inverse variance weighted,2,1.18 [1.03-1.35],0.0177961867168176,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,GRP,Gastrin-releasing peptide,Inverse variance weighted,12,0.96 [0.92-0.99],0.0182106426232904,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,TPP1,Tripeptidyl-peptidase 1,Inverse variance weighted,6,0.86 [0.76-0.98],0.0183068091759227,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CD72,B-cell differentiation antigen CD72,Inverse variance weighted,3,0.86 [0.77-0.98],0.0184035728494182,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,5,0.91 [0.85-0.99],0.0195250543974103,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,TFPI,Tissue factor pathway inhibitor,Inverse variance weighted,26,1.07 [1.01-1.13],0.0197195814188205,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,MMP3,Stromelysin-1,Inverse variance weighted,34,0.95 [0.91-0.99],0.020299553443353,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.44 [1.06-1.97],0.0203806106233585,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,ICAM3,Intercellular adhesion molecule 3,Inverse variance weighted,10,1.1 [1.01-1.19],0.0209901421553769,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,XCL1,Lymphotactin,Inverse variance weighted,31,0.97 [0.94-0.99],0.0211112821383062,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,SIGLEC10,Sialic acid-binding Ig-like lectin 10,Inverse variance weighted,14,0.96 [0.93-0.99],0.0213707112528793,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,Inverse variance weighted,10,1.07 [1.01-1.14],0.0216796419927382,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,KLK10,Kallikrein-10,Inverse variance weighted,15,0.94 [0.9-0.99],0.0216905241525123,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,COL15A1,Collagen alpha-1(XV) chain,Inverse variance weighted,8,1.1 [1.01-1.2],0.0232027630670011,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,27,1.05 [1.01-1.09],0.024522376856508,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,6,1.03 [1-1.06],0.0247442057969428,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,DKK3,Dickkopf-related protein 3,Inverse variance weighted,13,1.05 [1.01-1.09],0.0251754368547082,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,5,0.91 [0.83-0.99],0.0253364687227076,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,FGF5,Fibroblast growth factor 5,Inverse variance weighted,36,1.04 [1-1.07],0.0278991557441395,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,MTUS1,Microtubule-associated tumor suppressor 1,Inverse variance weighted,5,1.13 [1.01-1.26],0.0284629753194139,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CDH2,Cadherin-2,Inverse variance weighted,3,1.24 [1.02-1.51],0.0286503150338567,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,INHBB,Inhibin beta B chain,Inverse variance weighted,10,0.93 [0.88-0.99],0.0310131059060475,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,ASGR2,Asialoglycoprotein receptor 2,Inverse variance weighted,12,0.93 [0.86-0.99],0.0311162071089077,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,WFDC1,WAP four-disulfide core domain protein 1,Inverse variance weighted,6,0.94 [0.89-0.99],0.0319776951792422,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,8,0.94 [0.89-0.99],0.0323154418972051,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,12,0.95 [0.91-1],0.032911468531138,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,FCRLB,Fc receptor-like B,Inverse variance weighted,61,1.03 [1-1.05],0.0332827386683742,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,THBD,Thrombomodulin,Inverse variance weighted,5,1.1 [1.01-1.21],0.0346233628317787,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Inverse variance weighted,30,0.97 [0.94-1],0.0350237155477521,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,SLAMF7,SLAM family member 7,Inverse variance weighted,20,0.97 [0.94-1],0.0401613694754481,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,9,0.93 [0.87-1],0.0413063717195645,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CA12,Carbonic anhydrase 12,Inverse variance weighted,13,1.07 [1-1.14],0.0442640748377821,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,IL15RA,Interleukin-15 receptor subunit alpha,Inverse variance weighted,14,0.95 [0.9-1],0.0446904005592916,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CDNF,Cerebral dopamine neurotrophic factor,Inverse variance weighted,12,1.03 [1-1.06],0.0446988607772462,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,LGALS9,Galectin-9,Inverse variance weighted,26,1.04 [1-1.08],0.0449029208945122,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,11,1.07 [1-1.15],0.0465871584596565,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,LPCAT2,Lysophosphatidylcholine acyltransferase 2,Inverse variance weighted,5,0.9 [0.81-1],0.0470127101650193,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,BGLAP,Osteocalcin,Inverse variance weighted,2,0.71 [0.51-1],0.0471430611393591,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,AFM,Afamin,Inverse variance weighted,5,0.86 [0.74-1],0.048612763754839,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,0.9 [0.8-1],0.0491703096230095,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,PRTG,Protogenin,Inverse variance weighted,19,1.03 [1-1.07],0.0499311091362433,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,EFCAB14,EF-hand calcium-binding domain-containing protein 14,Inverse variance weighted,3,0.82 [0.67-1],0.0504910817463403,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,F7,Coagulation factor VII,Inverse variance weighted,21,1.05 [1-1.11],0.0508893975869166,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,0.78 [0.6-1],0.0510512194132108,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,IL17C,Interleukin-17C,Inverse variance weighted,3,0.87 [0.76-1],0.0532187721940298,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,COL5A1,Collagen alpha-1(V) chain,Inverse variance weighted,8,0.92 [0.85-1],0.0534926390665841,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,KLK11,Kallikrein-11,Inverse variance weighted,6,1.04 [1-1.08],0.0542697617607613,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,BTN3A2,Butyrophilin subfamily 3 member A2,Inverse variance weighted,4,0.93 [0.86-1],0.0559075282646669,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,LECT2,Leukocyte cell-derived chemotaxin-2,Inverse variance weighted,44,1.03 [1-1.05],0.0571549102696753,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,TCN2,Transcobalamin-2,Inverse variance weighted,34,1.03 [1-1.06],0.0587684470481449,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,Inverse variance weighted,11,0.89 [0.79-1],0.0596336271103344,cis
Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,CD300LG,CMRF35-like molecule 9,Inverse variance weighted,6,1.07 [1-1.14],0.0600584395396796,cis
