Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,4,0.42 [0.14-1.31],0.134872016641263,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,PRELP,Prolargin,Inverse variance weighted,9,0.66 [0.38-1.14],0.139905661325864,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,3,0.53 [0.12-2.32],0.39755894374779,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,CD302,CD302 antigen,Inverse variance weighted,9,1.11 [0.64-1.9],0.712418470123129,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,HSPB6,Heat shock protein beta-6,Wald ratio,1,1.48 [0.05-42.21],0.817592567686918,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,KLK4,Kallikrein-4,Inverse variance weighted,17,1 [0.75-1.33],0.974770937112899,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,CD302,CD302 antigen,Inverse variance weighted,11,1.87 [0.94-3.69],0.0727640894041932,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,DCN,Decorin,Inverse variance weighted,2,0.17 [0.02-1.77],0.139149643800422,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,MYL3,Myosin light chain 3,Inverse variance weighted,14,0.65 [0.32-1.32],0.231038162249775,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,KLK4,Kallikrein-4,Inverse variance weighted,5,0.37 [0.04-3.53],0.388769944088897,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,2,2.34 [0.15-37.54],0.548754202928917,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,6,1.32 [0.37-4.7],0.665621233184207,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,HSPB6,Heat shock protein beta-6,Inverse variance weighted,4,1.23 [0.33-4.52],0.756031647132851,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,PRELP,Prolargin,Inverse variance weighted,5,0.88 [0.05-17.09],0.932197425895847,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_CRYSTALARTH,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,1.01 [0.1-10.1],0.996297256927946,trans
