Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,4,0.13 [0.02-0.83],0.0305791886663609,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,0.64 [0.37-1.1],0.107822833361126,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,MZB1,Marginal zone B- and B1-cell-specific protein,Wald ratio,1,0 [0-4.96],0.126651271711451,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,LIPF,Gastric triacylglycerol lipase,Inverse variance weighted,18,0.58 [0.26-1.3],0.185078602023626,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,23,0.69 [0.36-1.36],0.287186375266142,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,CA9,Carbonic anhydrase 9,Inverse variance weighted,3,2.42 [0.42-13.96],0.322936953251943,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,2,1.91 [0.41-8.77],0.40806483608373,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,CHGA,Chromogranin-A,Inverse variance weighted,3,0.62 [0.16-2.48],0.503428073747242,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,CBLIF,Cobalamin binding intrinsic factor,Inverse variance weighted,2,2.34 [0.14-39.53],0.555791826861551,cis
Chapter XI Diseases of the digestive system,DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,1.63 [0.28-9.36],0.583401988745503,cis
