Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CLMP,CXADR-like membrane protein,Inverse variance weighted,12,0.92 [0.88-0.97],0.000562538395574584,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,1.24 [1.09-1.42],0.000925943982729035,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,GRN,Progranulin,Inverse variance weighted,7,0.92 [0.86-0.97],0.00525342427062314,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,0.93 [0.89-0.98],0.00861843180830956,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,EFNA1,Ephrin-A1,Inverse variance weighted,11,1.07 [1.02-1.13],0.00926207834270096,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,PSG1,Pregnancy-specific beta-1-glycoprotein 1,Inverse variance weighted,55,0.98 [0.96-1],0.0141386639543057,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,1.07 [1.01-1.14],0.0165111964340429,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CA9,Carbonic anhydrase 9,Inverse variance weighted,3,0.88 [0.78-0.98],0.0202004227745836,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CRYBB2,Beta-crystallin B2,Wald ratio,1,0.75 [0.59-0.96],0.0218074362628043,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,KLK4,Kallikrein-4,Inverse variance weighted,17,1.04 [1-1.08],0.031245083504526,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,MUC13,Mucin-13,Inverse variance weighted,9,1.07 [1-1.15],0.0360204631625647,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,C7,Complement component C7,Inverse variance weighted,38,1.02 [1-1.04],0.040113813426829,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CD74,HLA class II histocompatibility antigen gamma chain,Wald ratio,1,1.49 [1.02-2.19],0.0411795515287712,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,NCAN,Neurocan core protein,Inverse variance weighted,3,0.86 [0.74-0.99],0.0424357652302711,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,RNASET2,Ribonuclease T2,Inverse variance weighted,14,1.04 [1-1.08],0.0426023856053475,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,MDK,Midkine,Inverse variance weighted,4,1.12 [1-1.25],0.046142048493965,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,LGALS1,Galectin-1,Inverse variance weighted,6,0.95 [0.91-1],0.0474885453478395,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,NFASC,Neurofascin,Inverse variance weighted,15,0.96 [0.92-1],0.0556586442860621,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,3,1.14 [1-1.31],0.0575520279205896,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,ADGRE5,Adhesion G protein-coupled receptor E5,Inverse variance weighted,8,0.95 [0.9-1],0.0589693502018849,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,0.97 [0.94-1],0.0597478561467994,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CHGA,Chromogranin-A,Inverse variance weighted,3,0.92 [0.85-1],0.0607834078467074,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,2,1.21 [0.99-1.48],0.0653094201194579,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,5,0.92 [0.84-1.01],0.0656336057459559,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,DTNB,Dystrobrevin beta,Inverse variance weighted,2,0.71 [0.5-1.02],0.0656497741529161,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,AOC3,Membrane primary amine oxidase,Inverse variance weighted,18,0.97 [0.94-1],0.0769795552095694,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,11,1.07 [0.99-1.15],0.0889844620542401,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,KLK11,Kallikrein-11,Inverse variance weighted,6,1.03 [0.99-1.07],0.0947324438825604,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,8,0.96 [0.92-1.01],0.0960196672367832,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,4,0.89 [0.77-1.02],0.0978937188466121,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,44,0.98 [0.95-1],0.100261975211288,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,46,1.02 [1-1.04],0.101756376178511,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,1.18 [0.97-1.44],0.104393599521753,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",Inverse variance weighted,28,0.98 [0.95-1],0.107290153933993,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,YAP1,Transcriptional coactivator YAP1,Wald ratio,1,1.24 [0.95-1.62],0.107828555250267,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,OGN,Mimecan,Inverse variance weighted,30,1.03 [0.99-1.06],0.118802440265894,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.9 [0.78-1.03],0.121389463200154,cis
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,29,0.98 [0.96-1.01],0.126578547973849,cis
