Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,1.32 [1.03-1.69],0.0256097459600937,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,TG,Thyroglobulin,Inverse variance weighted,2,4.32 [0.43-43],0.212414914491966,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,0.75 [0.46-1.22],0.242424249995091,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,25,0.98 [0.92-1.04],0.502577018075062,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,CD302,CD302 antigen,Inverse variance weighted,9,1 [0.87-1.14],0.968164967573819,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,TG,Thyroglobulin,Inverse variance weighted,36,4.24 [2.61-6.9],5.64350516906964e-09,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,TSHB,Thyrotropin subunit beta,Inverse variance weighted,31,0.25 [0.14-0.44],1.49773095668653e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,1.3 [0.79-2.15],0.303676708163411,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,0.98 [0.92-1.04],0.499935402443705,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,CD302,CD302 antigen,Inverse variance weighted,11,0.96 [0.79-1.17],0.681615002652395,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GOITREMULTINOD,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,8,1.02 [0.76-1.37],0.893803037618611,trans
