Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,ANGPT2,Angiopoietin-2,Inverse variance weighted,4,1.49 [0.96-2.33],0.0772750681307334,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,CCN3,CCN family member 3,Inverse variance weighted,19,1.3 [0.96-1.75],0.0856688869907879,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,PGF,Placenta growth factor,Inverse variance weighted,2,0.14 [0.01-1.66],0.118623201352628,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,7,0.62 [0.34-1.16],0.133915436103312,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,12,0.7 [0.43-1.12],0.13535964111346,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,1.28 [0.9-1.81],0.170057146079219,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,7,1.19 [0.89-1.58],0.243849460665129,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,TFF3,Trefoil factor 3,Inverse variance weighted,5,0.67 [0.33-1.34],0.25416475320565,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.69 [0.36-1.31],0.254568416665133,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,9,0.82 [0.58-1.16],0.262069037526427,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,1.23 [0.82-1.86],0.316780614719143,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,EPHB4,Ephrin type-B receptor 4,Wald ratio,1,0.75 [0.41-1.37],0.349789966452186,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,1.64 [0.54-5.02],0.381903105664346,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,6,0.87 [0.62-1.22],0.434621754404081,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,10,0.92 [0.73-1.15],0.454388329767031,cis
Chapter IX Diseases of the circulatory system,I9_LYMPHOTH,LAYN,Layilin,Inverse variance weighted,20,1.09 [0.82-1.43],0.558344379966438,cis
