Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,INHBC,Inhibin beta C chain,Inverse variance weighted,13,0.93 [0.86-1],0.0402722389723657,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,16,0.94 [0.87-1.01],0.0987142609291737,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,CTSZ,Cathepsin Z,Wald ratio,1,0.51 [0.22-1.19],0.120025472094879,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,NECTIN4,Nectin-4,Inverse variance weighted,6,0.92 [0.83-1.02],0.123781138232877,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,CD302,CD302 antigen,Inverse variance weighted,6,0.92 [0.82-1.03],0.16053165904667,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,NPPC,C-type natriuretic peptide,Wald ratio,1,1.65 [0.74-3.7],0.222645694204522,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,4,0.87 [0.69-1.11],0.266747756693698,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,CALCA,Calcitonin,Inverse variance weighted,3,1.27 [0.81-2.02],0.300064045718919,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,GDF15,Growth/differentiation factor 15,Inverse variance weighted,10,1.06 [0.95-1.18],0.309496135414916,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,5,0.92 [0.78-1.09],0.335016148397258,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,CALB1,Calbindin,Wald ratio,1,0.78 [0.41-1.48],0.449112798298678,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,3,0.94 [0.8-1.11],0.483102522061081,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,WFDC2,WAP four-disulfide core domain protein 2,Wald ratio,1,0.87 [0.56-1.35],0.533628233211425,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,1.09 [0.81-1.47],0.558620159156682,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,PGF,Placenta growth factor,Inverse variance weighted,2,1.17 [0.66-2.06],0.589858089216858,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,STC1,Stanniocalcin-1,Inverse variance weighted,2,1.31 [0.48-3.52],0.597231854489428,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,5,1.03 [0.91-1.16],0.677471676477668,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.03 [0.88-1.22],0.694355911572803,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,MMP7,Matrilysin,Inverse variance weighted,9,1.02 [0.93-1.12],0.737377607820823,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,ITGAV,Integrin alpha-V,Inverse variance weighted,5,0.97 [0.79-1.19],0.751550015216315,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,SPP1,Osteopontin,Inverse variance weighted,7,0.98 [0.78-1.22],0.845702464237368,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,6,1.01 [0.85-1.2],0.87561233469369,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,PON3,Serum paraoxonase/lactonase 3,Inverse variance weighted,4,1.01 [0.9-1.12],0.879757417794721,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,HGF,Hepatocyte growth factor,Inverse variance weighted,2,1.02 [0.74-1.42],0.887340887134099,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,AGRN,Agrin,Inverse variance weighted,6,1.01 [0.91-1.11],0.895802385433301,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,SCG2,Secretogranin-2,Wald ratio,1,0.96 [0.45-2.03],0.908762573457246,cis
Chapter XIV Diseases of the genitourinary system,N14_UROLITHIASIS,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,1.02 [0.56-1.84],0.951852390859587,cis
