Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_STOMATITIS,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,0.85 [0.62-1.18],0.343735253361778,cis
Chapter XI Diseases of the digestive system,K11_STOMATITIS,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,2,1.12 [0.79-1.59],0.520175106642509,cis
Chapter XI Diseases of the digestive system,K11_STOMATITIS,RNASET2,Ribonuclease T2,Inverse variance weighted,14,1.04 [0.92-1.18],0.526910804012639,cis
Chapter XI Diseases of the digestive system,K11_STOMATITIS,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,4,0.87 [0.53-1.43],0.590572306839215,cis
Chapter XI Diseases of the digestive system,K11_STOMATITIS,IL15,Interleukin-15,Wald ratio,1,2.21 [0.01-536.55],0.777752174328328,cis
Chapter XI Diseases of the digestive system,K11_STOMATITIS,IL15,Interleukin-15,Inverse variance weighted,35,0.81 [0.68-0.97],0.0184268898942467,trans
Chapter XI Diseases of the digestive system,K11_STOMATITIS,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,5,0.6 [0.33-1.08],0.0871772275128358,trans
Chapter XI Diseases of the digestive system,K11_STOMATITIS,RNASET2,Ribonuclease T2,Inverse variance weighted,10,0.85 [0.65-1.11],0.234285748030719,trans
Chapter XI Diseases of the digestive system,K11_STOMATITIS,GDF15,Growth/differentiation factor 15,Wald ratio,1,0.81 [0.15-4.33],0.808046319629107,trans
Chapter XI Diseases of the digestive system,K11_STOMATITIS,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,0.98 [0.81-1.2],0.867789959055897,trans
