Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,5,1.43 [0.98-2.09],0.0640648095911748,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,2 [0.9-4.47],0.0890131740866912,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,1.36 [0.91-2.02],0.13438591362848,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,10,1.12 [0.94-1.34],0.215941344800877,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,CCN3,CCN family member 3,Inverse variance weighted,19,0.92 [0.81-1.05],0.23654595209568,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,1.1 [0.94-1.3],0.241827635817917,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,1.16 [0.89-1.51],0.277236397681168,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,EFNA4,Ephrin-A4,Inverse variance weighted,3,0.83 [0.54-1.26],0.375322783889145,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,4,1.17 [0.77-1.76],0.470611096816046,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,SHISA5,Protein shisa-5,Inverse variance weighted,5,0.85 [0.54-1.33],0.47795645545284,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,15,0.98 [0.87-1.1],0.707182613779313,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,10,0.69 [0.49-0.98],0.0372009324680478,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,13,1.31 [0.98-1.74],0.0674918135545846,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.36 [0.95-1.95],0.0961874545694405,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,SHISA5,Protein shisa-5,Inverse variance weighted,12,1.35 [0.94-1.94],0.105312492560493,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,GDF15,Growth/differentiation factor 15,Wald ratio,1,0.47 [0.12-1.77],0.263982862549598,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.16 [0.86-1.58],0.332469572485351,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,6,1.21 [0.79-1.85],0.386043235731855,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,3,0.69 [0.28-1.71],0.419795515634415,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,24,1.12 [0.83-1.51],0.441060197886389,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,CCN3,CCN family member 3,Inverse variance weighted,17,0.96 [0.84-1.1],0.584016671951832,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,3,1.04 [0.65-1.66],0.875591616599291,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,EFNA4,Ephrin-A4,Inverse variance weighted,2,1.03 [0.61-1.75],0.902671231255933,trans
