Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,SPON1,Spondin-1,Inverse variance weighted,21,1.31 [1-1.71],0.0467278849386362,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,AREG,Amphiregulin,Inverse variance weighted,3,1.96 [0.97-3.94],0.0595444004319462,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.42 [0.16-1.1],0.07661553071889,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,VCAN,Versican core protein,Inverse variance weighted,31,1.15 [0.95-1.38],0.147468860203251,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,5,0.71 [0.44-1.13],0.148474841984128,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,1.57 [0.84-2.93],0.154477528361039,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,1.36 [0.88-2.11],0.168353010915411,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,CHGA,Chromogranin-A,Inverse variance weighted,3,1.58 [0.81-3.09],0.183150493683611,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,LGALS9,Galectin-9,Inverse variance weighted,26,0.86 [0.69-1.08],0.20178576944924,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,CBLN4,Cerebellin-4,Inverse variance weighted,11,0.76 [0.49-1.18],0.221924593788032,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,CCL7,C-C motif chemokine 7,Inverse variance weighted,3,0.38 [0.08-1.84],0.229020578400683,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,2,0.46 [0.12-1.71],0.247806514553015,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,14,0.82 [0.58-1.16],0.255506562809343,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,SIGLEC1,Sialoadhesin,Inverse variance weighted,20,0.87 [0.67-1.12],0.276530980976667,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,ZBTB17,Zinc finger and BTB domain-containing protein 17,Wald ratio,1,0.29 [0.03-2.94],0.293638530797124,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,25,0.89 [0.71-1.11],0.295423631352365,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,ADA2,Adenosine deaminase 2,Inverse variance weighted,8,0.81 [0.54-1.22],0.314516121615787,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,C1QA,Complement C1q subcomponent subunit A,Inverse variance weighted,15,1.16 [0.85-1.58],0.340345307299994,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,6,1.15 [0.83-1.59],0.415298878032903,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.99 [0.37-10.77],0.42565499876503,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,5,1.25 [0.7-2.24],0.454589670985587,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,6,1.37 [0.59-3.17],0.458356993515585,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,2,0.66 [0.22-1.99],0.463074600515857,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,30,1.07 [0.88-1.29],0.494027665922561,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,DSC2,Desmocollin-2,Inverse variance weighted,9,1.14 [0.77-1.69],0.504768480889313,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,13,0.91 [0.7-1.2],0.518464556485298,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,1.07 [0.87-1.32],0.536739754503039,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,SDC1,Syndecan-1,Inverse variance weighted,2,1.34 [0.51-3.48],0.552359973828281,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,15,1.08 [0.82-1.43],0.569955182358677,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,MRC1,Macrophage mannose receptor 1,Inverse variance weighted,7,0.84 [0.44-1.57],0.578825008052881,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,TFF3,Trefoil factor 3,Inverse variance weighted,5,0.84 [0.46-1.55],0.580473101118374,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,7,0.83 [0.42-1.62],0.582695775724,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.83 [0.42-1.64],0.587938353825968,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,1.22 [0.59-2.5],0.590664353906429,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,ADIPOQ,Adiponectin,Inverse variance weighted,13,1.1 [0.76-1.59],0.609180213397644,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,17,1.07 [0.82-1.41],0.612966072347067,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,IL15,Interleukin-15,Wald ratio,1,0.11 [0-2902.72],0.673428336992092,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,SPON2,Spondin-2,Inverse variance weighted,4,1.1 [0.7-1.75],0.675846424206775,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,14,0.9 [0.54-1.49],0.67819031623965,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,LAYN,Layilin,Inverse variance weighted,20,1.08 [0.75-1.56],0.681940005231009,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,FSTL1,Follistatin-related protein 1,Inverse variance weighted,3,0.89 [0.45-1.75],0.728367291959938,cis
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_BONEDENSOTH,NECTIN2,Nectin-2,Inverse variance weighted,5,1.07 [0.73-1.57],0.731508248003211,cis
