Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter VI Diseases of the nervous system,G6_MS,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Inverse variance weighted,41,1.04 [0.98-1.11],0.177377005533609,cis
Chapter VI Diseases of the nervous system,G6_MS,ACP5,Tartrate-resistant acid phosphatase type 5,Inverse variance weighted,14,0.85 [0.67-1.08],0.182537293322546,cis
Chapter VI Diseases of the nervous system,G6_MS,BAG3,BAG family molecular chaperone regulator 3,Inverse variance weighted,2,0.67 [0.33-1.36],0.265182613016537,cis
Chapter VI Diseases of the nervous system,G6_MS,FAP,Prolyl endopeptidase FAP,Inverse variance weighted,4,0.89 [0.72-1.09],0.266253500806464,cis
Chapter VI Diseases of the nervous system,G6_MS,CA6,Carbonic anhydrase 6,Inverse variance weighted,31,0.94 [0.85-1.05],0.285032626980412,cis
Chapter VI Diseases of the nervous system,G6_MS,CRTAC1,Cartilage acidic protein 1,Inverse variance weighted,43,0.95 [0.87-1.05],0.303352579054034,cis
Chapter VI Diseases of the nervous system,G6_MS,FGFBP2,Fibroblast growth factor-binding protein 2,Inverse variance weighted,21,0.94 [0.85-1.05],0.30877600338964,cis
Chapter VI Diseases of the nervous system,G6_MS,ITGAV,Integrin alpha-V,Inverse variance weighted,5,0.82 [0.53-1.25],0.345418307163824,cis
Chapter VI Diseases of the nervous system,G6_MS,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,19,1.04 [0.96-1.13],0.367551316079278,cis
Chapter VI Diseases of the nervous system,G6_MS,IL15,Interleukin-15,Wald ratio,1,0.07 [0-26.41],0.381483044199747,cis
Chapter VI Diseases of the nervous system,G6_MS,ITGAM,Integrin alpha-M,Inverse variance weighted,3,1.16 [0.82-1.65],0.398492237850195,cis
Chapter VI Diseases of the nervous system,G6_MS,LGALS9,Galectin-9,Inverse variance weighted,26,1.05 [0.92-1.2],0.434858478515995,cis
Chapter VI Diseases of the nervous system,G6_MS,COMP,Cartilage oligomeric matrix protein,Inverse variance weighted,5,1.11 [0.85-1.46],0.448833915494125,cis
Chapter VI Diseases of the nervous system,G6_MS,ITGB2,Integrin beta-2,Inverse variance weighted,4,0.88 [0.63-1.24],0.473354275315308,cis
Chapter VI Diseases of the nervous system,G6_MS,OMG,Oligodendrocyte-myelin glycoprotein,Wald ratio,1,1.32 [0.61-2.84],0.48382702351645,cis
Chapter VI Diseases of the nervous system,G6_MS,CST5,Cystatin-D,Inverse variance weighted,37,0.98 [0.9-1.06],0.564927909702573,cis
Chapter VI Diseases of the nervous system,G6_MS,CA14,Carbonic anhydrase 14,Inverse variance weighted,8,1.03 [0.93-1.13],0.572327164701918,cis
Chapter VI Diseases of the nervous system,G6_MS,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,11,0.92 [0.69-1.24],0.595906757582665,cis
Chapter VI Diseases of the nervous system,G6_MS,ITGA11,Integrin alpha-11,Inverse variance weighted,8,1.05 [0.85-1.29],0.673151670454772,cis
Chapter VI Diseases of the nervous system,G6_MS,GFAP,Glial fibrillary acidic protein,Inverse variance weighted,4,1.09 [0.64-1.86],0.757777063650102,cis
Chapter VI Diseases of the nervous system,G6_MS,PEPD,Xaa-Pro dipeptidase,Inverse variance weighted,12,0.98 [0.85-1.12],0.759461897335771,cis
