Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,FSHB,Follitropin subunit beta,Inverse variance weighted,2,1.66 [1.42-1.93],1.78526759075149e-10,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,CHRDL2,Chordin-like protein 2,Inverse variance weighted,7,0.9 [0.85-0.96],0.000711676578345066,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,6,0.93 [0.88-0.99],0.0206045764969241,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,AREG,Amphiregulin,Inverse variance weighted,3,0.91 [0.84-0.99],0.0272223255867158,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,TSPAN1,Tetraspanin-1,Inverse variance weighted,2,0.81 [0.68-0.98],0.0294146482887156,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,CD34,Hematopoietic progenitor cell antigen CD34,Wald ratio,1,1.26 [1.02-1.56],0.0350359158562861,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,EGFR,Epidermal growth factor receptor,Inverse variance weighted,7,1.1 [1-1.21],0.0394222763682434,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,PAEP,Glycodelin,Inverse variance weighted,26,1.02 [1-1.05],0.0908617370177784,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,DNER,Delta and Notch-like epidermal growth factor-related receptor,Inverse variance weighted,12,1.03 [0.99-1.06],0.153435630866214,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inverse variance weighted,20,1.02 [0.98-1.05],0.376603049658826,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,RSPO1,R-spondin-1,Inverse variance weighted,5,0.98 [0.93-1.03],0.404348680962922,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,ITGAV,Integrin alpha-V,Inverse variance weighted,5,0.93 [0.79-1.1],0.404972077851005,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,9,1.02 [0.97-1.07],0.409560520840425,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,KLK4,Kallikrein-4,Inverse variance weighted,17,1.01 [0.98-1.04],0.416792699859403,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,PLTP,Phospholipid transfer protein,Inverse variance weighted,19,0.99 [0.96-1.02],0.529207976520126,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,CHAD,Chondroadherin,Inverse variance weighted,3,1.01 [0.97-1.05],0.633375413970359,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,CA14,Carbonic anhydrase 14,Inverse variance weighted,8,1 [0.99-1.02],0.677152790444481,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,ITGA11,Integrin alpha-11,Inverse variance weighted,8,1.01 [0.97-1.05],0.756186306750128,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,25,1 [0.97-1.04],0.767251649633329,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,NOTCH3,Neurogenic locus notch homolog protein 3,Inverse variance weighted,2,0.99 [0.87-1.11],0.824450290855107,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,VWC2,Brorin,Inverse variance weighted,22,1 [0.97-1.04],0.844060400157008,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,FGF23,Fibroblast growth factor 23,Inverse variance weighted,2,1.02 [0.84-1.24],0.844671948354415,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,MCAM,Cell surface glycoprotein MUC18,Wald ratio,1,1.01 [0.92-1.11],0.864167561070427,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,MYOC,Myocilin,Inverse variance weighted,21,1 [0.96-1.05],0.886059019295045,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,CDH3,Cadherin-3,Inverse variance weighted,2,0.99 [0.86-1.15],0.941549120987907,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,WFIKKN2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",Inverse variance weighted,29,1 [0.97-1.03],0.99054910268353,cis
Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,CA14,Carbonic anhydrase 14,Inverse variance weighted,11,0.9 [0.83-0.97],0.00506657359830857,trans
