Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,F5_BIPO,EFNA1,Ephrin-A1,Inverse variance weighted,11,1.11 [1-1.23],0.0528072221383246,cis
Chapter V Mental and behavioural disorders,F5_BIPO,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,6,0.94 [0.88-1],0.0625190002725014,cis
Chapter V Mental and behavioural disorders,F5_BIPO,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,1.13 [0.99-1.3],0.0717352019547345,cis
Chapter V Mental and behavioural disorders,F5_BIPO,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,1.08 [0.99-1.18],0.10150622044881,cis
Chapter V Mental and behavioural disorders,F5_BIPO,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.78 [0.57-1.08],0.136488654196427,cis
Chapter V Mental and behavioural disorders,F5_BIPO,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,12,0.91 [0.79-1.04],0.178425285622814,cis
Chapter V Mental and behavioural disorders,F5_BIPO,CD59,CD59 glycoprotein,Inverse variance weighted,4,0.91 [0.79-1.06],0.237920381520848,cis
Chapter V Mental and behavioural disorders,F5_BIPO,TFF3,Trefoil factor 3,Inverse variance weighted,5,1.11 [0.91-1.37],0.305584735402609,cis
Chapter V Mental and behavioural disorders,F5_BIPO,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.34 [0.75-2.39],0.320692734605886,cis
Chapter V Mental and behavioural disorders,F5_BIPO,NECTIN4,Nectin-4,Inverse variance weighted,7,0.95 [0.85-1.06],0.329080011581806,cis
Chapter V Mental and behavioural disorders,F5_BIPO,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,2,1.14 [0.86-1.51],0.360381489339085,cis
Chapter V Mental and behavioural disorders,F5_BIPO,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,7,0.95 [0.82-1.09],0.439713129212277,cis
Chapter V Mental and behavioural disorders,F5_BIPO,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,4,0.91 [0.7-1.17],0.448200314493037,cis
Chapter V Mental and behavioural disorders,F5_BIPO,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,3,1.2 [0.74-1.95],0.450485345076091,cis
Chapter V Mental and behavioural disorders,F5_BIPO,EFNA4,Ephrin-A4,Inverse variance weighted,3,0.84 [0.54-1.32],0.452676248671434,cis
Chapter V Mental and behavioural disorders,F5_BIPO,FOLR1,Folate receptor alpha,Inverse variance weighted,5,1.09 [0.86-1.38],0.462347325395375,cis
Chapter V Mental and behavioural disorders,F5_BIPO,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,1.08 [0.87-1.34],0.476530576909712,cis
Chapter V Mental and behavioural disorders,F5_BIPO,NECTIN2,Nectin-2,Inverse variance weighted,5,1.03 [0.93-1.15],0.516501952259634,cis
Chapter V Mental and behavioural disorders,F5_BIPO,CTSL,Cathepsin L1,Wald ratio,1,0.77 [0.35-1.71],0.522431745606843,cis
Chapter V Mental and behavioural disorders,F5_BIPO,LAYN,Layilin,Inverse variance weighted,20,1.04 [0.93-1.16],0.523512362397404,cis
Chapter V Mental and behavioural disorders,F5_BIPO,EPHB4,Ephrin type-B receptor 4,Wald ratio,1,1.08 [0.85-1.37],0.527754878077646,cis
Chapter V Mental and behavioural disorders,F5_BIPO,AGRN,Agrin,Inverse variance weighted,17,0.97 [0.86-1.08],0.544386116703277,cis
Chapter V Mental and behavioural disorders,F5_BIPO,IGFBP4,Insulin-like growth factor-binding protein 4,Wald ratio,1,0.79 [0.33-1.88],0.595203773938022,cis
Chapter V Mental and behavioural disorders,F5_BIPO,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.08 [0.78-1.49],0.646070726385495,cis
Chapter V Mental and behavioural disorders,F5_BIPO,FAM3C,Protein FAM3C,Inverse variance weighted,2,1.28 [0.31-5.27],0.733119806559398,cis
Chapter V Mental and behavioural disorders,F5_BIPO,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,10,1.02 [0.89-1.17],0.77081413229272,cis
Chapter V Mental and behavioural disorders,F5_BIPO,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,0.99 [0.92-1.06],0.789302922707695,cis
Chapter V Mental and behavioural disorders,F5_BIPO,CD14,Monocyte differentiation antigen CD14,Inverse variance weighted,13,1.01 [0.91-1.13],0.810137784873521,cis
Chapter V Mental and behavioural disorders,F5_BIPO,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,Wald ratio,1,1.01 [0.9-1.14],0.82610233448929,cis
Chapter V Mental and behavioural disorders,F5_BIPO,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,6,1.02 [0.85-1.22],0.850542816044483,cis
Chapter V Mental and behavioural disorders,F5_BIPO,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.98 [0.77-1.25],0.877106664611082,cis
Chapter V Mental and behavioural disorders,F5_BIPO,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,0.97 [0.62-1.52],0.898232402906609,cis
Chapter V Mental and behavioural disorders,F5_BIPO,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,0.97 [0.5-1.86],0.918116592235802,cis
Chapter V Mental and behavioural disorders,F5_BIPO,CD27,CD27 antigen,Inverse variance weighted,9,1 [0.9-1.12],0.929948079856012,cis
Chapter V Mental and behavioural disorders,F5_BIPO,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,36,1 [0.94-1.06],0.993124618584387,cis
Chapter V Mental and behavioural disorders,F5_BIPO,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,0.91 [0.79-1.04],0.146811178978984,trans
Chapter V Mental and behavioural disorders,F5_BIPO,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,1.24 [0.93-1.65],0.151154785535338,trans
Chapter V Mental and behavioural disorders,F5_BIPO,NECTIN2,Nectin-2,Inverse variance weighted,3,0.65 [0.36-1.18],0.153943285380056,trans
Chapter V Mental and behavioural disorders,F5_BIPO,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,9,1.12 [0.93-1.35],0.230333905922924,trans
Chapter V Mental and behavioural disorders,F5_BIPO,GDF15,Growth/differentiation factor 15,Wald ratio,1,0.55 [0.19-1.61],0.275798299101306,trans
Chapter V Mental and behavioural disorders,F5_BIPO,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,10,0.84 [0.6-1.17],0.2957592773207,trans
Chapter V Mental and behavioural disorders,F5_BIPO,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,9,0.84 [0.61-1.17],0.307675033152151,trans
Chapter V Mental and behavioural disorders,F5_BIPO,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,32,1.06 [0.95-1.18],0.307929007151943,trans
Chapter V Mental and behavioural disorders,F5_BIPO,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.29 [0.79-2.13],0.310688010741442,trans
Chapter V Mental and behavioural disorders,F5_BIPO,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,6,1.25 [0.81-1.93],0.32061748956175,trans
Chapter V Mental and behavioural disorders,F5_BIPO,FOLR1,Folate receptor alpha,Inverse variance weighted,6,0.87 [0.65-1.16],0.330957781922298,trans
Chapter V Mental and behavioural disorders,F5_BIPO,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,3,1.22 [0.79-1.91],0.369132917812091,trans
Chapter V Mental and behavioural disorders,F5_BIPO,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,8,1.16 [0.77-1.74],0.483608487719026,trans
Chapter V Mental and behavioural disorders,F5_BIPO,CD59,CD59 glycoprotein,Inverse variance weighted,4,0.88 [0.61-1.27],0.496234509018415,trans
