Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_HERNIA,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,Inverse variance weighted,20,1.11 [1.07-1.16],2.18021624318041e-07,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,MXRA8,Matrix remodeling-associated protein 8,Wald ratio,1,0.63 [0.53-0.76],8.57811787476216e-07,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.84 [0.77-0.91],4.51571000991493e-05,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,6,0.9 [0.85-0.96],0.00113972398344639,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,14,1.05 [1.02-1.09],0.00258165567596241,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,ITGA2,Integrin alpha-2,Inverse variance weighted,31,0.97 [0.95-0.99],0.00366277841726224,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,ZBTB17,Zinc finger and BTB domain-containing protein 17,Wald ratio,1,0.68 [0.51-0.92],0.010564322763693,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,LGALS3,Galectin-3,Inverse variance weighted,25,1.04 [1.01-1.08],0.011143298438503,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,OCLN,Occludin,Inverse variance weighted,2,0.88 [0.79-0.98],0.0149698391034509,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,1.1 [1.01-1.18],0.0204322788845689,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,5,1.08 [1.01-1.15],0.0222137914706862,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,CNTN4,Contactin-4,Inverse variance weighted,25,1.03 [1-1.06],0.0227881904229998,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,0.76 [0.6-0.97],0.0254833071345781,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,TFF3,Trefoil factor 3,Inverse variance weighted,5,0.92 [0.85-0.99],0.0295821625634718,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,LGALS9,Galectin-9,Inverse variance weighted,26,0.97 [0.93-1],0.0313403534636109,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,46,1.02 [1-1.03],0.0319805175529459,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,ADM,Pro-adrenomedullin,Inverse variance weighted,2,0.84 [0.72-0.99],0.034834933332812,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,MYOC,Myocilin,Inverse variance weighted,21,1.04 [1-1.08],0.0353169112920813,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,LIPF,Gastric triacylglycerol lipase,Inverse variance weighted,18,0.95 [0.9-1],0.0362802112405593,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,14,1.08 [1-1.17],0.0396769474974697,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,2,0.74 [0.56-0.99],0.0407332754217472,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,AMBP,Protein AMBP,Inverse variance weighted,3,1.1 [1-1.23],0.0577360111773539,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,15,0.96 [0.92-1],0.0623250020093933,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,ANXA10,Annexin A10,Wald ratio,1,1.28 [0.99-1.67],0.0637178152121795,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,16,0.97 [0.93-1],0.0652208030170598,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,CD302,CD302 antigen,Inverse variance weighted,9,0.96 [0.91-1.01],0.0799755384446679,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,FAP,Prolyl endopeptidase FAP,Inverse variance weighted,4,1.05 [0.99-1.12],0.110399618733197,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,DSC2,Desmocollin-2,Inverse variance weighted,9,0.96 [0.92-1.01],0.118311435397198,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,ITGAV,Integrin alpha-V,Inverse variance weighted,5,0.93 [0.84-1.02],0.129102177857898,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,CNTN5,Contactin-5,Inverse variance weighted,28,0.98 [0.96-1.01],0.134756987114106,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,1.1 [0.97-1.25],0.139345314378476,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,4,1.07 [0.98-1.18],0.142145730473686,cis
Chapter XI Diseases of the digestive system,K11_HERNIA,SCG3,Secretogranin-3,Inverse variance weighted,32,1.02 [0.99-1.05],0.155242431164263,cis
