Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter VI Diseases of the nervous system,G6_CERCYST,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,19,0.79 [0.64-0.98],0.0296870581840236,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,OCLN,Occludin,Inverse variance weighted,2,1.76 [1.03-3.03],0.0403306370372337,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,2,1.28 [0.94-1.74],0.121701607200854,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,5,0.74 [0.5-1.09],0.125649863049088,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,7,1.4 [0.9-2.18],0.13490115048858,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,3,0.74 [0.46-1.18],0.209219365647568,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,20,0.93 [0.83-1.05],0.237141246065205,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,2,0.67 [0.34-1.31],0.242463839411331,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,DLL1,Delta-like protein 1,Inverse variance weighted,7,1.22 [0.87-1.71],0.252508012189305,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,SHISA5,Protein shisa-5,Inverse variance weighted,5,1.49 [0.72-3.09],0.27940576252271,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,SPON2,Spondin-2,Inverse variance weighted,4,1.18 [0.87-1.6],0.285176415976801,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,10,0.91 [0.74-1.11],0.339199096405895,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,27,0.94 [0.83-1.07],0.347764622220181,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,CD300E,CMRF35-like molecule 2,Inverse variance weighted,21,1.08 [0.92-1.28],0.349244812416364,cis
Chapter VI Diseases of the nervous system,G6_CERCYST,ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,4,1.25 [0.77-2.02],0.364494507465936,cis
