Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter VI Diseases of the nervous system,G6_NEUROOTH,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,27,1.13 [0.98-1.29],0.0859092941105756,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,6,1.27 [0.85-1.88],0.24065793985388,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,NELL1,Protein kinase C-binding protein NELL1,Inverse variance weighted,10,0.9 [0.76-1.07],0.244015213030212,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,0.93 [0.82-1.06],0.277035245938083,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,LGALS4,Galectin-4,Inverse variance weighted,4,0.8 [0.53-1.22],0.309910100758414,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,0.6 [0.22-1.7],0.339077113576813,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,GDF15,Growth/differentiation factor 15,Inverse variance weighted,12,1.18 [0.8-1.74],0.390992382872288,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,10,1.08 [0.84-1.38],0.547765884471206,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,EFNA4,Ephrin-A4,Inverse variance weighted,3,1.22 [0.58-2.55],0.59829083877213,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,RNASE6,Ribonuclease K6,Inverse variance weighted,15,0.98 [0.86-1.11],0.738322562912635,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,CD276,CD276 antigen,Inverse variance weighted,20,0.99 [0.88-1.1],0.80410188316048,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,AREG,Amphiregulin,Inverse variance weighted,3,0.93 [0.46-1.87],0.839020226808259,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,0.88 [0.27-2.94],0.841110297794332,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,29,0.99 [0.91-1.09],0.870498735649635,cis
Chapter VI Diseases of the nervous system,G6_NEUROOTH,NELL1,Protein kinase C-binding protein NELL1,Inverse variance weighted,33,0.84 [0.72-0.99],0.0424039381586555,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,EFNA4,Ephrin-A4,Inverse variance weighted,2,0.52 [0.23-1.13],0.0993011594515673,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,4,1.7 [0.85-3.37],0.132569192628389,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,GDF15,Growth/differentiation factor 15,Wald ratio,1,3.13 [0.43-22.56],0.25829524848728,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.61 [0.19-1.97],0.411501006077451,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,14,1.12 [0.79-1.58],0.515549844900597,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,CD276,CD276 antigen,Inverse variance weighted,24,0.94 [0.76-1.17],0.581997663540452,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,3,1.23 [0.55-2.76],0.609671846486129,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,13,0.92 [0.62-1.37],0.694826391497269,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,21,0.95 [0.7-1.3],0.765196786400878,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,RNASE6,Ribonuclease K6,Inverse variance weighted,4,0.93 [0.37-2.35],0.872406212388842,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,AREG,Amphiregulin,Inverse variance weighted,5,1.04 [0.57-1.91],0.897647706718622,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,3,1.05 [0.47-2.37],0.906028395220339,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,25,1.01 [0.79-1.29],0.94493490631717,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,LGALS4,Galectin-4,Inverse variance weighted,15,1.01 [0.81-1.26],0.952068638338825,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.01 [0.5-2.03],0.97940584817744,trans
Chapter VI Diseases of the nervous system,G6_NEUROOTH,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.01 [0.64-1.59],0.979882550890015,trans
