Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,IL19,Interleukin-19,Inverse variance weighted,7,1.37 [1.12-1.67],0.00236643737868956,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,2,1.63 [1.11-2.39],0.0122447721325721,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,13,1.19 [1.02-1.39],0.0236240760761489,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,ADM,Pro-adrenomedullin,Wald ratio,1,1.99 [1.08-3.67],0.0282446910413568,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,3,1.49 [1.04-2.14],0.0309757514149533,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,3,1.34 [1.02-1.76],0.0350082382197504,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,4,0.8 [0.66-0.99],0.0373758424692122,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,EFNA4,Ephrin-A4,Wald ratio,1,3.63 [1.07-12.39],0.0391031476458661,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,5,1.34 [1-1.79],0.0508110967884469,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,8,0.71 [0.51-1],0.0527185628909322,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,FSTL1,Follistatin-related protein 1,Inverse variance weighted,3,0.69 [0.47-1.01],0.05410112331032,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,RNASE6,Ribonuclease K6,Inverse variance weighted,8,1.12 [0.99-1.27],0.0663321010102979,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,CD74,HLA class II histocompatibility antigen gamma chain,Wald ratio,1,0.36 [0.12-1.08],0.069075142496255,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,CST3,Cystatin-C,Inverse variance weighted,7,0.82 [0.66-1.02],0.0709704613133461,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,CD276,CD276 antigen,Inverse variance weighted,14,0.87 [0.74-1.02],0.077752028660831,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,CA12,Carbonic anhydrase 12,Inverse variance weighted,9,0.86 [0.73-1.02],0.0849822817179483,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,7,1.23 [0.97-1.56],0.0862363093983413,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,10,0.88 [0.75-1.03],0.108551050648568,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,FSTL3,Follistatin-related protein 3,Inverse variance weighted,3,1.66 [0.89-3.11],0.109951475610547,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,3,1.21 [0.96-1.53],0.109965002450274,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,KLK4,Kallikrein-4,Inverse variance weighted,8,1.13 [0.97-1.31],0.111323090917189,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,14,1.12 [0.97-1.28],0.112650656228466,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,CD300E,CMRF35-like molecule 2,Inverse variance weighted,7,1.14 [0.97-1.33],0.115432713062209,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,10,0.89 [0.78-1.03],0.122218885522887,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,CD14,Monocyte differentiation antigen CD14,Inverse variance weighted,8,1.22 [0.94-1.59],0.129474894013051,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,4,1.28 [0.93-1.75],0.134799995397471,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,FGF23,Fibroblast growth factor 23,Wald ratio,1,0.64 [0.36-1.16],0.14030266544287,cis
Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN_NAS,AGRN,Agrin,Inverse variance weighted,6,1.14 [0.96-1.37],0.140408446440237,cis
