Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter VI Diseases of the nervous system,G6_CARPTU,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,4,0.79 [0.67-0.94],0.00603634497543359,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,SCARA5,Scavenger receptor class A member 5,Inverse variance weighted,10,1.06 [1-1.13],0.0404993705302588,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,PRELP,Prolargin,Inverse variance weighted,9,1.05 [0.99-1.12],0.0849282399144982,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,9,1.05 [0.97-1.13],0.240912475199237,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,HSPB6,Heat shock protein beta-6,Wald ratio,1,0.78 [0.48-1.28],0.327510677561596,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,MYOM3,Myomesin-3,Wald ratio,1,1.13 [0.88-1.46],0.333338749605185,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,GPNMB,Transmembrane glycoprotein NMB,Inverse variance weighted,19,0.99 [0.97-1.01],0.359491485922328,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,CCN3,CCN family member 3,Inverse variance weighted,19,0.97 [0.92-1.03],0.395677031555812,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.97 [0.89-1.05],0.422212458907156,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,NCS1,Neuronal calcium sensor 1,Inverse variance weighted,3,0.91 [0.73-1.14],0.423978959913811,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,COMP,Cartilage oligomeric matrix protein,Inverse variance weighted,5,0.96 [0.86-1.08],0.492842573643918,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,ACAN,Aggrecan core protein,Inverse variance weighted,3,1.08 [0.86-1.35],0.508158047933798,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,CRTAC1,Cartilage acidic protein 1,Inverse variance weighted,43,1.01 [0.97-1.04],0.6529111128808,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,Inverse variance weighted,10,0.99 [0.92-1.06],0.725968554507136,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,CD276,CD276 antigen,Inverse variance weighted,20,1.01 [0.97-1.04],0.742701759337691,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,CHGA,Chromogranin-A,Inverse variance weighted,3,0.99 [0.89-1.09],0.785543988237269,cis
Chapter VI Diseases of the nervous system,G6_CARPTU,DCN,Decorin,Inverse variance weighted,2,1.53 [1.08-2.15],0.0158025005842957,trans
