Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,EFNA1,Ephrin-A1,Inverse variance weighted,11,1.29 [1.11-1.51],0.00102419740019939,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,0.68 [0.54-0.86],0.00156548856942187,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.54 [0.36-0.82],0.00326557257211725,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,DNER,Delta and Notch-like epidermal growth factor-related receptor,Inverse variance weighted,12,0.83 [0.72-0.94],0.00442402961250488,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,ITGAM,Integrin alpha-M,Inverse variance weighted,3,0.67 [0.5-0.89],0.00546812935276245,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,SPON2,Spondin-2,Inverse variance weighted,4,1.33 [1.08-1.64],0.00854013095062944,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,FCRLB,Fc receptor-like B,Inverse variance weighted,61,0.92 [0.86-0.98],0.00868394939814999,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,12,0.8 [0.66-0.97],0.0202720011816253,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,HYAL1,Hyaluronidase-1,Inverse variance weighted,5,1.23 [1.03-1.47],0.0225091000529211,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,DTNB,Dystrobrevin beta,Inverse variance weighted,2,0.29 [0.1-0.84],0.0231075962448654,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,25,0.9 [0.82-0.99],0.0245442064468477,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,10,0.85 [0.74-0.99],0.0317025166674429,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,FAM20A,Pseudokinase FAM20A,Inverse variance weighted,14,1.15 [1.01-1.32],0.0347294476473246,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,2,1.26 [1.01-1.56],0.0382795120276695,cis
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOKALAEMIA,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,14,1.16 [1.01-1.34],0.038604254877145,cis
